A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
1.6826075315475464,8.43391227722168,41.50660705566406,18.498489379882812,14.705038070678711,16.86745834350586,9.841914176940918,10.755088806152344,5.766533374786377,1.3759881258010864,0.0,0.0,22.327831268310547,5.124729156494141,1.6136479377746582,0.8230842351913452,0.8509537577629089,1.1263893842697144
1.6826075315475464,9.371013641357422,43.4371452331543,19.42341423034668,15.440290451049805,18.273080825805664,10.420849800109863,11.321146965026855,6.247077941894531,1.3759881258010864,0.0,0.0,22.327831268310547,5.124729156494141,1.6136479377746582,0.8230842351913452,1.7019075155258179,1.1263893842697144
1.6826075315475464,10.308115005493164,46.33295822143555,20.348339080810547,16.1755428314209,18.97589111328125,10.999786376953125,11.88720417022705,7.208166599273682,1.3759881258010864,0.6326487064361572,0.9892574548721313,24.56061363220215,5.124729156494141,1.6136479377746582,0.8230842351913452,1.7019075155258179,1.1263893842697144
1.6826075315475464,10.308115005493164,48.26349639892578,21.273263931274414,16.1755428314209,19.678701400756836,11.57872200012207,13.019318580627441,7.688711166381836,1.8346507549285889,0.6326487064361572,0.9892574548721313,25.677005767822266,5.124729156494141,1.6136479377746582,0.8230842351913452,1.7019075155258179,1.1263893842697144
1.6826075315475464,11.245216369628906,51.159305572509766,22.19818878173828,16.91079330444336,20.381511688232422,12.157658576965332,13.585375785827637,8.169255256652832,1.8346507549285889,0.6326487064361572,0.9892574548721313,26.793397903442383,6.149675369262695,1.6136479377746582,0.8230842351913452,1.7019075155258179,1.1263893842697144
1.6826075315475464,11.245216369628906,53.089847564697266,23.123111724853516,17.646045684814453,21.08432388305664,12.157658576965332,14.151432991027832,8.649800300598145,1.8346507549285889,0.6326487064361572,0.9892574548721313,27.909788131713867,6.149675369262695,1.6136479377746582,0.8230842351913452,1.7019075155258179,1.1263893842697144
1.6826075315475464,11.245216369628906,55.0203857421875,23.123111724853516,18.381298065185547,21.08432388305664,12.736594200134277,14.151432991027832,8.649800300598145,1.8346507549285889,0.6326487064361572,0.9892574548721313,27.909788131713867,6.149675369262695,1.6136479377746582,0.8230842351913452,1.7019075155258179,1.1263893842697144
1.6826075315475464,12.182317733764648,55.98565673828125,24.048036575317383,18.381298065185547,21.787134170532227,12.736594200134277,14.717490196228027,8.649800300598145,1.8346507549285889,0.6326487064361572,0.9892574548721313,27.909788131713867,6.149675369262695,1.6136479377746582,1.6461684703826904,1.7019075155258179,1.1263893842697144
2.523911237716675,12.182317733764648,57.916194915771484,24.97296142578125,19.11655044555664,22.489944458007812,13.315530776977539,15.283547401428223,9.13034439086914,1.8346507549285889,0.6326487064361572,0.9892574548721313,29.026180267333984,6.149675369262695,2.4204719066619873,1.6461684703826904,1.7019075155258179,1.1263893842697144
2.523911237716675,12.182317733764648,58.881465911865234,24.97296142578125,19.11655044555664,22.489944458007812,13.315530776977539,15.283547401428223,9.13034439086914,1.8346507549285889,0.6326487064361572,0.9892574548721313,30.1425724029541,6.149675369262695,2.4204719066619873,1.6461684703826904,1.7019075155258179,1.1263893842697144
