A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
5.26,50.31,121.87,48.93,50.70,75.21,72.35,68.82,29.32,11.28,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,50.31,120.16,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,50.31,121.02,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,50.31,120.16,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,50.31,120.16,48.10,48.75,71.66,71.75,67.70,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,661,f
5.26,50.31,120.16,48.10,48.75,71.66,71.75,67.70,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,50.31,120.16,48.10,48.75,71.66,71.75,67.70,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,50.31,120.16,48.10,48.75,71.66,71.75,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,458,f
5.26,50.31,120.16,48.10,48.75,71.66,71.75,68.26,29.32,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,430,f
5.26,50.31,120.16,48.10,48.75,71.66,71.75,68.26,29.32,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,380,f
5.26,50.31,120.16,48.10,48.75,71.66,71.75,68.26,29.32,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,363,f
5.26,50.31,121.02,48.10,49.40,72.25,71.75,67.70,29.32,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,373,f
5.26,50.31,120.16,48.10,48.75,72.25,71.75,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,382,f
5.26,50.31,120.16,48.10,48.75,72.25,71.75,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,379,f
5.26,50.31,120.16,48.10,48.75,72.25,71.75,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,375,f
5.26,50.31,120.16,48.10,48.75,72.25,71.75,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,381,f
5.26,50.31,121.02,48.10,49.40,72.25,71.75,68.26,29.32,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,378,f
