A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
2,12,70,37,46,53,238,86,38,14,2,1,46,15,4,3,7,8
3,13,74,39,51,58,341,97,40,16,3,1,47,16,4,3,9,11
3,14,77,42,59,67,464,109,40,18,3,1,47,18,4,3,12,16
3,15,86,48,73,81,615,133,41,22,3,1,51,21,4,3,17,20
4,18,97,56,89,97,753,176,43,28,3,1,57,24,5,4,22,26
4,19,104,62,103,110,957,241,47,37,4,1,65,30,5,5,31,35
4,19,109,67,123,131,1275,333,53,49,5,2,80,40,6,6,44,53
4,20,113,71,149,154,1915,454,62,66,6,2,96,52,8,7,57,67
4,21,118,79,192,190,2694,618,75,86,9,2,111,68,9,9,73,77
5,24,129,92,264,265,2663,794,84,104,10,2,124,90,9,10,87,83
5,27,141,106,334,336,2828,1051,94,133,11,3,136,115,10,11,105,87
5,30,152,128,429,439,2891,1213,99,153,12,3,146,139,10,12,117,87
5,33,160,144,506,530,3001,1378,110,166,13,3,162,154,11,14,116,85
5,34,169,170,635,691,2884,1358,120,159,14,3,173,125,12,15,84,69
5,38,185,217,781,854,2350,964,130,118,14,4,177,99,12,14,54,51
6,41,200,259,947,987,1839,676,141,88,14,4,186,95,13,14,47,46
6,64,281,352,1162,1267,1697,777,238,101,18,7,269,132,19,21,58,44
7,91,385,423,1409,1481,1629,985,343,127,24,9,342,179,24,28,74,46
10,129,542,597,1937,2033,1749,1313,418,165,30,11,392,247,25,36,109,55
12,180,708,706,2120,2266,2230,1846,442,237,35,10,375,334,25,42,178,82
14,232,902,820,2279,2490,3386,2666,400,338,39,9,332,335,26,41,222,115
15,282,1077,934,2375,2603,4204,2410,313,330,35,8,260,252,25,35,175,115
19,370,1389,1109,2614,2857,3493,1739,226,237,29,8,207,217,21,27,134,99
23,448,1646,1209,2647,2861,1891,625,138,82,10,6,181,190,16,19,140,87
27,560,1890,1147,2328,2475,1498,595,93,75,7,3,120,67,11,9,63,51
33,643,2277,1044,1991,2189,1575,668,86,83,7,2,117,72,10,8,57,45
39,727,2622,1040,2047,2305,1390,621,86,80,7,2,102,63,9,7,42,32
48,866,2984,1216,2309,2575,1083,513,83,65,7,2,101,54,8,7,30,24
54,1009,3593,1395,2640,2986,857,375,76,51,7,2,90,49,7,6,25,22
53,1105,3936,1684,3327,3780,750,331,72,45,7,2,91,48,7,7,25,23
47,1172,4124,2275,5037,5809,802,309,73,45,7,2,95,50,7,7,25,24
40,1039,3917,3121,7114,8150,837,301,76,45,8,2,99,52,8,7,25,26
34,773,2923,2348,6141,6941,1078,536,131,72,12,3,147,92,10,13,46,36
