A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,1023,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,1023,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,1023,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,1.84,1.19,708,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,488,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,481,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,486,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,1.84,1.19,520,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,503,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,1.88,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,456,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,1.84,1.19,500,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,464,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,469,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,515,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,1.84,1.19,511,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,1023,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,491,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,519,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,470,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,442,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,435,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,464,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,465,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,455,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,1.84,1.19,458,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,439,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,464,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,2.35,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,456,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,1.88,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,429,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,1.88,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,469,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,1.88,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,462,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.15,5.20,1.88,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,443,f
