A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
7.89,103.47,256.62,54.73,59.80,91.80,59.19,64.35,33.11,8.46,2.61,3.91,116.65,33.63,14.03,7.55,4.61,3.57,1005,f
7.89,103.47,255.77,54.73,59.80,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,13.15,8.39,4.61,3.57,792,f
7.89,103.47,255.77,54.73,59.80,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,13.15,7.55,4.61,3.57,1023,f
7.89,103.47,255.77,54.73,59.80,91.80,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,459,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,1023,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,1001,f
7.89,103.47,255.77,54.73,59.80,91.80,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,1023,f
7.89,103.47,255.77,54.73,60.45,91.80,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,1005,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,515,f
7.89,103.47,254.91,54.73,60.45,92.39,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,931,f
7.89,103.47,254.91,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,423,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.91,33.58,8.46,2.61,3.91,118.94,33.63,14.03,8.39,4.61,3.57,435,f
7.89,103.47,255.77,54.73,59.80,92.39,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,444,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,469,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,420,f
7.89,103.47,254.91,54.73,60.45,92.39,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,418,f
7.89,103.47,254.91,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,412,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,410,f
7.89,103.47,254.91,54.73,59.80,92.39,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,423,f
7.89,103.47,254.91,54.73,59.80,92.39,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,422,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,415,f
7.89,103.47,254.91,54.73,59.80,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,424,f
7.89,103.47,254.91,54.73,60.45,92.39,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,432,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,388,f
7.89,103.47,254.05,54.73,59.80,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,425,f
7.89,103.47,254.91,54.73,59.80,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,414,f
7.89,103.47,254.91,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,410,f
7.89,103.47,254.91,54.73,59.80,92.39,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,422,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,411,f
7.89,103.47,254.05,54.73,59.80,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,396,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,427,f
7.89,103.47,254.91,54.73,60.45,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,407,f
7.89,102.52,254.91,54.73,59.80,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,407,f
7.89,102.52,254.91,54.73,59.80,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,412,f
7.89,102.52,254.91,54.73,59.80,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,406,f
7.89,103.47,254.91,54.73,59.80,91.80,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,399,f
7.89,103.47,254.91,54.73,59.80,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,440,f
7.89,103.47,254.91,54.73,59.80,91.80,59.19,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,419,f
7.89,103.47,254.91,54.73,59.80,91.80,59.19,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,421,f
7.89,102.52,254.91,54.73,59.80,91.80,59.19,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,409,f
7.89,103.47,254.91,54.73,59.80,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,434,f
7.89,103.47,254.91,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,384,f
7.89,103.47,254.91,54.73,59.80,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,427,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,416,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,403,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,408,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,406,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,403,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,405,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,408,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,407,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,412,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,403,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.11,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,407,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,399,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.91,33.11,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,436,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,408,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,404,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,416,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,419,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.35,33.58,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,414,f
7.89,103.47,255.77,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,411,f
7.89,103.47,256.62,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,406,f
7.89,103.47,256.62,54.73,60.45,92.39,59.79,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,404,f
7.89,103.47,256.62,54.73,60.45,92.39,60.39,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,387,f
7.89,103.47,256.62,54.73,60.45,92.39,60.39,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,437,f
7.89,103.47,256.62,54.73,60.45,92.39,60.39,64.91,33.58,8.46,2.61,3.91,117.80,34.72,14.03,8.39,4.61,3.57,409,f
7.89,103.47,256.62,54.73,60.45,92.39,60.99,64.91,33.58,8.46,2.61,3.91,117.80,33.63,14.03,7.55,4.61,3.57,403,f
7.89,103.47,256.62,54.73,60.45,92.39,60.99,65.46,33.58,8.46,2.61,3.91,117.80,33.63,14.03,8.39,4.61,3.57,417,f
