A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
0.88,1.90,1.72,0.83,1.95,4.15,3.59,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,1.84,1.19,1023,f
0.88,1.90,1.72,0.83,1.30,4.15,3.59,6.71,5.68,2.35,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,1023,f
0.88,1.90,1.72,0.83,1.30,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,0.92,1.19,626,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,0.92,1.19,549,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,5.26,3.36,1.84,1.19,497,f
0.88,1.90,1.72,0.83,1.30,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,0.92,1.19,494,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,1.84,1.19,473,f
0.88,1.90,1.72,0.83,1.95,4.15,3.59,6.71,5.68,2.35,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,500,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,0.92,1.19,508,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,0.92,1.19,446,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,0.92,1.19,520,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,1.84,1.19,494,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,1.84,1.19,501,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,1.84,1.19,489,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,1.84,1.19,508,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,0.92,1.19,545,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,1.84,1.19,532,f
0.88,1.90,1.72,0.83,1.30,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,1.84,1.19,501,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,14.10,6.14,3.36,0.92,1.19,496,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,0.92,1.19,459,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,1.84,1.19,480,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,0.92,1.19,496,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,1.84,1.19,444,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,1.84,1.19,487,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,0.92,1.19,502,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,1.84,1.19,467,f
0.88,1.90,1.72,0.83,1.95,4.15,4.19,6.71,5.68,2.35,0.00,0.00,12.58,15.19,6.14,3.36,1.84,1.19,479,f
