A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
1,5,27,12,12,15,17,16,11,3,0,0,13,3,1,1,1,1
1,6,32,14,14,18,20,19,13,3,1,0,15,4,1,1,1,1
1,6,35,15,15,19,24,22,15,4,1,1,17,5,2,1,1,1
2,7,40,17,17,22,27,25,17,4,1,1,20,5,2,1,2,1
2,8,44,18,19,24,31,29,19,5,1,1,22,6,2,1,2,1
2,8,49,20,21,26,34,32,21,5,1,1,24,6,2,1,2,1
2,9,52,21,22,28,37,34,23,6,1,1,26,7,3,2,2,1
2,10,58,23,24,31,41,37,24,6,1,1,28,8,3,2,2,1
2,11,62,25,26,33,44,40,26,7,1,1,30,8,3,2,3,2
3,11,65,26,28,35,48,44,29,7,1,1,33,9,3,2,3,2
3,12,70,29,30,38,51,46,30,8,1,1,34,10,3,2,3,2
3,13,75,30,32,40,55,49,32,8,1,1,37,11,4,2,3,2
3,14,79,32,33,42,57,51,34,9,1,1,40,11,4,2,3,2
3,14,83,34,35,44,61,54,36,9,2,1,41,11,4,2,4,2
3,15,88,36,38,47,64,57,37,9,2,1,43,12,4,2,4,2
3,16,91,37,39,49,68,59,38,10,2,1,46,13,4,2,4,2
4,18,96,38,41,51,75,64,42,11,2,1,48,14,5,3,4,3
4,20,100,41,44,54,83,67,43,11,2,2,51,15,5,4,5,3
4,22,104,42,46,56,91,72,46,12,2,2,53,15,6,4,5,3
4,24,109,43,48,58,99,76,48,13,2,2,56,17,6,4,6,4
5,26,113,45,50,61,108,79,49,13,2,2,59,17,7,5,6,4
5,27,117,46,51,62,118,83,52,14,3,2,61,17,7,5,6,4
5,29,122,48,54,65,129,87,54,15,3,2,65,19,7,5,7,5
5,30,124,48,55,67,143,92,57,15,3,2,67,20,8,5,7,5
5,32,129,50,57,70,155,96,59,16,3,2,69,21,8,6,8,6
6,33,134,51,60,72,168,100,61,17,3,2,73,22,9,6,8,6
6,33,131,51,60,73,183,101,60,17,3,2,75,23,9,6,9,7
6,33,137,52,63,76,200,106,63,18,4,3,78,24,9,6,9,7
