A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
5.26,53.16,127.02,48.93,50.70,74.62,70.55,64.91,26.96,11.28,2.61,2.93,97.21,33.63,13.15,8.39,5.53,3.57,1023,f
5.26,52.21,126.17,48.93,50.05,74.03,70.55,64.91,26.96,11.28,2.61,2.93,97.21,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,52.21,126.17,48.93,50.05,74.03,70.55,64.91,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,1023,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,1023,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,1023,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,1023,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,1023,f
5.26,52.21,125.31,48.93,50.05,73.44,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,1023,f
5.26,52.21,125.31,48.10,50.05,73.44,70.55,64.91,26.48,11.28,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,52.21,125.31,48.10,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,442,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.35,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,532,f
5.26,52.21,125.31,48.10,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,428,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,403,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,486,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,393,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,381,f
5.26,52.21,125.31,48.10,50.05,74.03,70.55,64.91,26.48,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,378,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.91,26.96,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,372,f
5.26,52.21,125.31,48.93,50.05,74.03,70.55,64.91,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,359,f
5.26,52.21,125.31,48.93,50.05,74.03,71.15,64.91,26.96,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,1023,f
5.26,52.21,126.17,48.93,50.05,74.03,71.15,64.91,26.96,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,352,f
5.26,52.21,126.17,48.93,50.05,74.03,71.15,64.91,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,353,f
5.26,52.21,126.17,48.93,50.05,74.03,71.15,64.91,26.96,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,342,f
5.26,52.21,126.17,48.93,50.05,74.03,71.15,64.91,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,339,f
5.26,53.16,126.17,48.93,50.05,74.03,71.15,64.91,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,336,f
