A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
4,20,117,64,82,95,366,147,69,24,4,2,82,26,7,5,12,12
4,20,120,66,86,99,473,155,69,25,4,2,81,26,7,4,13,16
5,21,122,69,95,109,588,164,67,27,4,2,77,28,7,4,16,20
5,23,130,76,111,126,741,186,67,31,4,2,81,30,7,5,21,25
6,25,145,89,133,148,880,230,68,37,5,2,87,35,7,5,27,30
6,27,154,95,150,162,1077,293,72,46,5,2,94,40,8,6,36,39
6,27,160,100,173,185,1405,390,76,59,6,2,109,50,9,7,49,58
6,28,163,105,201,211,2044,514,87,76,8,2,127,63,10,9,62,72
6,29,166,111,241,244,2852,685,100,98,10,3,142,80,11,10,78,82
7,32,176,124,312,320,2821,868,109,116,11,3,155,103,12,12,93,88
7,35,188,140,386,397,2971,1119,118,143,12,3,167,129,13,13,112,92
8,39,201,164,487,504,3036,1293,124,166,13,3,178,153,13,14,123,91
7,41,206,175,556,582,3137,1450,134,177,15,4,195,169,14,16,123,90
7,41,210,200,689,750,3001,1423,145,170,16,4,207,139,14,16,90,73
7,45,224,245,837,913,2445,1028,155,129,16,4,212,114,15,16,61,56
7,48,238,284,1005,1040,1937,747,168,100,16,5,222,112,16,16,54,50
8,70,315,377,1234,1339,1780,859,269,114,20,7,308,151,22,23,66,48
9,97,420,466,1566,1656,1729,1069,378,140,27,10,388,197,27,30,82,49
11,136,580,630,2000,2119,1861,1399,452,177,32,12,444,265,29,39,117,59
13,187,746,739,2200,2351,2319,1925,481,248,38,11,427,351,29,44,186,85
15,241,946,848,2360,2575,3477,2776,448,351,42,11,378,352,30,44,229,118
17,306,1171,981,2483,2722,4363,2545,368,347,38,10,300,270,30,38,183,118
20,378,1425,1132,2676,2935,3608,1814,273,249,31,9,240,228,26,30,138,102
24,455,1675,1242,2710,2940,2059,677,173,89,12,8,208,205,19,22,145,89
28,567,1928,1184,2371,2562,1547,633,115,82,8,5,146,75,13,11,64,52
34,646,2317,1072,2054,2263,1621,714,104,88,8,3,141,79,13,10,59,48
41,741,2663,1080,2128,2389,1423,652,104,84,8,3,125,70,11,8,44,33
49,898,3106,1250,2404,2676,1118,540,100,69,8,3,124,61,10,8,33,26
55,1014,3652,1413,2663,3053,896,406,95,57,8,2,112,57,9,8,28,24
