A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
6.13,55.06,148.48,55.56,66.95,107.79,95.67,94.56,45.40,13.63,3.26,2.93,165.83,52.08,17.54,10.91,7.38,5.96,1023,f
6.13,55.06,147.62,54.73,66.30,107.20,95.67,94.56,45.40,13.63,3.26,2.93,165.83,52.08,17.54,10.91,7.38,5.96,993,f
6.13,55.06,147.62,54.73,66.30,107.20,95.67,94.56,45.40,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,617,f
6.13,55.06,147.62,54.73,66.30,107.20,95.67,94.56,45.40,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,560,f
6.13,55.06,147.62,54.73,66.30,107.20,95.67,94.56,45.40,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,1001,f
6.13,55.06,146.76,54.73,66.30,106.60,95.67,94.56,45.88,13.63,3.26,2.93,165.83,52.08,17.54,10.91,7.38,5.96,538,f
6.13,55.06,146.76,54.73,66.30,107.20,95.67,94.56,45.40,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,1023,f
6.13,55.06,146.76,54.73,66.30,107.20,95.67,94.56,45.40,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,451,f
6.13,55.06,147.62,54.73,66.30,107.20,95.67,94.56,45.88,13.63,3.26,2.93,165.83,52.08,17.54,10.91,7.38,5.96,429,f
6.13,55.06,147.62,54.73,66.30,107.20,96.26,94.56,45.88,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,410,f
6.13,55.06,147.62,54.73,66.30,107.20,96.26,94.56,45.88,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,425,f
6.13,55.06,146.76,54.73,66.30,107.20,96.26,94.56,45.88,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,399,f
6.13,55.06,147.62,54.73,66.30,107.20,96.26,95.12,45.88,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,395,f
6.13,55.06,147.62,54.73,66.30,107.20,96.26,94.56,45.88,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,408,f
