A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
2,9,42,25,29,35,42,32,17,7,1,0,24,8,3,2,3,2
2,9,45,27,32,38,47,35,18,7,1,1,26,8,3,2,4,2
2,10,47,29,34,40,51,37,20,8,1,1,29,9,3,3,4,2
3,10,50,31,36,43,57,40,21,8,1,1,30,10,4,3,4,3
3,10,51,31,36,43,65,43,23,9,1,1,32,10,4,3,4,3
3,10,51,31,37,44,73,46,24,9,1,1,33,11,4,3,5,3
3,11,53,33,39,46,83,50,25,10,1,1,35,11,4,3,5,3
3,12,56,34,41,48,94,54,27,11,1,1,37,12,4,3,5,4
4,12,57,35,43,50,106,59,29,12,2,1,39,13,4,3,6,4
4,13,59,37,46,54,113,62,30,12,2,1,41,14,4,3,6,5
4,13,63,40,50,58,123,67,31,13,2,1,43,15,5,3,7,5
4,14,65,43,55,63,132,71,32,14,2,1,46,16,5,4,7,5
4,14,67,45,59,66,140,76,34,15,2,1,48,17,5,4,8,6
4,14,71,47,61,69,148,82,35,16,2,1,51,18,5,4,8,6
4,14,71,48,63,72,156,88,37,17,2,1,54,19,5,4,9,6
4,15,70,49,66,75,165,95,39,18,2,1,58,20,6,4,10,7
4,15,75,54,78,89,199,116,43,21,3,1,64,25,6,5,11,8
4,16,80,59,94,108,234,138,47,24,3,1,71,28,6,5,13,9
4,17,86,67,118,137,271,158,52,27,4,1,79,32,7,5,15,10
4,19,95,73,141,161,316,178,58,29,4,2,88,36,8,6,17,11
5,20,101,79,172,198,371,197,63,32,5,2,97,40,8,7,18,13
5,21,106,89,225,259,436,215,72,35,6,2,106,44,9,7,20,15
5,24,117,105,286,330,503,234,80,38,6,2,116,47,9,8,22,17
5,26,128,120,350,410,568,255,88,41,7,2,124,49,10,9,23,17
6,30,145,140,418,462,612,274,95,43,7,3,136,54,11,9,24,17
6,35,163,161,407,454,635,287,104,45,8,3,146,56,12,10,25,17
6,38,177,158,343,381,656,306,114,47,9,3,164,60,14,11,26,16
7,42,193,159,321,360,607,315,129,48,9,4,172,62,15,11,25,14
7,47,219,165,317,354,551,331,148,49,10,5,167,60,16,11,23,12
8,53,244,174,326,363,430,350,174,50,10,6,142,54,17,11,19,10
8,60,276,181,337,372,273,304,177,38,9,6,117,43,17,11,16,10
8,67,305,190,350,389,200,189,136,27,6,6,110,35,12,8,14,8
