A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,4.73,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,1023,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,814,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,873,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,752,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,625,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,4.73,1.88,0.00,0.00,11.44,14.10,5.26,3.36,0.92,1.19,557,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,495,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,456,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,476,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,431,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,471,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,436,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,1.84,1.19,458,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,468,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,461,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,557,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,1.84,1.19,438,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,487,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,1.84,1.19,438,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,460,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,466,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,472,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,1.84,1.19,439,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,1.84,1.19,453,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,464,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,449,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,445,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,470,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,437,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,495,f
0.88,1.90,1.72,0.83,1.30,3.55,3.59,6.15,5.20,1.88,0.00,0.00,12.58,14.10,5.26,3.36,0.92,1.19,465,f
