A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
2,11,62,31,35,42,63,48,28,8,1,1,34,10,3,2,3,2
2,11,63,32,36,43,72,50,29,8,1,1,35,10,3,2,4,2
2,11,65,33,38,45,82,55,31,9,2,1,37,10,3,2,4,3
2,12,66,33,38,46,93,56,31,9,2,1,38,11,3,2,4,3
3,12,70,35,41,49,103,60,33,10,2,1,39,11,3,2,4,3
3,13,73,37,43,51,117,61,33,10,2,1,38,11,3,2,4,4
3,13,75,38,45,52,131,63,35,10,2,1,40,12,3,2,5,4
3,14,79,40,47,55,151,65,35,10,2,1,40,12,3,2,5,5
3,14,80,40,48,56,171,67,36,11,2,1,41,12,4,2,5,5
3,15,82,41,50,57,194,69,36,11,2,1,42,13,4,2,5,6
3,15,85,43,51,59,220,71,37,12,2,1,44,13,4,2,6,7
3,15,84,43,51,59,250,75,38,12,2,1,46,14,4,3,6,8
3,16,87,44,53,61,281,80,40,13,3,1,47,14,4,3,7,9
3,15,87,44,55,63,329,83,40,13,3,1,49,15,4,3,7,11
3,16,89,46,57,65,367,90,42,15,3,1,52,16,4,3,8,12
3,16,90,46,59,67,412,95,44,16,3,1,55,17,5,3,9,13
4,17,94,49,63,71,453,99,45,16,3,1,57,18,5,3,9,15
4,17,96,50,65,73,495,103,45,17,3,1,59,19,5,4,10,17
4,18,100,52,69,77,527,108,46,18,4,1,62,20,5,4,11,18
4,18,103,55,74,82,629,115,47,19,4,1,63,20,5,4,12,21
4,19,107,58,78,86,714,123,49,21,4,1,65,22,6,4,12,22
4,20,112,60,84,92,815,135,51,22,4,2,66,22,5,4,14,24
4,21,115,62,88,95,852,140,52,23,4,2,67,23,6,4,14,26
4,21,116,66,97,105,942,147,53,24,4,2,69,24,6,4,16,29
5,23,123,69,102,110,1007,155,55,25,4,2,71,25,6,4,18,33
5,23,125,70,104,111,1169,167,56,28,5,2,74,27,6,5,21,35
5,24,130,72,107,114,1205,174,56,29,5,2,77,29,6,5,23,37
5,24,129,75,114,120,1289,191,58,32,5,2,81,31,7,5,27,39
5,24,131,77,119,124,1303,203,59,34,5,2,83,32,7,5,30,41
5,24,132,77,124,132,1352,221,60,38,5,2,86,34,7,5,31,37
5,25,136,82,131,139,1403,235,61,40,5,2,87,35,7,5,34,38
5,25,135,82,137,143,1261,263,62,43,5,2,87,36,7,6,35,33
5,26,139,91,165,174,1156,336,64,50,6,2,92,44,7,6,36,29
5,26,139,97,198,205,949,403,67,56,6,2,97,52,7,7,37,25
5,26,139,104,227,239,925,467,70,63,7,2,104,63,7,8,39,25
5,26,138,114,266,277,923,524,74,69,8,2,115,74,8,9,44,27
5,28,144,125,307,317,993,587,78,76,9,2,124,85,8,10,49,29
5,29,152,143,369,379,1061,669,87,83,10,2,142,103,9,12,54,33
5,31,159,156,399,421,1160,714,96,94,12,3,160,115,9,14,62,37
5,33,169,172,464,490,1298,791,105,105,14,3,179,130,10,16,68,41
5,35,178,191,538,544,1414,879,116,117,16,3,206,144,11,19,75,44
6,37,187,213,612,634,1598,965,139,130,18,3,243,152,12,21,84,50
6,39,194,239,693,717,1708,1032,161,137,20,3,275,179,13,25,92,55
