A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,Stage,Interval
166.70,346.74,143.98,89.99,84.38,59.66,13.09,21.03,11.72,10.25,120.85,22.61,17.75,40.66,64.51,102.15,824.34,3285.78,1023,Settling, 10
165.85,346.74,143.98,89.05,84.38,58.95,13.09,21.03,11.72,10.25,120.85,22.61,17.75,39.64,64.51,102.15,818.30,3262.41,1023,Settling, 10
165.85,346.74,143.98,89.05,84.38,58.95,13.09,21.03,11.24,10.25,120.85,21.63,17.75,39.64,63.73,101.36,813.12,3241.27,983,Settling, 10
165.85,346.74,143.98,89.05,84.38,58.95,13.09,21.03,11.24,10.25,120.85,21.63,17.75,39.64,63.73,101.36,807.94,3220.13,809,Settling, 10
165.85,346.74,143.98,89.05,84.38,58.95,13.09,21.03,11.24,10.25,120.85,21.63,17.75,39.64,63.73,101.36,804.49,3200.10,959,Settling, 10
165.85,345.76,143.98,89.05,84.38,58.95,13.09,20.47,11.24,10.25,120.85,21.63,17.75,39.64,63.73,101.36,801.90,3183.41,962,Settling, 10
164.99,344.78,143.01,89.05,83.62,58.95,13.09,20.47,11.24,10.25,120.85,21.63,17.75,39.64,63.73,101.36,797.58,3167.84,1023,Settling, 10
164.99,345.76,143.01,89.05,83.62,58.95,13.09,20.47,11.24,10.25,120.85,21.63,17.75,37.61,63.73,101.36,796.72,3157.82,1023,Settling, 10
164.99,345.76,143.01,89.05,83.62,58.95,13.09,20.47,11.24,10.25,120.85,21.63,17.75,38.63,63.73,100.57,794.13,3147.81,956,Settling, 10
164.99,345.76,143.01,89.05,83.62,58.95,13.09,20.47,11.24,10.25,120.85,21.63,17.75,39.64,63.73,101.36,793.27,3138.91,963,Settling, 10
164.99,344.78,143.01,89.05,83.62,58.95,13.09,20.47,11.24,10.25,120.85,21.63,17.75,39.64,63.73,101.36,791.54,3131.12,1023,Settling, 10
164.14,344.78,143.01,89.05,83.62,58.95,12.52,20.47,11.24,10.25,120.85,21.63,17.75,39.64,63.73,101.36,790.68,3123.33,1023,Settling, 10
164.14,343.80,143.01,89.05,83.62,58.95,13.09,20.47,11.24,10.25,121.50,21.63,17.75,37.61,63.73,101.36,788.09,3118.88,984,Settling, 10
164.14,343.80,143.01,89.05,83.62,58.95,12.52,20.47,11.24,10.25,121.50,21.63,17.75,39.64,63.73,100.57,786.36,3113.31,969,Settling, 10
164.14,343.80,143.01,89.05,83.62,58.95,12.52,20.47,11.24,10.25,121.50,21.63,17.75,37.61,63.73,100.57,782.91,3102.19,1015,Settling, 10
164.14,343.80,143.01,89.05,83.62,58.95,12.52,20.47,11.24,10.25,121.50,21.63,17.75,38.63,63.73,100.57,781.18,3092.17,1007,Settling, 10
164.14,343.80,143.01,89.05,82.86,58.95,12.52,20.47,11.24,10.25,121.50,21.63,17.75,38.63,63.73,100.57,780.32,3085.50,1023,Settling, 10
163.28,342.82,143.01,89.05,82.86,58.95,12.52,20.47,11.24,10.25,122.14,21.63,17.75,38.63,63.73,100.57,782.05,3085.50,918,Settling, 10
163.28,342.82,142.05,88.11,82.86,58.24,12.52,20.47,11.24,10.25,122.14,21.63,17.75,38.63,63.73,100.57,782.91,3082.16,1023,Settling, 10
163.28,341.84,142.05,88.11,82.86,58.24,12.52,20.47,11.24,10.25,122.14,21.63,17.75,37.61,63.73,101.36,785.50,3087.72,805,Settling, 10
162.43,341.84,142.05,88.11,82.86,58.24,12.52,20.47,11.24,10.25,122.14,21.63,17.75,38.63,63.73,101.36,787.23,3093.29,790,Settling, 10
162.43,341.84,142.05,88.11,82.86,58.24,12.52,20.47,11.24,10.25,122.14,21.63,17.75,39.64,63.73,101.36,787.23,3095.51,1009,Settling, 10
162.43,341.84,142.05,88.11,82.86,58.24,12.52,20.47,11.24,10.25,122.79,21.63,17.75,37.61,63.73,101.36,787.23,3089.95,695,Settling, 10
162.43,340.86,142.05,88.11,82.86,58.24,12.52,20.47,11.24,10.25,122.79,21.63,17.75,38.63,63.73,101.36,782.91,3074.37,1023,Settling, 10
161.57,341.84,142.05,88.11,82.10,58.24,12.52,20.47,11.24,10.25,122.79,21.63,17.75,37.61,63.73,101.36,782.05,3064.36,1023,Settling, 10
161.57,340.86,142.05,88.11,82.10,58.24,12.52,20.47,11.24,10.25,122.14,21.63,17.75,37.61,63.73,100.57,782.05,3064.36,984,Settling, 10
160.72,338.90,142.05,87.18,82.10,58.24,12.52,20.47,11.24,10.25,122.14,21.63,16.64,38.63,63.73,100.57,785.50,3067.69,750,Settling, 10
160.72,338.90,142.05,88.11,82.10,58.24,12.52,19.92,11.24,10.25,122.14,21.63,16.64,36.59,63.73,100.57,788.09,3076.60,1023,Settling, 10
160.72,338.90,142.05,87.18,82.10,58.24,12.52,19.92,11.24,10.25,122.79,21.63,16.64,38.63,62.94,100.57,792.40,3089.95,1023,Settling, 10
160.72,338.90,142.05,87.18,82.10,58.24,12.52,19.92,11.24,10.25,122.79,21.63,16.64,38.63,62.94,101.36,795.86,3107.75,976,Settling, 10
159.86,338.90,142.05,87.18,82.10,58.24,12.52,19.92,11.24,10.25,122.79,21.63,16.64,38.63,62.94,101.36,799.31,3123.33,1014,Settling, 10
159.86,337.92,141.08,87.18,82.10,58.24,12.52,19.92,11.24,10.25,123.44,21.63,16.64,38.63,62.94,101.36,801.90,3135.57,851,Settling, 10
159.01,337.92,141.08,87.18,81.34,58.24,12.52,19.92,11.24,10.25,123.44,21.63,16.64,38.63,62.94,101.36,804.49,3141.13,761,Settling, 10
159.01,337.92,141.08,87.18,81.34,58.24,12.52,19.92,11.24,10.25,122.79,21.63,16.64,38.63,63.73,101.36,806.22,3144.47,828,Settling, 10
159.01,336.95,141.08,87.18,81.34,58.24,12.52,19.92,11.24,10.25,122.79,21.63,16.64,38.63,63.73,101.36,805.35,3152.26,852,Settling, 10
158.15,336.95,141.08,87.18,81.34,58.24,12.52,19.92,11.24,10.25,122.79,21.63,16.64,38.63,63.73,101.36,799.31,3131.12,972,Settling, 10
158.15,336.95,141.08,87.18,81.34,58.24,12.52,19.92,11.24,10.25,122.14,21.63,16.64,36.59,63.73,101.36,794.99,3095.51,1023,Settling, 10
158.15,336.95,141.08,87.18,81.34,58.24,12.52,19.92,11.24,10.25,122.14,20.65,16.64,38.63,62.94,100.57,801.04,3113.31,1004,Settling, 10
158.15,336.95,141.08,87.18,81.34,58.24,12.52,19.92,11.24,10.25,122.14,20.65,16.64,36.59,62.94,100.57,803.63,3123.33,1023,Settling, 10
157.30,336.95,141.08,87.18,81.34,58.24,12.52,19.92,11.24,10.25,122.79,20.65,16.64,38.63,62.94,99.78,806.22,3124.44,1023,Settling, 10
157.30,335.97,141.08,86.24,81.34,58.24,12.52,19.92,11.24,10.25,122.79,21.63,16.64,38.63,62.94,99.78,806.22,3126.67,1023,Settling, 10
157.30,335.97,141.08,86.24,80.58,58.24,12.52,19.92,11.24,10.25,123.44,21.63,16.64,37.61,62.94,99.78,810.53,3137.79,992,Settling, 10
156.44,335.97,141.08,86.24,80.58,57.53,12.52,19.92,11.24,10.25,123.44,21.63,16.64,36.59,62.15,99.78,817.44,3165.61,1023,Settling, 10
156.44,335.97,141.08,86.24,80.58,57.53,12.52,19.92,11.24,10.25,122.79,21.63,16.64,38.63,62.15,99.78,820.89,3183.41,1023,Settling, 10
156.44,334.99,141.08,86.24,80.58,57.53,12.52,19.92,11.24,9.81,122.14,21.63,16.64,37.61,62.15,98.99,816.57,3191.20,1016,Settling, 10
155.59,334.01,141.08,86.24,79.82,57.53,12.52,19.92,11.24,9.81,121.50,20.65,16.64,37.61,62.15,98.19,813.98,3187.86,984,Settling, 10
155.59,334.01,141.08,86.24,79.82,57.53,12.52,19.92,10.75,9.81,120.85,20.65,16.64,37.61,61.37,97.40,817.44,3201.22,988,Settling, 10
154.73,334.99,141.08,86.24,79.82,57.53,12.52,19.37,10.75,9.81,120.20,20.65,16.64,36.59,61.37,96.61,805.35,3166.72,1023,Settling, 10
155.59,334.99,141.08,86.24,79.82,57.53,12.52,19.37,10.75,9.81,119.56,20.65,16.64,36.59,60.58,95.82,805.35,3137.79,958,Settling, 10
155.59,334.01,141.08,86.24,79.82,57.53,12.52,19.37,10.75,9.81,119.56,20.65,16.64,35.58,59.79,95.03,804.49,3134.46,876,Settling, 10
154.73,334.01,141.08,86.24,79.82,57.53,12.52,19.37,10.75,9.81,119.56,20.65,16.64,37.61,59.79,95.03,804.49,3131.12,1009,Settling, 10
153.88,334.01,141.08,85.30,79.06,57.53,12.52,19.37,10.75,9.81,120.20,20.65,16.64,37.61,59.79,95.82,804.49,3133.34,1008,Settling, 10
153.02,334.01,140.11,85.30,79.06,56.82,11.95,19.37,10.75,9.81,120.20,20.65,16.64,37.61,59.79,95.82,806.22,3128.89,1023,Settling, 10
152.17,332.05,139.15,85.30,78.30,56.82,11.95,19.37,10.75,9.81,120.85,20.65,16.64,37.61,59.79,95.82,811.39,3136.68,980,Settling, 10
152.17,332.05,139.15,85.30,78.30,56.82,11.95,19.37,10.75,9.81,121.50,20.65,16.64,36.59,59.79,95.82,819.16,3162.27,923,Settling, 10
151.31,331.07,139.15,85.30,78.30,56.82,11.95,19.37,10.75,9.81,120.85,20.65,16.64,36.59,59.79,94.23,820.03,3180.08,795,Settling, 10
152.17,331.07,139.15,85.30,78.30,56.82,11.95,19.37,10.75,9.81,121.50,20.65,16.64,36.59,59.79,95.03,813.98,3161.16,933,Settling, 10
152.17,332.05,139.15,85.30,78.30,56.82,11.95,19.37,10.75,9.81,120.85,20.65,16.64,36.59,59.79,95.03,812.26,3151.15,964,Settling, 10
152.17,331.07,139.15,85.30,78.30,56.82,11.95,19.37,10.75,9.81,120.85,20.65,16.64,36.59,59.01,94.23,812.26,3161.16,927,Settling, 10
152.17,331.07,139.15,85.30,78.30,56.82,11.95,19.37,10.75,9.81,120.20,20.65,16.64,36.59,59.01,94.23,813.98,3165.61,1015,Settling, 10
151.31,330.09,139.15,85.30,78.30,56.82,11.95,19.37,10.75,9.81,120.20,20.65,16.64,35.58,58.22,93.44,817.44,3184.53,1023,Settling, 10
151.31,330.09,139.15,85.30,78.30,56.82,11.95,19.37,10.75,9.81,119.56,20.65,16.64,36.59,58.22,93.44,807.94,3167.84,925,Settling, 10
150.46,329.11,139.15,84.36,77.54,56.82,11.95,19.37,10.75,9.81,118.27,19.66,16.64,36.59,58.22,93.44,801.90,3118.88,1023,Settling, 10
150.46,328.13,138.18,84.36,77.54,56.82,11.95,19.37,10.75,9.81,118.27,19.66,16.64,36.59,57.43,93.44,806.22,3127.78,1005,Settling, 10
150.46,329.11,138.18,84.36,77.54,56.82,11.95,19.37,10.75,9.81,117.62,19.66,16.64,35.58,56.65,92.65,802.76,3117.76,728,Settling, 10
150.46,329.11,139.15,84.36,77.54,56.82,11.95,19.37,10.75,9.81,118.27,19.66,16.64,36.59,56.65,91.86,805.35,3130.00,1004,Settling, 10
150.46,329.11,139.15,84.36,77.54,56.82,11.95,19.37,10.75,9.81,118.91,19.66,15.53,34.56,55.86,91.07,805.35,3130.00,1023,Settling, 10
150.46,328.13,139.15,84.36,77.54,56.82,11.95,19.37,10.75,9.81,118.91,20.65,15.53,36.59,55.86,89.48,801.90,3125.55,1023,Settling, 10
150.46,328.13,139.15,84.36,77.54,56.82,11.95,19.37,10.75,9.81,118.91,20.65,15.53,35.58,55.86,89.48,800.17,3115.54,984,Settling, 10
149.60,328.13,139.15,84.36,77.54,56.82,11.95,19.37,10.75,9.81,118.27,20.65,15.53,34.56,55.86,88.69,797.58,3102.19,1023,Settling, 10
149.60,328.13,139.15,84.36,77.54,56.82,11.95,19.37,10.75,9.81,117.62,19.66,15.53,35.58,55.86,87.90,796.72,3101.07,1023,Settling, 10
149.60,327.15,139.15,84.36,77.54,56.11,11.95,19.37,10.75,9.81,117.62,19.66,15.53,33.54,55.86,87.90,795.86,3109.98,948,Settling, 10
149.60,327.15,139.15,84.36,76.78,56.11,11.95,18.81,10.75,9.81,116.97,19.66,15.53,33.54,55.86,88.69,794.13,3101.07,748,Settling, 10
149.60,326.17,138.18,84.36,76.78,56.11,11.95,18.81,10.75,9.81,116.33,19.66,15.53,35.58,55.07,88.69,800.17,3124.44,715,Settling, 10
149.60,327.15,139.15,84.36,76.78,56.11,11.95,18.81,10.26,9.81,115.68,19.66,15.53,34.56,54.29,88.69,802.76,3147.81,912,Settling, 10
148.75,326.17,139.15,84.36,76.78,56.11,11.95,18.81,10.26,9.81,115.68,19.66,15.53,34.56,55.07,88.69,803.63,3150.03,1023,Settling, 10
148.75,326.17,139.15,84.36,76.78,56.11,11.95,18.81,10.26,9.81,116.33,19.66,15.53,36.59,55.07,88.69,804.49,3146.69,831,Settling, 10
148.75,325.19,139.15,83.43,76.78,56.11,11.95,18.81,10.75,9.81,116.97,19.66,15.53,35.58,54.29,88.69,809.67,3163.39,729,Settling, 10
148.75,324.21,139.15,84.36,76.78,56.11,11.95,18.81,10.26,9.81,116.97,19.66,15.53,35.58,54.29,88.69,810.53,3174.51,947,Settling, 10
148.75,324.21,138.18,83.43,76.78,56.11,11.95,18.81,10.75,9.81,116.97,19.66,15.53,35.58,54.29,88.69,811.39,3187.86,969,Settling, 10
148.75,324.21,138.18,83.43,76.78,56.11,11.95,18.81,10.26,9.81,116.97,19.66,15.53,36.59,54.29,88.69,804.49,3168.95,669,Settling, 10
148.75,324.21,138.18,83.43,76.78,56.11,11.95,18.81,10.26,9.81,116.33,19.66,15.53,34.56,54.29,88.69,799.31,3142.24,1023,Settling, 10
148.75,324.21,138.18,83.43,76.78,56.11,11.95,18.81,10.26,9.81,115.68,19.66,15.53,34.56,53.50,88.69,797.58,3114.43,1023,Settling, 10
148.75,325.19,138.18,83.43,76.78,56.11,11.95,18.81,10.26,9.81,115.68,19.66,15.53,35.58,53.50,87.90,797.58,3108.86,931,Settling, 10
148.75,325.19,138.18,83.43,76.78,56.11,11.95,18.81,10.26,9.81,115.68,19.66,15.53,34.56,52.71,85.52,788.95,3093.29,1023,Settling, 10
148.75,326.17,138.18,83.43,76.78,56.11,11.95,18.81,10.26,9.81,115.68,19.66,15.53,34.56,52.71,83.94,787.23,3076.60,824,Settling, 10
147.90,326.17,138.18,83.43,76.78,56.11,11.95,18.81,10.26,9.81,115.03,19.66,15.53,34.56,52.71,83.15,781.18,3067.69,1023,Settling, 10
147.90,326.17,139.15,83.43,76.78,56.11,11.95,18.81,10.26,9.81,115.03,19.66,15.53,33.54,53.50,84.73,773.41,3017.62,872,Settling, 10
147.90,325.19,139.15,83.43,76.78,56.11,11.95,18.81,10.26,9.81,114.39,18.68,15.53,34.56,52.71,85.52,777.73,3020.96,1023,Settling, 10
147.90,324.21,139.15,83.43,76.78,56.11,11.95,18.81,10.26,9.81,114.39,18.68,15.53,34.56,51.93,85.52,782.91,3045.44,967,Settling, 10
147.04,322.25,138.18,83.43,76.02,56.11,11.95,18.81,10.26,9.81,113.74,18.68,15.53,34.56,51.93,85.52,785.50,3055.45,936,Settling, 10
147.04,321.27,138.18,82.49,76.02,55.40,11.95,18.81,10.26,9.81,114.39,18.68,15.53,34.56,51.14,83.94,784.64,3071.03,1023,Settling, 10
146.19,321.27,138.18,82.49,76.02,55.40,11.95,18.81,10.26,9.81,115.03,18.68,15.53,32.53,51.93,83.94,782.91,3072.14,798,Settling, 10
146.19,320.29,137.22,82.49,75.26,55.40,11.95,18.81,10.26,9.81,115.03,18.68,15.53,34.56,52.71,84.73,785.50,3075.48,946,Settling, 10
146.19,320.29,136.25,82.49,75.26,55.40,11.95,18.81,10.26,9.81,115.03,18.68,15.53,34.56,52.71,85.52,787.23,3077.71,983,Settling, 10
145.33,319.31,136.25,82.49,75.26,55.40,11.95,18.81,10.26,9.81,114.39,18.68,15.53,33.54,52.71,84.73,782.91,3067.69,942,Settling, 10
144.48,318.33,136.25,82.49,74.50,55.40,11.95,18.81,10.26,9.81,113.10,18.68,15.53,33.54,51.93,85.52,782.91,3063.24,800,Settling, 10
144.48,318.33,136.25,82.49,75.26,55.40,11.95,18.81,10.26,9.81,112.45,18.68,15.53,32.53,51.14,83.94,778.59,3046.55,1004,Settling, 10
144.48,317.36,136.25,82.49,75.26,55.40,11.95,18.26,10.26,9.81,112.45,18.68,14.42,33.54,50.35,82.36,776.87,3049.89,1017,Settling, 10
144.48,317.36,136.25,82.49,75.26,55.40,11.95,18.26,10.26,9.81,112.45,18.68,15.53,33.54,51.14,81.56,774.28,3043.21,824,Settling, 10
145.33,317.36,137.22,82.49,75.26,55.40,11.95,18.26,10.26,9.81,111.80,18.68,15.53,33.54,51.14,82.36,777.73,3035.43,986,Settling, 10
145.33,319.31,137.22,82.49,75.26,55.40,11.95,18.26,10.26,9.81,111.80,18.68,14.42,33.54,50.35,81.56,777.73,3051.00,801,Settling, 10
145.33,321.27,138.18,82.49,75.26,55.40,11.95,18.26,10.26,9.81,112.45,18.68,14.42,32.53,49.57,80.77,771.69,3045.44,812,Settling, 10
144.48,320.29,138.18,82.49,75.26,55.40,11.95,18.26,10.26,9.81,113.74,18.68,14.42,33.54,50.35,80.77,772.55,3023.19,901,Settling, 10
143.62,318.33,137.22,81.55,75.26,55.40,11.95,18.26,10.26,9.81,113.74,18.68,15.53,33.54,51.14,82.36,776.87,3029.86,960,Settling, 10
142.77,313.44,136.25,81.55,74.50,54.69,11.95,18.26,10.26,9.36,112.45,18.68,14.42,32.53,51.14,82.36,771.69,3014.28,1023,Settling, 10
142.77,308.54,136.25,81.55,74.50,54.69,11.95,18.26,10.26,9.36,111.80,18.68,14.42,33.54,50.35,82.36,773.41,3024.30,959,Settling, 10
142.77,304.62,135.28,80.61,73.74,54.69,11.95,18.26,10.26,9.36,111.80,18.68,14.42,33.54,50.35,80.77,776.87,3040.99,739,Settling, 10
142.77,302.66,134.32,80.61,73.74,54.69,11.38,18.26,10.26,9.36,111.80,18.68,14.42,31.51,49.57,80.77,769.10,3014.28,1023,Settling, 10
143.62,305.60,135.28,81.55,74.50,54.69,11.95,18.26,10.26,9.36,111.80,18.68,14.42,32.53,49.57,79.98,759.60,2982.02,1023,Settling, 10
143.62,311.48,135.28,81.55,74.50,54.69,11.95,18.26,10.26,9.81,111.80,18.68,14.42,32.53,49.57,79.98,752.70,2957.54,1000,Settling, 10
143.62,312.46,135.28,81.55,74.50,54.69,11.95,18.26,10.26,9.81,111.80,18.68,14.42,31.51,49.57,79.98,755.29,2972.00,984,Settling, 10
142.77,310.50,135.28,81.55,73.74,54.69,11.38,18.26,10.26,9.36,112.45,18.68,14.42,32.53,48.78,79.19,753.56,2982.02,1023,Settling, 10
141.91,307.56,134.32,80.61,73.74,53.97,11.38,18.26,10.26,9.36,112.45,18.68,14.42,31.51,49.57,79.19,749.25,2953.09,892,Settling, 10
141.06,301.68,133.35,80.61,72.97,53.97,11.38,18.26,10.26,9.36,111.80,18.68,14.42,32.53,49.57,79.19,748.38,2936.40,933,Settling, 10
140.20,297.77,132.38,80.61,72.97,53.97,11.38,18.26,10.26,9.36,111.16,18.68,14.42,32.53,48.78,79.19,750.97,2945.30,803,Settling, 10
141.06,295.81,132.38,80.61,72.97,53.97,11.38,18.26,10.26,9.36,110.51,18.68,14.42,32.53,48.78,79.19,755.29,2973.11,1023,Settling, 10
141.91,300.70,133.35,80.61,73.74,53.97,11.38,18.26,9.77,9.36,109.22,17.70,14.42,31.51,49.57,79.98,755.29,2970.89,1020,Settling, 10
141.91,307.56,134.32,81.55,73.74,54.69,11.38,18.26,9.77,9.36,107.93,17.70,14.42,31.51,48.78,79.19,749.25,2950.86,1023,Settling, 10
141.91,307.56,134.32,80.61,73.74,54.69,11.38,18.26,9.77,9.36,108.57,17.70,14.42,32.53,47.21,76.81,736.30,2921.93,932,Settling, 10
140.20,302.66,133.35,80.61,72.97,53.97,11.38,18.26,9.77,9.36,109.22,18.68,14.42,31.51,46.42,76.02,729.39,2916.37,1023,Settling, 10
140.20,298.74,132.38,80.61,72.97,53.97,11.38,18.26,9.77,9.36,110.51,18.68,14.42,30.49,47.21,76.02,730.26,2903.02,944,Settling, 10
140.20,296.79,132.38,80.61,72.97,53.97,11.38,18.26,9.77,9.36,110.51,18.68,14.42,31.51,47.21,76.02,733.71,2894.11,901,Settling, 10
141.06,297.77,132.38,80.61,72.97,53.97,11.38,18.26,9.77,9.36,109.22,18.68,14.42,31.51,47.21,75.23,731.12,2882.99,992,Settling, 10
141.06,297.77,132.38,80.61,72.97,53.97,11.38,18.26,9.77,9.36,109.22,17.70,14.42,30.49,46.42,74.44,719.03,2850.72,951,Settling, 10
140.20,297.77,132.38,80.61,72.97,53.97,11.38,18.26,9.77,9.36,109.22,17.70,14.42,29.48,46.42,74.44,717.31,2839.59,710,Settling, 10
140.20,296.79,132.38,80.61,72.97,53.97,11.38,18.26,9.77,9.36,108.57,17.70,14.42,31.51,47.21,76.02,727.67,2880.76,1023,Settling, 10
140.20,295.81,132.38,80.61,72.97,53.97,11.38,17.71,9.77,9.36,107.93,17.70,14.42,31.51,46.42,76.02,725.94,2888.55,968,Settling, 10
140.20,292.87,132.38,80.61,72.97,53.97,11.38,17.71,9.77,9.36,107.28,17.70,14.42,31.51,46.42,75.23,722.49,2895.23,1023,Settling, 10
140.20,291.89,132.38,80.61,72.97,53.97,11.38,17.71,9.77,9.36,107.28,17.70,14.42,31.51,45.63,74.44,718.17,2880.76,942,Settling, 10
140.20,289.93,132.38,80.61,72.97,53.97,11.38,18.26,9.77,9.36,107.93,17.70,14.42,30.49,45.63,72.85,709.54,2831.80,1021,Settling, 10
141.06,290.91,133.35,80.61,72.97,53.97,11.38,18.26,9.77,9.36,108.57,17.70,14.42,30.49,46.42,73.65,711.26,2814.00,1023,Settling, 10
141.91,291.89,133.35,81.55,73.74,53.97,11.38,18.26,9.77,9.36,109.22,17.70,14.42,30.49,46.42,74.44,714.72,2818.45,1023,Settling, 10
141.91,293.85,133.35,81.55,73.74,54.69,11.38,18.26,9.77,9.36,108.57,17.70,14.42,29.48,46.42,74.44,719.03,2842.93,1016,Settling, 10
142.77,295.81,134.32,81.55,73.74,54.69,11.38,17.71,9.77,9.36,107.93,17.70,14.42,30.49,46.42,73.65,719.90,2855.17,875,Settling, 10
142.77,296.79,134.32,82.49,73.74,54.69,11.38,17.71,9.77,9.36,106.63,17.70,14.42,29.48,45.63,72.85,707.81,2818.45,722,Settling, 10
142.77,295.81,134.32,82.49,73.74,54.69,11.38,17.71,9.77,9.36,106.63,17.70,14.42,30.49,44.85,72.06,701.77,2782.84,1023,Settling, 10
143.62,292.87,134.32,82.49,74.50,55.40,11.38,17.71,9.77,9.36,106.63,17.70,14.42,30.49,45.63,72.85,712.13,2800.65,815,Settling, 10
144.48,291.89,135.28,83.43,74.50,55.40,11.38,17.71,9.77,9.36,105.34,17.70,14.42,30.49,44.85,72.06,707.81,2816.23,886,Settling, 10
144.48,289.93,135.28,83.43,74.50,55.40,11.38,17.71,9.77,9.36,104.69,17.70,14.42,30.49,44.06,71.27,699.18,2791.75,1023,Settling, 10
143.62,288.95,135.28,82.49,74.50,55.40,11.38,17.71,9.77,9.36,104.69,17.70,14.42,30.49,44.06,72.06,694.86,2768.38,723,Settling, 10
143.62,289.93,136.25,82.49,74.50,55.40,11.38,17.71,9.77,9.36,104.05,17.70,13.31,29.48,44.85,72.06,694.86,2766.15,804,Settling, 10
144.48,290.91,136.25,83.43,74.50,55.40,11.38,17.71,9.77,9.36,104.05,17.70,13.31,29.48,44.85,72.06,695.73,2776.17,976,Settling, 10
146.19,292.87,136.25,83.43,75.26,55.40,11.38,17.71,9.77,9.36,104.69,17.70,13.31,30.49,44.85,71.27,693.14,2767.27,984,Settling, 10
147.04,296.79,136.25,84.36,75.26,56.11,11.38,17.71,9.77,9.36,105.34,17.70,14.42,30.49,44.85,71.27,691.41,2745.01,1023,Settling, 10
147.04,299.72,136.25,84.36,75.26,56.11,11.38,17.71,9.77,9.36,106.63,17.70,14.42,30.49,45.63,72.06,701.77,2759.48,816,Settling, 10
146.19,301.68,136.25,83.43,75.26,55.40,11.38,17.71,9.77,9.36,105.99,17.70,14.42,30.49,45.63,72.06,700.04,2755.03,892,Settling, 10
