A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,Stage,Interval
43,450,407,82,188,320,216,223,105,34,7,6,203,55,29,17,19,7,912,Settling, 10
43,451,408,82,188,320,216,222,105,34,7,6,203,55,29,17,19,7,1023,Settling, 10
44,452,409,82,188,320,215,222,105,34,7,6,204,57,29,17,19,7,1023,Settling, 10
44,453,410,82,187,320,215,221,104,34,7,6,204,55,29,17,19,7,960,Settling, 10
44,454,411,82,187,320,215,221,104,33,7,6,204,57,29,17,19,7,1023,Settling, 10
44,454,412,82,187,319,214,220,104,33,7,6,204,57,29,17,19,7,1023,Settling, 10
44,455,412,82,187,319,214,220,104,33,7,6,204,57,29,17,19,7,980,Settling, 10
44,455,413,82,187,319,213,219,103,33,7,6,204,55,29,17,19,7,1023,Settling, 10
44,456,413,82,187,318,213,219,103,33,7,6,204,57,29,17,19,7,1023,Settling, 10
44,456,414,81,186,318,212,218,103,33,7,6,204,57,29,17,19,7,972,Settling, 10
44,456,414,82,186,317,212,218,103,33,7,6,204,55,29,17,19,7,826,Settling, 10
44,456,414,81,186,317,211,217,102,33,7,6,204,56,29,17,19,7,1023,Settling, 10
44,457,414,81,186,316,211,217,102,33,7,6,204,56,30,17,19,7,895,Settling, 10
44,457,415,81,186,316,210,216,102,33,7,6,204,56,30,17,19,7,1000,Settling, 10
44,457,415,81,185,315,210,216,102,33,7,6,204,55,30,17,19,7,962,Settling, 10
44,457,415,81,185,314,209,215,102,33,7,6,204,56,30,17,19,7,1023,Settling, 10
44,457,415,81,185,314,209,215,101,33,7,6,204,55,30,17,19,7,1021,Settling, 10
44,457,415,81,184,313,208,214,101,33,7,6,204,56,30,17,19,7,999,Settling, 10
44,456,415,81,184,312,208,214,101,33,7,6,204,56,30,17,19,7,968,Settling, 10
44,456,415,81,183,312,208,213,101,32,7,6,204,55,30,17,19,7,943,Settling, 10
44,456,415,81,183,311,207,213,100,32,7,6,204,56,30,17,19,7,1023,Settling, 10
44,456,415,80,182,310,207,213,100,32,7,6,204,56,30,17,19,7,1023,Settling, 10
43,455,414,80,182,309,207,212,100,32,7,6,204,56,30,17,19,7,796,Settling, 10
43,455,414,80,182,309,206,212,100,32,7,6,204,56,30,17,19,7,976,Settling, 10
43,455,414,80,181,307,205,211,100,32,7,6,204,56,30,17,19,7,1023,Settling, 10
43,454,413,80,181,307,205,211,99,32,7,6,204,56,30,17,19,7,992,Settling, 10
43,454,413,80,180,306,205,210,99,32,7,6,204,56,30,17,19,7,1015,Settling, 10
43,453,413,80,180,305,204,210,99,32,7,6,204,56,30,17,19,7,1023,Settling, 10
43,453,412,79,179,304,204,209,99,32,7,6,204,56,30,17,19,7,899,Settling, 10
43,452,412,79,179,303,203,209,98,32,7,6,204,56,30,17,19,7,931,Settling, 10
43,451,411,79,178,302,203,209,98,32,7,6,203,55,30,17,19,7,1023,Settling, 10
43,451,411,79,178,301,203,208,98,32,7,6,204,56,30,17,19,7,1023,Settling, 10
43,450,410,79,177,300,202,208,98,32,7,6,203,56,30,17,19,7,1023,Settling, 10
43,449,409,79,177,299,202,207,98,32,7,6,203,54,30,17,19,7,1000,Settling, 10
43,449,409,78,176,298,201,207,97,32,7,6,203,56,30,17,19,7,992,Settling, 10
43,448,409,78,176,297,201,207,97,31,7,6,203,55,30,17,19,7,991,Settling, 10
43,447,408,78,175,296,200,206,97,31,7,6,203,54,30,17,19,7,970,Settling, 10
43,447,407,78,174,295,200,206,97,31,7,6,203,55,30,17,19,7,943,Settling, 10
43,446,407,78,174,294,200,205,97,31,7,6,203,54,30,17,19,7,1023,Settling, 10
42,446,407,78,173,293,199,205,96,31,7,6,203,55,30,17,19,7,896,Settling, 10
42,445,406,77,173,292,199,204,96,31,7,6,203,55,30,17,19,7,1023,Settling, 10
42,444,405,77,172,291,198,204,96,31,7,6,203,55,30,17,19,7,957,Settling, 10
42,443,405,77,172,290,198,203,96,31,7,6,203,55,30,17,19,7,952,Settling, 10
42,443,404,77,171,289,198,203,96,31,7,6,203,53,30,17,19,7,1023,Settling, 10
42,442,404,77,171,288,197,203,95,31,7,6,203,55,30,17,19,7,863,Settling, 10
42,442,403,77,170,287,197,202,95,31,7,6,203,55,30,17,19,7,1023,Settling, 10
42,441,402,76,170,286,196,202,95,31,7,6,203,55,30,17,18,7,950,Settling, 10
42,441,402,76,169,285,196,202,95,31,7,6,203,53,30,17,18,7,960,Settling, 10
42,440,401,76,169,284,196,201,95,31,7,6,203,53,30,17,19,7,952,Settling, 10
42,439,401,76,168,283,195,201,94,31,7,6,203,55,30,17,18,7,1023,Settling, 10
42,439,400,76,168,283,195,200,94,31,7,6,203,55,30,17,18,7,748,Settling, 10
42,438,399,76,167,282,195,200,94,31,7,6,203,55,30,17,18,7,1023,Settling, 10
42,437,399,75,167,281,194,200,94,30,7,6,202,54,30,17,19,7,1023,Settling, 10
42,437,398,75,166,280,194,199,94,30,7,5,202,53,30,17,18,7,1023,Settling, 10
42,436,398,75,166,279,194,199,94,30,7,6,202,55,30,17,18,7,1023,Settling, 10
41,435,397,75,167,278,193,199,93,30,7,6,202,54,30,17,18,7,1010,Settling, 10
41,435,396,75,165,277,193,198,93,30,7,5,202,54,30,17,18,7,884,Settling, 10
41,434,396,75,165,276,192,198,93,30,7,5,202,53,30,17,18,7,960,Settling, 10
41,434,395,74,164,275,192,197,93,30,7,5,202,54,30,17,18,7,1023,Settling, 10
41,433,395,74,164,275,192,197,93,30,7,5,202,55,30,17,18,7,835,Settling, 10
41,432,394,74,163,274,191,197,92,30,7,5,202,54,30,17,18,7,828,Settling, 10
41,432,394,74,163,273,191,196,92,30,7,5,202,54,30,17,18,7,665,Settling, 10
41,431,393,74,162,272,191,196,92,30,7,5,202,54,30,17,18,7,946,Settling, 10
41,431,393,74,162,271,190,196,92,30,7,5,202,54,30,17,18,7,1023,Settling, 10
41,430,392,73,161,271,190,195,92,30,7,5,201,52,30,17,18,7,1023,Settling, 10
41,430,392,73,161,270,190,195,91,30,7,5,201,54,30,17,18,7,1000,Settling, 10
41,429,391,73,160,269,189,194,91,30,7,5,201,54,30,17,18,7,858,Settling, 10
41,429,390,73,160,268,189,194,91,30,7,5,201,53,30,17,18,7,1023,Settling, 10
41,428,390,73,160,267,189,194,91,30,7,5,201,54,30,17,18,7,980,Settling, 10
41,427,390,73,159,267,188,193,91,29,7,5,201,52,30,17,18,7,982,Settling, 10
41,427,389,73,159,266,188,193,90,29,7,5,201,52,30,17,18,7,1023,Settling, 10
41,427,389,72,159,265,188,193,90,29,7,5,201,53,30,17,18,7,1008,Settling, 10
41,426,388,72,158,265,187,192,90,29,7,5,200,53,30,17,18,7,1023,Settling, 10
40,426,388,72,158,264,187,192,90,29,7,5,200,53,30,17,18,7,966,Settling, 10
41,425,387,72,157,263,187,192,90,29,7,5,200,53,30,17,18,7,987,Settling, 10
40,425,387,72,157,263,186,191,90,29,7,5,200,51,30,17,18,7,935,Settling, 10
40,424,386,72,157,262,186,191,89,29,7,5,200,51,30,17,18,7,1023,Settling, 10
40,424,386,72,156,261,186,190,89,29,7,5,200,51,30,17,18,7,1023,Settling, 10
40,423,385,72,156,261,185,190,89,29,7,5,200,51,30,17,18,7,710,Settling, 10
40,423,384,71,156,260,185,190,89,29,7,5,199,52,30,17,18,7,1023,Settling, 10
40,422,384,71,155,259,185,189,89,29,7,5,199,53,30,17,18,7,966,Settling, 10
40,422,383,71,155,259,184,189,88,29,7,5,199,52,30,17,18,7,1023,Settling, 10
40,421,383,71,155,258,184,188,88,29,7,5,199,51,30,17,18,7,861,Settling, 10
40,420,382,71,154,257,184,188,88,29,7,5,199,52,30,17,18,7,961,Settling, 10
40,420,382,71,154,257,183,188,88,29,7,5,199,52,30,17,18,7,889,Settling, 10
40,419,381,71,154,256,183,187,88,29,7,5,198,51,30,17,18,7,1023,Settling, 10
40,418,380,71,153,255,182,187,87,28,7,5,198,52,30,17,18,6,1016,Settling, 10
40,418,380,70,153,255,182,187,87,28,7,5,198,52,30,16,18,6,1023,Settling, 10
40,417,379,70,153,254,182,186,87,28,7,5,198,52,30,17,18,6,970,Settling, 10
40,417,379,70,152,254,181,186,87,28,7,5,198,52,30,17,18,7,1023,Settling, 10
39,416,378,70,152,253,181,185,87,28,7,5,197,50,30,16,18,6,1023,Settling, 10
40,415,378,70,152,252,181,185,86,28,7,5,197,50,30,16,18,6,919,Settling, 10
39,415,377,70,151,252,180,185,86,28,6,5,197,51,30,16,18,6,847,Settling, 10
39,415,377,70,151,251,180,184,86,28,6,5,197,51,29,16,18,6,1019,Settling, 10
39,414,376,70,151,251,180,184,86,28,6,5,196,50,29,16,18,6,1002,Settling, 10
39,414,376,69,150,250,179,183,86,28,6,5,196,50,29,16,18,6,1023,Settling, 10
39,413,375,69,150,249,179,183,85,28,6,5,196,51,29,16,18,6,944,Settling, 10
39,412,375,69,150,249,179,183,85,28,6,5,196,51,29,16,18,6,977,Settling, 10
39,412,374,69,150,248,178,182,85,28,6,5,196,49,29,16,18,6,1012,Settling, 10
39,411,374,69,149,248,178,182,85,28,6,5,195,49,29,16,17,6,851,Settling, 10
39,411,373,69,149,247,178,181,85,28,6,5,195,50,29,16,17,6,1023,Settling, 10
39,410,373,69,149,247,177,181,84,28,6,5,195,50,29,16,17,6,775,Settling, 10
39,410,373,69,148,246,177,181,84,28,6,5,195,50,29,16,17,6,892,Settling, 10
39,409,372,69,148,245,176,180,84,27,6,5,194,50,29,16,17,6,938,Settling, 10
39,409,372,68,148,245,176,180,84,27,6,5,194,50,29,16,17,6,1023,Settling, 10
39,409,371,68,147,244,176,180,84,27,6,5,194,50,29,16,17,6,975,Settling, 10
39,408,371,68,147,244,176,179,83,27,6,5,194,50,29,16,17,6,784,Settling, 10
39,407,371,68,147,243,175,179,83,27,6,5,193,50,29,16,17,6,915,Settling, 10
39,407,370,68,147,243,175,178,83,27,6,5,193,49,29,16,17,6,1015,Settling, 10
39,407,370,68,146,243,174,178,83,27,6,5,193,50,29,16,17,6,786,Settling, 10
39,406,370,68,146,242,174,178,83,27,6,5,193,48,29,16,17,6,1023,Settling, 10
39,406,370,68,146,242,173,177,83,27,6,5,192,50,29,16,17,6,1013,Settling, 10
39,406,369,68,146,241,173,177,82,27,6,5,192,49,29,16,17,6,1023,Settling, 10
38,406,369,67,145,241,173,177,82,27,6,5,192,49,29,16,17,6,1023,Settling, 10
38,405,368,67,145,240,173,176,82,27,6,5,192,48,29,16,17,6,1023,Settling, 10
38,405,368,67,145,240,172,176,82,27,6,5,191,47,29,16,17,6,708,Settling, 10
38,404,368,67,144,239,172,175,82,27,6,5,191,47,29,16,17,6,898,Settling, 10
38,404,367,67,144,239,172,175,82,27,6,5,191,47,29,16,17,6,992,Settling, 10
38,404,367,67,144,239,171,175,81,27,6,5,190,48,29,16,17,6,1023,Settling, 10
38,403,366,67,144,238,171,174,81,27,6,5,190,48,29,16,17,6,1023,Settling, 10
38,403,366,67,144,238,171,174,81,27,6,5,190,48,28,16,17,6,912,Settling, 10
38,403,366,67,143,237,170,174,81,26,6,5,190,48,28,16,17,6,1023,Settling, 10
38,402,365,67,143,237,170,173,81,26,6,5,189,48,28,16,17,6,1023,Settling, 10
38,402,365,67,143,236,169,173,80,26,6,5,189,47,28,16,17,6,980,Settling, 10
38,402,364,66,143,236,169,173,80,26,6,5,189,47,28,16,17,6,968,Settling, 10
38,401,364,66,142,235,169,172,80,26,6,5,189,46,28,16,17,6,942,Settling, 10
38,400,363,66,142,235,168,172,80,26,6,5,188,46,28,15,17,6,1023,Settling, 10
38,400,363,66,142,235,168,171,80,26,6,5,188,47,28,15,17,6,709,Settling, 10
38,400,363,66,142,234,168,171,80,26,6,5,188,46,28,15,17,6,1023,Settling, 10
38,399,362,66,142,234,167,171,79,26,6,5,187,47,28,15,17,6,967,Settling, 10
38,399,362,66,141,233,167,170,79,26,6,5,187,47,28,15,17,6,1023,Settling, 10
38,398,361,66,141,233,167,170,79,26,6,5,187,46,28,15,16,6,949,Settling, 10
38,398,361,66,141,232,166,170,79,26,6,5,186,47,28,15,16,6,1023,Settling, 10
38,398,360,66,141,232,166,169,79,26,6,5,186,47,28,15,16,6,1023,Settling, 10
38,397,360,66,140,232,166,169,78,26,6,5,186,47,28,15,16,6,790,Settling, 10
38,397,360,66,140,231,165,169,78,26,6,5,185,46,28,15,16,6,978,Settling, 10
38,396,359,65,140,231,165,168,78,26,6,5,185,47,28,15,16,6,1008,Settling, 10
38,396,359,65,140,230,165,168,78,26,6,5,185,45,28,15,16,6,993,Settling, 10
38,396,359,65,139,230,164,167,78,25,6,5,184,46,28,15,16,6,992,Settling, 10
38,395,358,65,139,230,164,167,78,25,6,5,184,45,28,15,16,6,817,Settling, 10
38,395,358,65,139,229,163,167,78,25,6,5,184,44,27,15,16,6,812,Settling, 10
38,395,358,65,139,229,163,166,77,25,6,5,183,44,27,15,16,6,1023,Settling, 10
37,395,357,65,139,228,163,166,77,25,6,5,183,46,27,15,16,6,737,Settling, 10
37,394,357,65,138,228,163,166,77,25,6,5,183,46,27,15,16,6,891,Settling, 10
37,394,357,65,138,228,162,165,77,25,6,5,182,44,27,15,16,6,999,Settling, 10
37,393,357,65,138,227,162,165,77,25,6,5,182,45,27,15,16,6,988,Settling, 10
37,393,356,65,138,227,162,165,76,25,6,5,182,45,27,15,16,6,740,Settling, 10
37,393,356,65,138,226,161,164,76,25,6,5,181,45,27,15,16,6,732,Settling, 10
37,392,356,64,137,226,161,164,76,25,6,5,181,44,27,15,16,6,965,Settling, 10
37,392,356,64,137,226,161,164,76,25,6,5,181,45,27,15,16,6,948,Settling, 10
37,391,355,64,137,225,160,163,76,25,6,5,180,45,27,15,16,6,808,Settling, 10
37,391,355,64,137,225,160,163,76,25,6,5,180,44,27,15,16,6,1023,Settling, 10
37,391,355,64,136,225,160,163,75,25,6,5,180,43,27,15,16,6,959,Settling, 10
37,390,354,64,136,225,160,162,75,25,6,5,179,44,27,15,16,6,914,Settling, 10
37,391,354,64,136,224,159,162,75,25,6,5,179,44,27,15,16,6,969,Settling, 10
37,391,354,64,136,224,159,161,75,25,6,5,179,44,27,15,16,6,786,Settling, 10
37,390,354,64,136,224,159,161,75,25,6,5,178,43,27,15,16,6,1012,Settling, 10
37,390,354,64,136,224,158,161,75,24,6,5,178,44,27,15,16,6,1004,Settling, 10
37,390,354,64,135,223,158,160,74,24,6,5,177,42,27,15,16,6,1003,Settling, 10
37,390,354,63,135,223,158,160,74,24,6,5,177,44,27,15,16,6,1023,Settling, 10
37,390,354,63,135,223,157,160,74,24,6,5,177,43,26,14,16,6,974,Settling, 10
37,389,354,63,135,222,157,159,74,24,6,5,176,42,26,14,15,6,944,Settling, 10
37,389,354,63,134,222,157,159,74,24,6,5,176,44,26,14,15,6,1000,Settling, 10
37,388,354,63,134,222,156,159,74,24,6,5,176,42,26,14,15,6,955,Settling, 10
37,389,354,63,134,221,156,158,73,24,6,5,175,43,26,14,15,6,936,Settling, 10
37,388,354,63,134,221,156,158,73,24,6,5,175,43,26,14,15,6,984,Settling, 10
37,388,354,63,134,221,155,158,73,24,6,5,175,43,26,14,15,5,959,Settling, 10
37,388,353,63,134,220,155,157,73,24,6,5,175,43,26,14,15,6,1023,Settling, 10
37,389,353,63,134,220,155,157,73,24,6,4,174,43,26,14,15,6,930,Settling, 10
37,389,353,63,133,220,154,157,73,24,6,5,174,41,26,14,15,5,916,Settling, 10
37,389,353,63,134,220,154,156,73,24,6,4,174,41,26,14,15,5,1023,Settling, 10
37,389,353,63,133,220,154,156,72,24,6,4,173,42,26,14,15,5,944,Settling, 10
37,388,353,63,133,220,153,156,72,24,6,4,173,42,26,14,15,5,975,Settling, 10
37,388,353,63,133,220,153,155,72,24,6,4,173,42,26,14,15,5,1023,Settling, 10
37,389,354,63,133,220,153,155,72,24,6,4,172,41,26,14,15,5,968,Settling, 10
37,389,354,63,133,220,153,155,72,23,6,4,172,42,26,14,15,5,1023,Settling, 10
37,389,354,62,133,220,152,155,72,23,6,4,172,42,26,14,15,5,1023,Settling, 10
37,389,354,62,133,220,152,154,72,23,6,4,172,41,26,14,15,5,779,Settling, 10
37,389,354,62,133,219,152,154,72,23,6,4,172,41,26,14,15,5,931,Settling, 10
37,389,354,62,132,219,151,154,71,23,6,4,171,41,26,14,15,5,1023,Settling, 10
37,389,354,62,132,218,151,153,71,23,6,4,171,40,26,14,15,5,1005,Settling, 10
37,389,354,62,132,218,151,153,71,23,5,4,171,42,26,14,15,5,1023,Settling, 10
37,389,354,62,132,218,150,153,71,23,6,4,170,42,26,14,15,5,1023,Settling, 10
37,390,354,62,132,218,150,152,71,23,6,4,170,41,26,14,15,5,807,Settling, 10
37,390,354,62,132,218,150,152,71,23,5,4,170,41,26,14,15,5,1023,Settling, 10
37,390,354,62,132,218,149,152,71,23,5,4,170,40,26,14,15,5,1023,Settling, 10
37,390,354,62,132,218,149,151,70,23,5,4,169,42,25,14,15,5,1023,Settling, 10
37,389,354,62,132,218,149,151,70,23,5,4,169,40,25,14,15,5,1023,Settling, 10
37,389,353,62,132,218,149,151,70,23,5,4,169,41,25,14,15,5,1023,Settling, 10
37,389,353,62,132,218,148,151,70,23,5,4,168,40,25,14,15,5,1023,Settling, 10
37,389,353,62,132,218,148,150,70,23,5,4,168,41,25,14,15,5,1011,Settling, 10
37,389,353,62,132,218,148,150,70,23,5,4,168,40,25,14,15,5,1023,Settling, 10
37,388,353,62,132,217,147,150,70,23,5,4,168,41,25,14,15,5,992,Settling, 10
37,388,352,62,131,217,147,150,70,23,5,4,168,41,25,14,15,5,1023,Settling, 10
37,387,351,62,131,216,147,149,70,23,5,4,168,40,25,14,14,5,975,Settling, 10
37,387,351,62,131,216,146,149,70,23,5,4,167,41,25,14,15,5,1012,Settling, 10
37,387,351,62,131,216,146,149,69,22,5,4,167,40,25,14,14,5,1023,Settling, 10
37,387,350,62,131,216,146,149,69,22,5,4,167,41,25,14,14,5,925,Settling, 10
37,387,350,62,131,215,146,148,69,22,5,4,167,39,25,14,14,5,858,Settling, 10
37,386,349,62,131,215,145,148,69,22,5,4,166,40,25,14,14,5,960,Settling, 10
37,386,349,62,131,215,145,148,69,22,5,4,166,40,25,13,14,5,959,Settling, 10
37,386,348,62,131,215,145,147,69,22,5,4,166,40,25,13,14,5,1023,Settling, 10
36,385,348,62,131,215,144,147,69,22,5,4,165,39,25,13,14,5,952,Settling, 10
36,385,348,62,130,215,144,147,69,22,5,4,165,39,25,13,14,5,999,Settling, 10
36,384,347,61,130,214,144,147,69,22,5,4,165,39,25,13,14,5,1023,Settling, 10
36,384,347,61,130,214,144,147,69,22,5,4,165,40,25,13,14,5,1023,Settling, 10
36,383,346,61,130,214,143,146,69,22,5,4,164,38,25,13,14,5,704,Settling, 10
36,383,346,61,130,214,143,146,69,22,5,4,164,40,25,13,14,5,1004,Settling, 10
36,383,345,61,130,213,143,146,69,22,5,4,164,40,25,13,14,5,977,Settling, 10
36,382,345,61,129,213,143,146,68,22,5,4,163,38,24,13,14,5,957,Settling, 10
36,382,345,61,129,213,142,146,68,22,5,4,163,39,24,13,14,5,1023,Settling, 10
36,382,345,61,129,212,142,145,68,22,5,4,163,39,24,13,14,5,1023,Settling, 10
36,381,344,61,129,212,142,145,68,22,5,4,163,38,24,13,14,5,895,Settling, 10
36,381,344,61,129,212,142,145,68,22,5,4,163,39,24,13,14,5,1023,Settling, 10
36,380,343,61,128,211,142,145,68,22,5,4,163,39,24,13,14,5,952,Settling, 10
36,380,343,61,128,211,141,145,68,22,5,4,162,39,24,13,14,5,923,Settling, 10
36,379,342,61,128,210,141,145,68,22,5,4,162,38,24,13,14,5,1023,Settling, 10
36,378,342,61,128,210,141,145,68,22,5,4,162,39,24,13,14,5,976,Settling, 10
36,378,341,61,128,210,141,144,68,22,5,4,162,39,24,13,14,5,1023,Settling, 10
36,377,340,60,128,209,141,144,68,22,5,4,162,39,24,13,14,5,991,Settling, 10
36,377,340,60,127,209,141,144,68,22,5,4,161,39,24,13,14,5,823,Settling, 10
36,376,339,60,127,209,140,144,68,22,5,4,161,38,24,13,14,5,1023,Settling, 10
36,376,339,60,127,209,140,144,68,22,5,4,161,38,24,13,14,5,936,Settling, 10
36,375,339,60,127,209,140,144,68,22,5,4,160,37,24,13,14,5,1000,Settling, 10
36,375,339,60,127,208,140,144,68,22,5,4,160,37,24,13,14,5,1023,Settling, 10
36,375,339,60,127,208,139,143,67,22,5,4,160,37,24,13,14,5,980,Settling, 10
36,375,339,60,127,208,139,143,67,22,5,4,159,38,24,13,14,5,946,Settling, 10
35,375,339,60,127,208,139,143,67,22,5,4,159,37,24,13,14,5,989,Settling, 10
35,375,338,60,127,208,139,143,67,22,5,4,159,38,24,13,14,5,970,Settling, 10
35,374,338,60,126,207,139,143,67,22,5,4,159,38,24,13,14,5,957,Settling, 10
35,374,337,60,126,207,139,143,67,22,5,4,159,38,24,13,14,5,936,Settling, 10
35,374,337,60,126,207,138,143,67,22,5,4,159,38,24,13,14,5,703,Settling, 10
35,373,336,60,126,206,138,142,67,21,5,4,159,38,24,13,14,5,1023,Settling, 10
35,372,336,60,126,206,138,142,67,21,5,4,158,38,23,13,14,5,1023,Settling, 10
35,372,336,60,126,206,138,142,67,21,5,4,158,38,23,13,14,5,1023,Settling, 10
35,372,335,60,126,206,138,142,67,21,5,4,158,37,23,13,14,5,953,Settling, 10
35,371,335,60,125,205,138,142,67,21,5,4,158,37,23,13,14,5,948,Settling, 10
35,370,334,59,125,205,138,142,66,21,5,4,157,37,23,12,14,5,1023,Settling, 10
35,370,334,59,125,205,138,142,66,21,5,4,156,37,23,12,13,5,1000,Settling, 10
35,370,334,59,125,204,137,142,66,21,5,4,156,36,23,12,13,5,1023,Settling, 10
35,370,333,59,125,204,137,141,66,21,5,4,156,37,23,12,13,5,1021,Settling, 10
35,369,333,59,125,204,137,141,66,21,5,4,155,37,23,12,13,5,1007,Settling, 10
35,369,333,59,125,204,137,141,66,21,5,4,155,37,23,12,13,5,990,Settling, 10
35,369,332,59,125,204,137,141,66,21,5,4,155,35,23,12,13,5,698,Settling, 10
35,368,332,59,125,204,137,141,66,21,5,4,155,35,23,12,13,5,981,Settling, 10
35,368,332,59,124,203,137,141,66,21,5,4,154,38,23,12,13,5,952,Settling, 10
35,368,331,59,124,203,137,141,65,21,5,4,154,35,23,12,13,5,829,Settling, 10
35,367,331,59,124,203,137,140,65,21,5,4,154,36,23,12,13,5,1023,Settling, 10
35,367,331,59,124,203,136,140,65,21,5,4,153,36,23,12,13,5,999,Settling, 10
35,367,331,59,124,203,136,140,65,21,5,4,153,36,22,12,13,5,914,Settling, 10
35,367,330,59,124,203,136,140,65,21,5,4,153,35,22,12,13,5,885,Settling, 10
35,366,330,59,124,202,136,140,65,21,5,4,152,34,22,12,13,5,1023,Settling, 10
35,366,329,59,124,202,136,140,65,21,5,4,152,35,22,12,13,5,924,Settling, 10
35,365,329,59,124,202,136,139,65,21,5,4,151,35,22,12,13,5,1023,Settling, 10
34,364,328,59,124,201,135,139,65,21,5,4,151,36,22,12,13,5,1004,Settling, 10
34,364,328,58,123,201,135,139,64,21,5,4,151,35,22,12,13,5,1012,Settling, 10
34,363,328,58,123,201,135,139,64,21,5,4,151,35,22,12,13,5,1023,Settling, 10
34,363,328,58,123,201,135,138,64,21,5,4,150,36,22,12,13,5,831,Settling, 10
34,364,328,58,123,201,135,138,64,21,5,4,150,35,22,12,13,5,1023,Settling, 10
34,364,328,58,123,201,135,138,64,21,5,4,150,34,22,12,13,5,1023,Settling, 10
34,364,328,58,123,201,134,138,64,21,5,4,150,34,22,12,13,5,1023,Settling, 10
35,364,328,58,123,201,134,138,64,21,5,4,149,35,22,12,13,5,921,Settling, 10
34,364,328,58,123,201,134,137,64,21,5,4,149,35,22,12,13,5,1023,Settling, 10
34,364,328,58,123,201,134,137,63,21,5,4,148,34,22,12,13,5,1023,Settling, 10
34,364,327,58,123,201,134,137,63,21,5,4,148,34,22,12,13,5,1012,Settling, 10
34,363,327,58,123,201,134,137,63,21,5,4,148,33,22,12,13,5,1023,Settling, 10
34,363,327,58,123,200,133,136,63,21,5,4,147,33,22,11,13,4,912,Settling, 10
34,363,326,58,123,200,133,136,63,20,5,4,147,35,22,12,13,4,1021,Settling, 10
34,362,326,58,122,200,133,136,63,20,5,4,147,34,21,12,13,4,998,Settling, 10
34,361,325,58,122,199,133,136,63,20,5,4,146,34,22,12,13,5,999,Settling, 10
34,360,324,58,122,199,133,136,63,20,5,4,146,34,22,12,13,5,1023,Settling, 10
34,359,324,58,121,198,133,136,63,20,5,4,146,33,22,12,13,5,943,Settling, 10
34,358,323,58,121,197,132,135,63,20,5,4,146,34,21,11,13,4,971,Settling, 10
34,358,323,58,121,197,132,135,63,20,5,4,146,33,21,11,13,4,1023,Settling, 10
34,357,322,57,121,197,132,135,62,20,5,4,145,33,21,11,12,4,844,Settling, 10
34,357,322,57,121,196,132,135,62,20,5,4,145,33,21,11,12,4,832,Settling, 10
34,357,321,57,120,196,132,134,62,20,5,4,145,34,21,12,12,5,1023,Settling, 10
