A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,Stage,Interval
199,297,148,93,123,81,32,52,31,33,268,29,23,57,116,193,1526,4817,706,Settling, 10
199,297,148,93,123,81,32,52,31,33,267,29,23,57,116,193,1524,4807,820,Settling, 10
199,296,147,92,123,81,32,52,31,32,267,29,23,57,116,193,1521,4798,1023,Settling, 10
199,296,147,92,123,81,32,51,31,32,266,29,23,58,116,192,1518,4788,1000,Settling, 10
198,296,147,92,122,81,32,51,31,32,265,29,23,59,116,192,1516,4778,907,Settling, 10
198,296,146,92,122,80,31,51,31,32,265,29,23,57,116,192,1513,4769,1023,Settling, 10
198,295,146,92,122,80,31,51,31,32,264,29,23,58,116,192,1511,4759,963,Settling, 10
197,295,146,92,122,80,31,51,31,32,264,29,23,58,116,191,1508,4749,658,Settling, 10
197,295,146,92,122,80,31,51,30,32,263,29,23,56,116,191,1506,4739,927,Settling, 10
197,294,145,91,121,80,31,51,30,32,263,29,23,58,116,191,1503,4729,1023,Settling, 10
196,294,145,91,121,80,31,51,30,32,262,29,23,58,116,191,1500,4720,1023,Settling, 10
196,294,145,91,121,80,31,51,30,32,262,29,23,58,115,190,1497,4710,986,Settling, 10
196,294,145,91,121,79,31,50,30,32,261,29,23,56,115,190,1495,4701,951,Settling, 10
195,293,144,91,120,79,31,50,30,32,261,29,23,57,115,190,1493,4690,1023,Settling, 10
209,296,159,96,132,87,34,54,31,35,270,31,23,59,117,198,1569,5126,920,Draining, 3
217,260,163,102,144,91,40,66,39,40,329,36,24,64,119,211,1740,5678,944,Draining, 3
214,259,164,101,148,91,40,65,38,40,320,36,23,64,112,203,1799,5810,275,Draining, 3
206,242,145,98,129,91,43,70,40,42,351,38,22,57,105,193,1487,5854,304,Draining, 3
204,231,154,99,143,90,43,71,41,42,347,37,21,62,102,189,1716,5767,335,Draining, 3
203,228,153,98,143,89,42,71,41,42,345,37,21,60,102,190,1718,5802,244,Draining, 3
204,231,153,99,143,90,42,70,41,42,344,37,21,62,102,190,1719,5826,213,Draining, 3
202,229,152,98,142,89,42,70,41,42,345,37,21,62,102,189,1720,5839,261,Draining, 3
201,228,152,97,142,89,42,70,40,42,345,37,21,60,101,189,1722,5850,339,Draining, 3
200,227,152,97,142,89,42,70,40,42,345,37,21,60,101,190,1726,5862,350,Draining, 3
200,227,152,97,142,89,42,70,40,42,345,37,21,62,101,189,1721,5836,350,Draining, 3
200,226,152,97,141,89,42,70,40,42,345,37,21,62,101,189,1721,5837,288,Draining, 3
200,225,151,97,141,88,42,70,40,42,345,37,21,62,102,190,1724,5842,335,Draining, 3
199,225,151,97,141,88,42,70,40,42,345,37,21,60,101,189,1721,5835,244,Draining, 3
200,225,151,97,141,88,42,70,40,42,345,37,21,61,101,189,1721,5832,373,Draining, 3
199,225,151,97,141,88,42,70,40,42,345,37,21,62,101,189,1722,5836,295,Draining, 3
199,225,151,97,141,88,42,70,40,42,344,37,21,62,101,189,1722,5837,282,Draining, 3
199,225,151,97,141,88,42,70,40,42,344,37,21,60,101,189,1722,5832,280,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,62,101,189,1721,5827,322,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,61,101,189,1720,5818,324,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,61,101,188,1719,5823,255,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,60,101,188,1719,5823,293,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,62,101,188,1720,5825,299,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,61,101,188,1720,5824,319,Draining, 3
199,224,151,96,141,88,42,70,40,42,345,37,21,61,101,188,1719,5822,344,Draining, 3
199,224,151,96,141,88,42,70,40,42,345,37,21,60,101,188,1719,5822,409,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,61,101,188,1718,5822,385,Draining, 3
199,224,151,98,141,88,42,70,40,42,345,37,21,61,101,188,1719,5824,370,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,61,101,188,1720,5828,367,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,61,101,189,1720,5833,367,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,61,101,189,1721,5833,365,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,62,101,189,1720,5831,319,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,62,101,188,1719,5831,420,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,62,101,189,1720,5832,398,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,62,101,189,1720,5832,300,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,61,101,189,1721,5835,365,Draining, 3
199,224,151,97,141,88,42,70,40,42,345,37,21,61,101,189,1722,5836,323,Draining, 3
199,225,151,97,141,88,42,70,40,42,345,37,21,60,101,189,1722,5837,391,Draining, 3
199,225,151,97,141,88,42,70,40,42,345,37,21,60,101,189,1722,5836,380,Draining, 3
199,225,151,97,141,88,42,70,40,42,345,37,21,61,101,189,1721,5836,368,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1722,5836,299,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1722,5835,363,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1722,5836,367,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1722,5835,296,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1722,5835,296,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1722,5834,282,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1722,5836,400,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1723,5837,337,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1723,5838,279,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1723,5839,241,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1722,5838,293,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1722,5836,231,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1721,5836,356,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1722,5836,287,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1721,5836,235,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1721,5835,404,Draining, 3
200,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1722,5837,433,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1722,5836,373,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1722,5837,315,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1722,5839,447,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1722,5839,293,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1723,5839,326,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1722,5839,320,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1723,5839,331,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1722,5839,327,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1722,5840,300,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1722,5840,366,Draining, 3
200,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1722,5839,323,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,188,1722,5838,425,Draining, 3
200,225,151,97,141,89,42,70,40,42,346,37,21,61,101,188,1722,5839,331,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1721,5838,292,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1721,5838,243,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1720,5837,329,Draining, 3
200,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1720,5836,313,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,188,1720,5837,406,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1721,5836,335,Draining, 3
200,225,151,97,141,89,42,70,40,42,346,37,21,62,101,188,1722,5839,294,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1722,5840,342,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1723,5842,359,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1722,5843,394,Draining, 3
199,225,151,97,141,89,42,70,41,42,346,37,21,61,101,189,1723,5843,341,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1723,5843,316,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1723,5845,287,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,60,101,189,1723,5845,279,Draining, 3
199,224,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1724,5847,269,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,62,101,189,1724,5846,315,Draining, 3
199,225,151,97,141,89,42,70,40,42,346,37,21,61,101,189,1724,5848,336,Draining, 3
199,225,151,97,141,89,42,70,41,42,346,37,21,61,101,189,1724,5848,381,Draining, 3
200,225,151,97,141,89,42,70,40,42,347,37,21,60,101,189,1725,5849,383,Draining, 3
199,225,151,97,141,89,42,70,41,42,347,37,21,60,101,189,1725,5850,343,Draining, 3
199,225,151,97,141,89,42,70,41,42,347,37,21,60,101,189,1725,5849,383,Draining, 3
199,225,151,97,141,89,42,70,41,42,347,37,21,60,101,189,1725,5850,330,Draining, 3
199,225,151,97,141,89,42,70,41,42,347,37,21,62,101,189,1725,5849,368,Draining, 3
199,225,151,97,141,89,42,70,41,42,347,37,21,60,101,189,1726,5850,394,Draining, 3
199,224,151,97,141,89,42,70,41,42,347,37,21,61,101,189,1725,5850,363,Draining, 3
199,224,151,97,141,89,42,70,41,42,347,37,21,61,101,189,1726,5854,314,Draining, 3
199,224,151,97,141,89,42,70,41,42,347,37,21,60,101,189,1727,5858,334,Draining, 3
199,224,151,97,141,89,42,71,41,42,347,37,21,62,101,189,1728,5852,369,Draining, 3
199,225,151,97,141,89,42,71,41,42,347,37,21,60,101,189,1728,5860,363,Draining, 3
199,225,151,97,141,89,42,71,41,42,347,37,21,62,101,189,1727,5859,255,Draining, 3
199,225,151,97,141,89,42,71,41,42,347,37,21,62,101,189,1727,5858,358,Draining, 3
199,224,151,97,141,89,42,71,41,42,347,37,21,60,101,189,1727,5856,323,Draining, 3
200,224,151,97,142,89,42,71,41,42,347,37,21,61,101,189,1727,5856,363,Draining, 3
199,224,151,97,142,89,42,71,41,42,347,37,21,62,101,189,1727,5858,281,Draining, 3
199,224,151,97,141,89,42,71,41,42,347,37,21,61,101,189,1726,5858,375,Draining, 3
199,224,151,97,141,89,42,71,41,42,347,37,21,61,101,189,1727,5859,290,Draining, 3
199,224,151,97,141,89,42,71,41,42,347,37,21,60,101,189,1727,5861,434,Draining, 3
199,224,151,97,141,89,42,71,41,42,347,37,21,62,101,189,1728,5864,388,Draining, 3
199,225,151,97,142,89,42,71,41,42,347,37,21,62,101,189,1729,5866,339,Draining, 3
199,224,151,97,142,89,42,71,41,42,347,37,21,62,101,189,1729,5865,234,Draining, 3
199,224,151,97,142,89,42,71,41,42,347,37,21,62,101,189,1728,5865,420,Draining, 3
199,224,151,97,142,89,42,71,41,42,347,37,21,62,101,189,1729,5864,290,Draining, 3
199,224,151,97,141,89,42,71,41,42,347,37,21,62,101,189,1728,5864,319,Draining, 3
199,224,151,97,142,89,42,71,41,42,347,37,21,61,101,189,1728,5864,203,Draining, 3
199,224,151,97,142,89,42,71,41,42,347,37,21,60,101,189,1728,5867,303,Draining, 3
199,224,151,97,142,89,42,71,41,42,347,37,21,62,101,189,1729,5868,401,Draining, 3
199,224,151,97,141,89,42,71,41,42,347,37,21,60,101,189,1729,5870,251,Draining, 3
199,224,151,97,141,89,42,71,41,42,347,37,21,61,101,189,1729,5871,392,Draining, 3
199,224,151,97,142,89,42,71,41,42,347,37,21,60,101,189,1730,5872,368,Draining, 3
199,224,151,97,142,89,42,71,41,42,347,37,21,62,101,189,1730,5872,389,Draining, 3
199,225,151,97,142,89,43,71,41,42,347,37,21,60,101,189,1731,5874,352,Draining, 3
199,225,151,97,142,89,43,71,41,42,348,37,21,62,101,189,1732,5878,291,Draining, 3
199,225,151,97,142,89,43,71,41,42,348,37,21,62,101,189,1732,5879,367,Draining, 3
199,224,151,97,142,89,43,71,41,42,348,37,21,60,101,189,1733,5880,329,Draining, 3
199,225,151,97,142,89,43,71,41,42,348,37,21,62,101,189,1732,5880,267,Draining, 3
199,224,151,97,142,89,43,71,41,42,348,37,21,62,101,189,1732,5881,255,Draining, 3
199,224,151,97,142,89,43,71,41,42,348,37,21,62,101,189,1733,5883,290,Draining, 3
199,224,151,97,142,89,43,71,41,42,348,37,21,62,101,189,1734,5885,362,Draining, 3
199,224,151,97,142,89,43,71,41,42,348,37,21,60,101,189,1735,5889,291,Draining, 3
199,224,151,97,142,89,43,71,41,42,348,37,21,60,101,189,1735,5882,359,Draining, 3
199,224,151,97,142,89,43,71,41,42,349,37,21,60,101,189,1735,5891,246,Draining, 3
199,224,151,97,142,89,43,71,41,42,349,37,21,62,101,189,1735,5891,390,Draining, 3
199,225,151,97,142,89,43,71,41,43,349,37,21,62,101,189,1736,5895,292,Draining, 3
200,225,151,97,142,89,43,71,41,42,349,37,21,60,101,189,1737,5897,303,Draining, 3
199,224,151,97,142,89,43,72,41,42,349,37,21,60,101,189,1737,5899,396,Draining, 3
199,224,151,97,142,89,43,72,41,43,349,37,21,62,101,189,1737,5902,325,Draining, 3
199,224,151,97,142,89,43,72,41,43,349,37,21,63,102,189,1738,5904,378,Draining, 3
199,224,151,97,142,89,43,72,41,43,349,37,21,62,101,189,1739,5907,375,Draining, 3
199,224,151,97,142,89,43,72,41,43,350,37,21,60,101,190,1741,5916,383,Draining, 3
199,224,151,97,142,89,43,72,41,43,350,37,21,60,102,190,1742,5922,242,Draining, 3
199,224,152,97,142,89,43,72,41,43,350,38,21,61,102,190,1744,5929,383,Draining, 3
199,224,151,97,142,89,43,72,41,43,350,38,21,62,102,190,1744,5934,259,Draining, 3
200,224,151,97,142,89,43,72,41,43,351,38,21,62,102,190,1746,5942,326,Draining, 3
200,224,152,97,142,89,43,73,41,43,351,38,21,62,102,190,1749,5952,321,Draining, 3
200,224,152,97,142,89,44,73,41,43,352,38,21,63,102,190,1752,5966,339,Draining, 3
200,225,152,98,143,89,44,73,42,43,352,38,21,62,102,191,1754,5978,527,Draining, 3
200,224,152,98,143,89,44,73,42,43,353,38,21,61,102,191,1756,5989,303,Draining, 3
200,224,152,98,143,89,44,74,42,43,354,38,21,62,102,191,1760,6001,434,Draining, 3
200,225,152,98,143,89,44,74,42,43,354,38,22,63,102,191,1764,6018,299,Draining, 3
200,225,152,98,143,89,45,74,42,43,355,38,22,63,102,191,1768,6040,371,Draining, 3
200,225,152,98,143,90,45,75,42,44,356,38,22,63,103,192,1775,6072,331,Draining, 3
201,225,152,98,143,90,45,76,42,44,358,38,22,63,103,193,1784,6114,330,Draining, 3
201,226,153,98,144,90,46,77,43,44,360,39,22,64,103,193,1795,6165,325,Draining, 3
201,226,153,98,144,90,47,78,43,45,362,39,22,64,103,194,1808,6221,309,Draining, 3
201,226,153,99,144,90,48,79,43,45,365,39,22,65,104,195,1826,6302,264,Draining, 3
201,225,153,99,144,90,49,81,44,46,368,39,22,65,104,196,1848,6405,247,Draining, 3
201,225,153,99,145,90,50,84,44,47,373,40,23,65,105,198,1886,6573,297,Draining, 3
202,225,153,99,145,91,52,86,45,48,379,40,23,68,106,200,1935,6777,304,Draining, 3
202,226,154,100,146,91,53,89,46,49,387,41,23,69,107,204,1990,6990,331,Draining, 3
203,227,154,100,147,91,53,89,47,50,395,41,24,70,109,208,2045,7183,332,Draining, 3
204,227,155,101,148,92,53,89,48,51,404,42,24,72,110,212,2083,7278,321,Draining, 3
205,228,155,101,149,92,51,85,49,50,411,43,24,73,112,215,2060,7124,370,Draining, 3
205,228,156,102,151,93,47,80,48,47,402,43,24,71,113,212,1932,6608,320,Draining, 3
206,229,156,104,153,94,42,73,44,42,362,41,23,63,108,196,1662,5575,216,Draining, 3
208,230,158,106,156,96,40,68,37,36,280,35,21,52,90,152,1268,4403,440,Draining, 3
212,232,161,110,162,100,43,69,32,33,222,27,18,45,64,107,1076,4124,325,Draining, 3
218,236,165,113,165,103,49,77,30,32,197,23,18,44,51,93,1172,5076,372,Draining, 3
215,235,163,103,151,95,51,81,27,31,185,21,19,54,50,105,1627,7987,330,Draining, 3
129,166,110,69,94,64,52,84,26,29,181,20,20,57,54,119,1942,10776,389,Draining, 3
75,76,59,43,59,39,55,92,25,28,171,20,21,61,61,125,2108,13310,360,Draining, 3
62,62,49,36,51,32,64,105,26,32,180,21,25,74,70,147,2775,17990,354,Draining, 3
70,62,53,43,64,38,75,121,29,39,207,22,33,107,86,199,4283,26304,292,Draining, 3
127,145,98,56,95,50,85,134,34,47,240,24,40,144,102,268,5965,33924,337,Draining, 3
178,265,140,78,120,71,92,140,38,53,272,26,47,186,123,364,7872,42067,387,Draining, 3
183,279,142,85,134,77,94,136,42,58,301,27,54,240,155,497,10033,65535,336,Draining, 3
193,293,150,95,156,85,91,122,49,66,352,30,61,293,198,655,11990,65535,379,Draining, 3
206,306,163,108,189,96,76,101,55,70,413,35,66,323,254,813,13006,65535,294,Draining, 3
219,315,175,124,226,110,54,79,55,66,459,40,63,299,309,896,11330,39054,355,Draining, 3
236,330,186,151,278,129,29,54,45,46,442,42,46,176,300,692,5703,15185,307,Draining, 3
256,345,200,199,358,162,17,33,26,23,294,32,25,60,181,296,1361,2600,345,Draining, 3
316,367,233,301,479,232,16,25,15,14,101,21,14,26,82,86,213,854,392,Draining, 3
467,437,317,383,553,314,17,37,18,16,118,29,13,23,76,112,212,864,345,Draining, 3
592,527,406,281,421,267,20,40,22,19,142,36,14,23,90,123,214,847,458,Draining, 3
153,326,170,60,91,61,21,43,23,22,156,37,15,23,93,117,230,927,529,Draining, 3
107,573,129,55,95,58,24,45,24,25,168,39,17,25,106,132,266,1085,905,Draining, 3
110,536,136,60,94,62,26,46,25,26,171,41,18,26,104,129,272,1106,847,Draining, 3
105,524,122,58,85,61,25,45,25,26,170,41,19,27,110,136,274,1123,979,Draining, 3
106,504,122,58,85,62,26,45,25,27,172,43,19,27,111,141,287,1191,876,Draining, 3
