A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,Stage,Interval
186.36,267.40,164.27,96.55,111.74,67.47,22.20,35.97,19.05,17.83,202.93,35.39,24.40,63.02,84.97,153.63,1467.42,6102.01,1023,Settling, 10
187.22,269.36,164.27,96.55,110.98,67.47,22.20,35.97,19.05,17.83,203.57,35.39,24.40,63.02,84.97,154.42,1463.10,6096.44,861,Settling, 10
187.22,271.32,165.24,96.55,111.74,67.47,22.20,35.97,19.05,17.83,204.22,35.39,24.40,63.02,85.76,155.21,1469.14,6117.58,1023,Settling, 10
187.22,272.30,165.24,96.55,110.98,67.47,22.20,35.97,19.05,17.83,204.22,35.39,24.40,60.99,86.54,155.21,1465.69,6105.34,922,Settling, 10
187.22,273.28,165.24,96.55,110.98,67.47,22.20,35.97,19.05,17.83,204.22,35.39,24.40,63.02,86.54,155.21,1463.96,6095.33,1008,Settling, 10
187.22,274.26,165.24,96.55,110.22,67.47,22.20,35.42,18.56,17.83,204.22,35.39,24.40,63.02,86.54,155.21,1460.51,6084.20,1023,Settling, 10
187.22,276.22,165.24,96.55,110.22,67.47,22.20,35.42,18.56,17.38,204.22,35.39,24.40,63.02,86.54,155.21,1457.92,6074.19,951,Settling, 10
187.22,277.20,165.24,96.55,110.22,67.47,22.20,35.42,18.56,17.38,203.57,35.39,24.40,62.00,87.33,155.21,1454.47,6059.72,875,Settling, 10
187.22,278.18,165.24,96.55,109.46,67.47,22.20,35.42,18.56,17.38,203.57,35.39,24.40,63.02,87.33,155.21,1451.88,6045.26,967,Settling, 10
187.22,279.16,165.24,96.55,109.46,67.47,22.20,35.42,18.56,17.38,202.93,35.39,24.40,63.02,87.33,155.21,1448.43,6034.13,1020,Settling, 10
188.07,280.13,165.24,96.55,109.46,67.47,21.63,34.86,18.56,17.38,202.93,35.39,24.40,60.99,87.33,155.21,1444.97,6020.78,1022,Settling, 10
188.07,281.11,165.24,96.55,109.46,67.47,21.63,34.86,18.56,17.38,202.28,34.41,24.40,60.99,87.33,155.21,1441.52,6006.32,1001,Settling, 10
188.07,283.07,165.24,96.55,109.46,67.47,21.63,34.86,18.56,17.38,202.28,34.41,24.40,62.00,87.33,155.21,1438.07,5991.85,772,Settling, 10
188.07,284.05,165.24,96.55,109.46,67.47,21.63,34.86,18.56,17.38,201.63,34.41,24.40,62.00,87.33,155.21,1433.75,5974.05,1023,Settling, 10
188.07,285.03,165.24,96.55,108.70,67.47,21.63,34.31,18.08,16.94,200.99,34.41,24.40,60.99,87.33,155.21,1430.30,5952.91,842,Settling, 10
188.07,286.01,165.24,96.55,108.70,67.47,21.63,34.31,18.08,16.94,200.99,34.41,24.40,62.00,87.33,155.21,1425.98,5937.33,1023,Settling, 10
188.93,286.99,166.20,96.55,108.70,67.47,21.63,34.31,18.08,16.94,200.34,34.41,24.40,62.00,87.33,155.21,1423.39,5928.43,980,Settling, 10
188.93,288.95,166.20,96.55,108.70,67.47,21.63,34.31,18.08,16.94,199.69,34.41,24.40,63.02,87.33,154.42,1419.08,5910.62,960,Settling, 10
188.93,289.93,166.20,96.55,108.70,67.47,21.06,34.31,18.08,16.94,199.69,34.41,24.40,59.97,87.33,155.21,1415.62,5896.16,1007,Settling, 10
188.93,290.91,166.20,96.55,108.70,67.47,21.06,33.76,18.08,16.94,199.05,34.41,24.40,62.00,87.33,155.21,1412.17,5880.58,1023,Settling, 10
188.93,291.89,165.24,96.55,107.94,67.47,21.06,33.76,18.08,16.94,199.05,34.41,24.40,62.00,87.33,154.42,1408.72,5865.00,938,Settling, 10
188.93,292.87,165.24,96.55,107.94,66.76,21.06,33.76,18.08,16.94,198.40,34.41,24.40,60.99,88.12,154.42,1404.40,5848.31,886,Settling, 10
188.93,293.85,165.24,96.55,107.94,66.76,21.06,33.76,17.59,16.49,197.76,33.43,24.40,59.97,87.33,154.42,1401.81,5832.74,1023,Settling, 10
188.93,294.83,165.24,96.55,107.94,66.76,21.06,33.76,17.59,16.49,197.76,33.43,24.40,59.97,87.33,154.42,1398.36,5810.48,915,Settling, 10
188.93,295.81,165.24,96.55,107.18,66.76,21.06,33.20,17.59,16.49,197.11,33.43,24.40,60.99,88.12,153.63,1394.91,5801.58,990,Settling, 10
188.07,296.79,165.24,96.55,107.18,66.76,21.06,33.20,17.59,16.49,196.46,33.43,24.40,59.97,88.12,154.42,1391.46,5787.11,876,Settling, 10
188.07,297.77,165.24,96.55,107.18,66.76,20.49,33.20,17.59,16.49,196.46,33.43,24.40,59.97,88.12,153.63,1388.00,5764.86,913,Settling, 10
188.07,298.74,164.27,96.55,107.18,66.76,20.49,33.20,17.59,16.49,195.82,33.43,24.40,62.00,87.33,153.63,1384.55,5755.96,1023,Settling, 10
188.07,298.74,164.27,95.61,106.42,66.76,20.49,33.20,17.59,16.49,195.82,33.43,24.40,60.99,88.12,153.63,1381.10,5740.38,1023,Settling, 10
188.07,299.72,164.27,95.61,106.42,66.76,20.49,32.65,17.59,16.49,195.17,33.43,24.40,60.99,87.33,153.63,1378.51,5725.92,1023,Settling, 10
188.07,299.72,163.31,95.61,106.42,66.05,20.49,32.65,17.59,16.49,194.52,33.43,24.40,60.99,88.12,153.63,1375.05,5710.34,1023,Settling, 10
187.22,300.70,163.31,95.61,105.66,66.05,20.49,32.65,17.59,16.49,194.52,33.43,24.40,60.99,88.12,152.83,1372.47,5696.99,960,Settling, 10
187.22,300.70,163.31,95.61,105.66,66.05,20.49,32.65,17.10,16.05,193.88,33.43,24.40,58.95,88.12,152.83,1369.01,5680.30,791,Settling, 10
187.22,300.70,163.31,95.61,105.66,66.05,20.49,32.65,17.10,16.05,193.23,32.45,24.40,60.99,87.33,152.83,1366.42,5660.27,968,Settling, 10
186.36,301.68,162.34,95.61,105.66,66.05,20.49,32.65,17.10,16.05,193.23,32.45,24.40,59.97,87.33,152.83,1362.97,5651.37,999,Settling, 10
186.36,301.68,162.34,95.61,104.90,66.05,20.49,32.09,17.10,16.05,192.59,32.45,24.40,59.97,88.12,152.04,1359.52,5638.01,979,Settling, 10
186.36,301.68,162.34,94.67,104.90,65.34,20.49,32.09,17.10,16.05,191.94,32.45,24.40,59.97,88.12,152.04,1356.93,5622.44,1023,Settling, 10
186.36,302.66,161.37,94.67,104.90,65.34,19.92,32.09,17.10,16.05,191.94,32.45,24.40,57.94,87.33,152.04,1353.47,5609.08,1023,Settling, 10
185.51,302.66,161.37,94.67,104.14,65.34,19.92,32.09,17.10,16.05,191.29,32.45,24.40,57.94,87.33,152.04,1350.89,5595.73,975,Settling, 10
185.51,302.66,161.37,94.67,104.14,65.34,19.92,32.09,17.10,16.05,191.29,32.45,24.40,59.97,88.12,152.04,1347.43,5581.27,960,Settling, 10
184.66,303.64,160.41,94.67,104.14,65.34,19.92,32.09,17.10,16.05,190.65,32.45,24.40,59.97,87.33,152.04,1344.84,5567.91,956,Settling, 10
184.66,303.64,160.41,94.67,103.38,65.34,19.92,32.09,17.10,16.05,190.00,32.45,24.40,59.97,87.33,152.04,1342.25,5552.34,914,Settling, 10
184.66,303.64,160.41,94.67,103.38,64.63,19.92,31.54,17.10,15.60,190.00,32.45,24.40,59.97,87.33,151.25,1338.80,5540.10,979,Settling, 10
184.66,304.62,160.41,94.67,103.38,64.63,19.92,31.54,16.61,15.60,189.35,32.45,24.40,58.95,87.33,151.25,1336.21,5527.86,1023,Settling, 10
183.80,304.62,159.44,93.74,102.62,64.63,19.92,31.54,16.61,15.60,188.71,32.45,24.40,58.95,87.33,151.25,1332.76,5512.28,945,Settling, 10
183.80,304.62,159.44,93.74,102.62,64.63,19.92,31.54,16.61,15.60,188.71,31.46,24.40,58.95,87.33,151.25,1330.17,5500.04,1018,Settling, 10
183.80,305.60,159.44,93.74,102.62,64.63,19.92,31.54,16.61,15.60,188.06,31.46,24.40,59.97,87.33,150.46,1327.58,5486.69,904,Settling, 10
182.95,305.60,159.44,93.74,101.86,64.63,19.92,31.54,16.61,15.60,188.06,31.46,24.40,58.95,87.33,150.46,1324.99,5473.34,1007,Settling, 10
182.95,305.60,158.47,93.74,101.86,63.92,19.35,30.99,16.61,15.60,187.42,31.46,24.40,56.92,87.33,150.46,1322.40,5458.87,895,Settling, 10
182.95,306.58,158.47,93.74,101.86,63.92,19.35,30.99,16.61,15.60,186.77,31.46,24.40,56.92,87.33,150.46,1318.95,5444.41,734,Settling, 10
182.09,306.58,158.47,93.74,101.86,63.92,19.35,30.99,16.61,15.60,186.77,31.46,24.40,56.92,87.33,149.67,1316.36,5432.17,975,Settling, 10
182.09,306.58,158.47,93.74,101.10,63.92,19.35,30.99,16.61,15.60,186.12,31.46,24.40,58.95,87.33,149.67,1312.91,5417.70,1023,Settling, 10
182.09,306.58,157.51,92.80,101.10,63.92,19.35,30.99,16.61,15.60,185.48,31.46,24.40,58.95,87.33,149.67,1311.18,5404.35,974,Settling, 10
182.09,307.56,157.51,92.80,101.10,63.92,19.35,30.99,16.61,15.15,184.83,31.46,24.40,57.94,87.33,149.67,1307.73,5389.88,901,Settling, 10
182.09,307.56,157.51,92.80,100.34,63.92,19.35,30.99,16.12,15.15,184.83,31.46,24.40,56.92,87.33,148.87,1305.14,5377.64,1017,Settling, 10
181.24,307.56,157.51,92.80,100.34,63.21,19.35,30.43,16.12,15.15,184.18,31.46,24.40,58.95,87.33,148.87,1302.55,5363.18,1021,Settling, 10
181.24,307.56,156.54,92.80,100.34,63.21,19.35,30.43,16.12,15.15,184.18,31.46,24.40,57.94,87.33,148.87,1299.96,5344.26,997,Settling, 10
181.24,307.56,156.54,92.80,100.34,63.21,19.35,30.43,16.12,15.15,183.54,30.48,24.40,57.94,87.33,148.87,1297.37,5336.47,710,Settling, 10
180.38,307.56,156.54,91.86,99.58,63.21,18.78,30.43,16.12,15.15,182.89,30.48,24.40,57.94,86.54,148.08,1293.92,5323.12,1023,Settling, 10
180.38,307.56,156.54,91.86,99.58,63.21,18.78,30.43,16.12,15.15,182.25,30.48,24.40,57.94,87.33,148.08,1291.33,5309.77,894,Settling, 10
179.53,307.56,155.58,91.86,99.58,63.21,18.78,30.43,16.12,15.15,182.25,30.48,24.40,57.94,86.54,148.08,1287.01,5296.42,897,Settling, 10
179.53,308.54,155.58,91.86,99.58,63.21,18.78,30.43,16.12,15.15,181.60,30.48,24.40,56.92,86.54,148.08,1286.15,5277.50,874,Settling, 10
179.53,308.54,155.58,91.86,98.82,62.50,18.78,29.88,16.12,15.15,180.95,30.48,24.40,56.92,86.54,147.29,1282.69,5269.71,1023,Settling, 10
179.53,308.54,155.58,91.86,98.82,62.50,18.78,29.88,16.12,15.15,180.95,30.48,24.40,56.92,86.54,147.29,1280.10,5255.25,806,Settling, 10
179.53,308.54,155.58,91.86,98.82,62.50,18.78,29.88,16.12,14.71,180.31,30.48,24.40,55.90,86.54,147.29,1277.51,5243.01,1023,Settling, 10
178.67,308.54,155.58,91.86,98.82,62.50,18.78,29.88,16.12,14.71,179.66,30.48,24.40,56.92,86.54,147.29,1274.93,5229.66,813,Settling, 10
178.67,308.54,154.61,91.86,98.82,62.50,18.78,29.88,15.63,14.71,179.66,30.48,24.40,56.92,86.54,146.50,1272.34,5215.19,953,Settling, 10
178.67,308.54,154.61,90.93,98.06,62.50,18.78,29.88,15.63,14.71,179.01,30.48,24.40,56.92,86.54,146.50,1268.88,5201.84,962,Settling, 10
178.67,308.54,154.61,90.93,98.06,62.50,18.78,29.88,15.63,14.71,178.37,30.48,24.40,56.92,86.54,146.50,1266.29,5187.37,958,Settling, 10
177.82,308.54,154.61,90.93,98.06,62.50,18.78,29.33,15.63,14.71,178.37,30.48,23.29,54.89,86.54,145.71,1263.70,5174.02,812,Settling, 10
177.82,308.54,154.61,90.93,98.06,62.50,18.21,29.33,15.63,14.71,177.72,29.50,23.29,56.92,85.76,145.71,1260.25,5160.67,881,Settling, 10
177.82,308.54,153.64,90.93,97.30,61.79,18.21,29.33,15.63,14.71,177.08,29.50,23.29,56.92,85.76,144.91,1257.66,5141.75,800,Settling, 10
177.82,308.54,153.64,90.93,97.30,61.79,18.21,29.33,15.63,14.71,177.08,29.50,23.29,56.92,85.76,144.91,1255.07,5127.29,799,Settling, 10
176.96,308.54,153.64,90.93,97.30,61.79,18.21,29.33,15.63,14.71,176.43,29.50,23.29,55.90,85.76,144.91,1251.62,5120.61,891,Settling, 10
176.96,308.54,153.64,90.93,97.30,61.79,18.21,29.33,15.63,14.71,175.78,29.50,23.29,55.90,85.76,144.91,1249.03,5106.15,963,Settling, 10
176.96,309.52,153.64,90.93,97.30,61.79,18.21,29.33,15.63,14.71,175.78,29.50,23.29,55.90,85.76,144.12,1246.44,5091.68,970,Settling, 10
176.96,309.52,152.68,89.99,96.54,61.79,18.21,28.77,15.63,14.71,175.14,29.50,23.29,53.87,85.76,144.12,1242.99,5079.44,992,Settling, 10
176.96,309.52,152.68,89.99,96.54,61.79,18.21,28.77,15.63,14.71,174.49,29.50,23.29,55.90,84.97,144.12,1240.40,5064.98,1023,Settling, 10
176.11,309.52,152.68,89.99,96.54,61.79,18.21,28.77,15.63,14.26,173.84,29.50,23.29,53.87,84.97,143.33,1237.81,5050.51,975,Settling, 10
176.11,309.52,152.68,89.99,96.54,61.08,18.21,28.77,15.14,14.26,173.84,29.50,23.29,55.90,84.97,143.33,1234.36,5038.27,960,Settling, 10
176.11,309.52,152.68,89.99,96.54,61.08,18.21,28.77,15.14,14.26,173.20,29.50,23.29,53.87,84.97,143.33,1231.77,5023.81,922,Settling, 10
