A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,Stage,Interval
40,407,361,78,184,316,224,232,111,35,7,6,189,53,26,16,18,7,1017,Settling, 10
40,409,363,78,184,316,224,232,111,35,7,6,190,54,26,16,18,7,896,Settling, 10
40,411,365,78,185,317,224,232,111,35,7,6,191,55,27,16,18,7,960,Settling, 10
41,413,366,78,185,317,224,232,111,35,7,6,192,55,27,16,18,7,1008,Settling, 10
41,415,368,78,185,317,224,232,111,35,7,6,193,54,27,16,18,7,1023,Settling, 10
41,416,370,79,185,317,224,232,111,35,7,6,194,56,27,16,19,7,1017,Settling, 10
41,418,372,79,186,318,224,232,110,35,7,6,195,56,27,16,19,7,818,Settling, 10
41,420,373,79,186,318,224,232,110,35,7,6,196,55,27,16,19,7,1023,Settling, 10
41,422,375,79,186,318,224,231,110,35,7,6,196,57,28,16,19,7,1014,Settling, 10
41,423,376,79,186,318,224,231,110,35,7,6,197,57,28,16,19,7,1023,Settling, 10
42,424,378,79,186,318,224,231,110,35,7,6,198,55,28,16,19,7,945,Settling, 10
42,426,379,79,186,319,223,231,110,35,7,6,198,57,28,16,19,7,950,Settling, 10
42,427,381,79,186,318,223,230,110,35,7,6,199,57,28,16,19,7,864,Settling, 10
42,429,382,79,186,318,223,230,109,35,7,6,199,57,28,17,19,7,1023,Settling, 10
42,430,383,79,186,318,223,230,109,35,7,6,200,56,28,17,19,7,1023,Settling, 10
42,431,385,80,186,318,223,229,109,35,7,6,200,56,28,17,19,7,988,Settling, 10
42,432,385,80,186,318,222,229,109,35,7,6,201,57,29,17,19,7,1011,Settling, 10
42,433,387,80,186,318,222,229,108,34,7,6,201,57,29,17,19,7,1023,Settling, 10
42,435,388,80,186,318,222,228,108,35,7,6,202,56,29,17,19,7,960,Settling, 10
43,435,389,80,186,318,221,228,108,34,7,6,202,58,29,17,19,7,826,Settling, 10
43,437,390,80,186,318,221,227,108,34,7,6,202,57,29,17,19,7,1023,Settling, 10
43,437,391,80,186,317,220,227,108,34,7,6,202,58,29,17,19,7,980,Settling, 10
43,439,392,80,186,317,220,227,107,34,7,6,203,56,29,17,19,7,1023,Settling, 10
43,439,393,80,186,317,220,226,107,34,7,6,203,58,29,17,19,7,987,Settling, 10
43,441,394,80,186,316,219,226,107,34,7,6,203,58,29,17,19,7,985,Settling, 10
43,441,395,80,185,316,219,225,107,34,7,6,204,56,29,17,19,7,1023,Settling, 10
43,442,395,80,185,316,219,225,106,34,7,6,204,57,29,17,19,7,923,Settling, 10
43,442,396,80,185,315,218,224,106,34,7,6,204,58,29,17,19,7,993,Settling, 10
43,444,397,80,185,315,218,224,106,34,7,6,204,58,29,17,19,7,935,Settling, 10
43,444,398,80,185,315,217,223,106,34,7,6,205,56,29,17,19,7,959,Settling, 10
43,445,398,80,185,314,217,223,105,34,7,6,205,56,29,17,19,7,1023,Settling, 10
43,445,398,80,184,314,216,222,105,34,7,6,205,58,29,17,19,7,1023,Settling, 10
43,445,399,80,184,313,216,222,105,34,7,6,205,58,30,17,19,7,1023,Settling, 10
43,446,399,80,184,313,215,221,104,34,7,6,205,56,30,17,19,7,1023,Settling, 10
43,446,400,80,184,312,215,221,104,34,7,6,205,56,30,17,19,7,890,Settling, 10
43,447,400,80,183,312,214,220,104,34,7,6,205,58,30,17,19,7,995,Settling, 10
43,447,401,79,183,311,214,220,104,33,7,6,205,58,30,17,19,7,813,Settling, 10
43,447,401,80,183,310,213,219,103,33,7,6,205,58,30,17,19,7,984,Settling, 10
43,447,401,79,182,310,213,218,103,33,7,6,205,57,30,17,19,7,911,Settling, 10
43,448,401,79,182,309,212,218,103,33,7,6,205,56,30,17,19,7,1023,Settling, 10
43,448,401,79,182,308,212,217,102,33,7,6,206,58,30,17,19,7,983,Settling, 10
43,447,401,79,181,307,211,217,102,33,7,6,206,58,30,17,19,7,1023,Settling, 10
43,448,401,79,181,307,211,216,102,33,7,6,206,56,30,17,19,7,1023,Settling, 10
43,448,401,79,181,306,210,216,102,33,7,6,206,56,30,17,19,7,875,Settling, 10
43,448,401,79,180,305,210,215,101,33,7,6,206,57,30,17,19,7,888,Settling, 10
43,448,401,79,180,304,209,215,101,33,7,6,206,57,30,17,19,7,812,Settling, 10
43,448,401,79,180,304,209,214,101,33,7,6,206,57,30,17,19,7,1023,Settling, 10
43,448,401,78,179,303,208,214,101,33,7,6,206,57,30,17,19,7,1023,Settling, 10
43,447,401,78,179,302,208,213,100,33,7,6,206,56,30,17,19,7,944,Settling, 10
43,447,401,78,178,301,207,213,100,33,7,6,206,56,30,17,19,7,905,Settling, 10
43,447,401,78,178,300,207,212,100,32,7,6,206,57,30,17,19,7,1023,Settling, 10
43,447,400,78,177,299,206,212,100,32,7,6,206,57,30,17,19,7,1023,Settling, 10
43,446,400,78,177,299,206,211,99,32,7,6,206,56,30,17,19,7,922,Settling, 10
43,446,400,78,177,298,205,211,99,32,7,6,206,55,30,17,19,7,1023,Settling, 10
43,446,400,77,176,297,205,210,99,32,7,6,206,57,30,17,19,7,1023,Settling, 10
43,445,399,77,176,296,204,210,99,32,7,6,206,55,30,17,19,7,1023,Settling, 10
43,445,399,77,175,295,204,209,98,32,7,6,206,55,30,17,19,7,985,Settling, 10
43,444,399,77,175,294,204,208,98,32,7,6,206,57,30,17,19,7,935,Settling, 10
43,445,398,77,174,293,203,208,98,32,7,6,206,57,30,17,19,7,960,Settling, 10
43,444,398,77,174,292,203,208,97,32,7,6,206,57,30,17,19,7,869,Settling, 10
43,443,397,76,173,291,202,207,97,32,7,6,206,56,30,17,19,7,837,Settling, 10
43,443,397,76,173,290,202,207,97,32,7,6,205,57,30,17,19,7,972,Settling, 10
42,442,396,76,172,289,201,206,97,32,7,6,206,56,30,17,19,7,912,Settling, 10
42,442,396,76,172,288,201,205,96,32,7,6,205,56,30,17,19,7,943,Settling, 10
42,441,395,76,171,287,200,205,96,31,7,6,205,57,30,17,19,7,1023,Settling, 10
42,440,394,76,171,286,200,204,96,31,7,6,205,56,30,17,19,7,1023,Settling, 10
42,440,394,75,170,286,199,204,96,31,7,6,205,55,30,17,19,7,1023,Settling, 10
42,439,393,75,170,285,199,203,95,31,7,6,205,55,30,17,19,7,996,Settling, 10
42,439,393,75,169,284,198,203,95,31,7,6,205,56,30,17,19,7,1023,Settling, 10
42,438,392,75,169,283,198,203,95,31,7,6,205,54,30,17,19,7,956,Settling, 10
42,438,392,75,168,282,197,202,95,31,7,5,205,56,30,17,19,7,1007,Settling, 10
42,437,391,75,168,281,197,202,94,31,7,5,205,56,30,17,19,7,1023,Settling, 10
42,436,391,74,167,280,196,201,94,31,7,5,205,54,31,17,19,7,826,Settling, 10
42,435,390,74,167,279,196,201,94,31,7,5,205,54,31,17,19,7,1023,Settling, 10
42,435,389,74,166,278,196,200,94,31,7,5,205,56,31,17,19,7,1015,Settling, 10
42,434,389,74,166,277,195,200,93,31,7,5,204,56,30,17,19,7,1023,Settling, 10
42,434,388,74,165,276,195,199,93,31,7,5,204,56,31,17,19,7,987,Settling, 10
41,433,388,73,165,275,194,199,93,30,7,5,204,54,30,17,19,7,1023,Settling, 10
41,432,387,73,164,274,194,198,93,30,7,5,204,55,30,17,19,7,1023,Settling, 10
41,431,386,73,164,274,193,198,93,30,7,5,204,55,31,17,19,7,1023,Settling, 10
41,431,386,73,163,273,193,197,92,30,7,5,204,55,30,17,19,7,983,Settling, 10
41,430,385,73,163,272,192,197,92,30,7,5,204,55,31,17,19,7,914,Settling, 10
41,429,384,73,162,271,192,196,92,30,7,5,203,53,30,17,18,7,1005,Settling, 10
41,429,384,72,162,270,191,196,92,30,7,5,203,55,30,17,19,7,958,Settling, 10
41,428,383,72,161,269,191,195,91,30,7,5,203,53,31,17,19,7,1023,Settling, 10
41,427,382,72,161,268,191,195,91,30,7,5,203,55,30,17,19,7,1023,Settling, 10
41,427,382,72,161,267,190,194,91,30,7,5,203,53,30,17,19,7,1023,Settling, 10
