A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,Stage,Interval
208,376,159,101,119,88,25,41,26,25,201,25,17,43,88,142,1062,3240,1023,Settling, 10
207,374,158,101,119,88,25,41,26,25,201,24,17,43,88,142,1055,3224,866,Settling, 10
206,372,157,100,118,88,25,41,26,25,201,24,17,44,88,142,1050,3208,917,Settling, 10
205,371,157,100,118,87,25,41,25,25,200,24,17,43,88,141,1044,3193,952,Settling, 10
204,369,156,100,117,87,24,40,25,25,199,24,17,43,87,140,1039,3174,974,Settling, 10
203,368,155,99,117,87,24,40,25,25,198,24,17,43,87,140,1035,3164,1004,Settling, 10
203,367,155,99,116,86,24,40,25,25,197,24,17,41,87,140,1031,3153,1023,Settling, 10
202,366,154,99,116,86,24,40,25,25,196,24,17,42,86,139,1027,3142,923,Settling, 10
201,364,154,99,115,86,24,40,25,25,195,23,17,41,86,138,1024,3132,1023,Settling, 10
201,363,153,98,115,86,24,39,25,25,193,23,17,42,86,137,1021,3123,976,Settling, 10
199,362,153,98,115,85,24,39,25,24,192,23,17,41,85,137,1017,3114,890,Settling, 10
199,360,152,98,114,85,24,39,24,24,192,23,17,40,85,136,1012,3106,805,Settling, 10
198,359,152,98,114,85,24,39,24,24,191,23,17,40,84,135,1009,3095,1010,Settling, 10
198,359,151,97,113,85,24,39,24,24,190,23,17,41,84,135,1004,3085,1023,Settling, 10
197,359,151,97,113,85,24,39,24,24,190,23,17,41,84,134,999,3073,1010,Settling, 10
197,357,151,97,113,84,24,39,24,24,189,23,16,41,83,133,994,3058,943,Settling, 10
196,356,150,97,112,84,23,38,24,24,189,23,16,39,83,132,988,3044,968,Settling, 10
196,356,150,96,112,84,23,38,24,24,188,23,16,39,83,132,981,3028,971,Settling, 10
195,355,150,96,112,84,23,38,24,24,188,23,16,40,82,131,975,3011,1023,Settling, 10
195,355,150,96,112,84,23,38,24,24,188,23,16,40,82,130,967,2992,992,Settling, 10
195,355,149,96,111,84,23,38,24,23,188,23,16,40,82,130,962,2973,975,Settling, 10
195,354,149,96,111,84,23,38,24,23,187,23,16,40,82,129,955,2953,1023,Settling, 10
194,354,149,95,111,83,23,38,24,23,187,23,16,39,82,129,948,2932,1023,Settling, 10
194,354,149,95,111,83,23,38,23,23,187,22,16,39,81,128,942,2913,983,Settling, 10
194,354,149,95,111,83,23,38,23,23,187,22,16,39,81,128,936,2894,809,Settling, 10
194,354,149,95,111,83,23,38,23,23,187,22,16,39,81,128,932,2876,959,Settling, 10
194,353,149,95,111,83,23,37,23,23,187,22,16,39,81,128,929,2861,962,Settling, 10
193,352,148,95,110,83,23,37,23,23,187,22,16,39,81,128,924,2847,1023,Settling, 10
193,353,148,95,110,83,23,37,23,23,187,22,16,37,81,128,923,2838,1023,Settling, 10
193,353,148,95,110,83,23,37,23,23,187,22,16,38,81,127,920,2829,956,Settling, 10
193,353,148,95,110,83,23,37,23,23,187,22,16,39,81,128,919,2821,963,Settling, 10
193,352,148,95,110,83,23,37,23,23,187,22,16,39,81,128,917,2814,1023,Settling, 10
192,352,148,95,110,83,22,37,23,23,187,22,16,39,81,128,916,2807,1023,Settling, 10
192,351,148,95,110,83,23,37,23,23,188,22,16,37,81,128,913,2803,984,Settling, 10
192,351,148,95,110,83,22,37,23,23,188,22,16,39,81,127,911,2798,969,Settling, 10
192,351,148,95,110,83,22,37,23,23,188,22,16,37,81,127,907,2788,1015,Settling, 10
192,351,148,95,110,83,22,37,23,23,188,22,16,38,81,127,905,2779,1007,Settling, 10
