A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,Stage,Interval
34.20,401.59,352.70,73.12,140.63,224.42,128.63,129.49,54.23,15.60,4.52,5.90,214.05,56.92,21.24,12.67,15.54,7.79,1023,Settling, 10
34.20,403.55,354.63,74.05,140.63,225.13,128.63,129.49,54.23,15.60,4.52,5.90,215.16,55.90,21.24,12.67,16.40,7.79,777,Settling, 10
34.20,405.51,356.57,74.05,140.63,225.13,128.63,129.49,54.23,15.60,4.52,5.90,216.27,56.92,21.24,12.67,16.40,7.79,1015,Settling, 10
34.20,406.49,358.50,74.05,140.63,225.84,128.63,128.93,54.23,15.60,4.52,5.90,217.38,54.89,21.24,12.67,16.40,7.79,912,Settling, 10
35.05,408.45,360.43,74.05,141.39,225.84,128.63,128.93,54.23,15.60,4.52,5.90,217.38,54.89,21.24,12.67,16.40,7.79,997,Settling, 10
35.05,410.41,362.37,74.05,141.39,225.84,128.63,128.93,54.23,15.60,4.52,5.90,218.49,55.90,21.24,12.67,16.40,7.79,1023,Settling, 10
35.05,412.37,364.30,74.05,141.39,226.55,128.63,128.93,53.74,15.60,4.52,5.90,219.60,56.92,22.03,12.67,16.40,7.79,952,Settling, 10
35.05,413.35,365.26,74.99,141.39,226.55,128.06,128.38,53.74,15.60,4.52,5.90,219.60,55.90,22.03,12.67,16.40,7.79,1008,Settling, 10
35.05,415.30,367.20,74.99,142.15,226.55,128.06,128.38,53.74,15.60,4.52,5.90,220.70,57.94,22.03,12.67,16.40,7.79,970,Settling, 10
35.05,417.26,369.13,74.99,142.15,227.26,128.06,128.38,53.74,15.60,4.52,5.90,220.70,56.92,22.03,12.67,16.40,7.79,1007,Settling, 10
35.91,419.22,370.10,74.99,142.15,227.26,127.49,127.83,53.74,15.60,4.52,5.90,221.81,55.90,22.03,12.67,16.40,7.79,964,Settling, 10
35.91,420.20,372.03,74.99,142.15,227.26,127.49,127.83,53.25,15.60,4.52,5.90,221.81,57.94,22.03,12.67,16.40,7.79,884,Settling, 10
35.91,421.18,373.96,74.99,142.15,227.26,127.49,127.27,53.25,15.60,4.52,5.90,221.81,57.94,22.03,13.46,16.40,7.79,1023,Settling, 10
35.91,423.14,374.93,74.99,142.15,227.26,126.92,127.27,53.25,15.60,4.52,5.90,222.92,57.94,22.03,13.46,16.40,7.79,823,Settling, 10
35.91,425.10,376.86,75.93,142.15,227.26,126.92,126.72,53.25,15.15,4.52,5.90,222.92,57.94,22.03,13.46,16.40,7.79,801,Settling, 10
35.91,426.08,377.83,75.93,142.15,227.97,126.36,126.72,52.76,15.15,4.52,5.90,222.92,57.94,22.03,13.46,16.40,7.79,1023,Settling, 10
35.91,427.06,378.79,75.93,142.15,227.97,126.36,126.17,52.76,15.15,4.52,5.90,224.03,57.94,22.82,13.46,16.40,7.79,838,Settling, 10
35.91,428.04,380.73,75.93,142.91,227.97,126.36,126.17,52.76,15.15,4.52,5.90,224.03,57.94,22.82,13.46,16.40,7.79,1023,Settling, 10
35.91,430.00,381.69,75.93,142.91,227.97,125.79,126.17,52.76,15.15,4.52,5.90,224.03,57.94,22.82,13.46,16.40,7.79,882,Settling, 10
36.76,430.98,383.62,75.93,142.91,227.97,125.79,125.61,52.27,15.15,4.52,5.90,224.03,55.90,22.82,13.46,16.40,7.79,985,Settling, 10
36.76,432.94,384.59,75.93,142.91,227.97,125.22,125.61,52.27,15.15,4.52,5.90,224.03,57.94,22.82,13.46,16.40,7.79,996,Settling, 10
36.76,433.91,385.56,75.93,142.91,227.97,125.22,125.06,52.27,15.15,4.52,5.90,225.14,55.90,22.82,13.46,16.40,7.79,1023,Settling, 10
36.76,434.89,386.52,75.93,142.91,227.97,124.65,125.06,52.27,15.15,4.52,5.90,225.14,55.90,22.82,13.46,16.40,7.79,966,Settling, 10
36.76,435.87,388.46,75.93,142.91,227.97,124.65,124.51,51.79,15.15,4.52,5.90,225.14,57.94,22.82,13.46,16.40,7.79,1023,Settling, 10
36.76,437.83,389.42,75.93,142.91,227.97,124.08,124.51,51.79,15.15,4.52,5.90,225.14,57.94,22.82,13.46,16.40,7.79,912,Settling, 10
36.76,437.83,390.39,75.93,142.91,227.97,124.08,123.95,51.79,15.15,4.52,5.90,225.14,57.94,22.82,13.46,16.40,7.79,956,Settling, 10
