A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
6,25,121,76,90,91,270,150,70,26,5,2,90,26,12,8,16,10
6,25,124,78,95,96,336,151,70,26,5,2,98,28,12,8,19,12
6,25,122,81,101,98,455,173,77,28,5,2,104,30,12,8,24,16
7,26,123,85,109,102,540,197,79,29,5,2,115,32,13,9,31,19
7,27,131,92,115,104,722,240,86,30,6,3,127,35,14,10,40,25
7,30,148,118,156,134,880,298,91,32,6,3,141,37,14,10,52,32
9,36,171,141,178,155,1073,377,97,34,7,3,170,44,16,12,74,51
11,62,277,196,264,200,1535,491,107,38,9,3,198,50,18,14,98,72
11,54,245,176,272,179,2574,671,122,44,12,3,231,57,19,15,118,76
9,39,172,186,326,176,4018,976,148,54,16,4,263,60,19,15,124,72
11,41,171,226,406,192,3824,1198,165,60,18,4,289,62,19,15,119,66
11,42,172,272,494,212,3144,1253,174,61,16,4,303,64,19,15,92,52
12,46,180,343,604,242,2506,1077,175,56,14,4,290,64,18,14,62,37
13,49,186,422,705,278,1354,513,171,51,9,4,233,57,17,12,36,26
12,52,191,495,830,327,1150,559,164,55,12,4,316,73,23,16,50,30
12,56,200,604,1005,403,1060,651,227,61,14,6,347,78,25,18,54,29
13,74,232,736,1169,539,1088,860,355,71,17,7,514,112,31,24,67,31
15,96,280,899,1517,677,1221,1103,468,86,21,8,676,145,35,30,86,37
17,107,323,1165,2068,848,1411,1346,499,93,22,8,831,175,36,35,126,51
20,146,421,1618,2909,1179,1648,1600,426,93,19,8,872,181,35,36,201,84
26,229,580,1831,3069,1497,2407,2002,354,98,18,9,812,165,36,35,288,136
31,325,738,1836,2818,1720,4475,2454,301,94,17,9,540,119,35,27,182,110
35,396,883,1689,2447,1728,5212,1843,271,82,20,9,339,86,29,18,115,64
42,475,1086,1347,1984,1626,1668,647,190,55,14,7,194,55,20,14,67,38
48,563,1362,1175,1741,1656,1135,484,140,45,10,4,169,48,16,11,48,26
34,350,841,512,816,565,761,400,129,42,9,3,161,46,15,10,34,19
71,834,2239,1534,2304,2181,598,347,122,40,8,3,149,43,14,9,30,17
79,945,2357,1717,2617,2530,471,325,115,39,7,3,143,41,13,9,26,14
88,1082,2608,1967,2997,2829,465,250,114,40,8,3,142,42,14,9,26,15
80,1057,2160,2280,3619,3426,581,346,127,44,9,3,167,49,17,11,31,18
66,870,1530,2953,5014,4237,603,353,130,43,9,3,164,48,15,10,30,18
51,664,1052,4990,7720,5407,633,347,123,42,9,3,168,48,15,11,31,20
44,485,859,5268,8206,4737,872,542,202,53,12,3,292,77,19,16,53,31
36,370,811,2642,4195,2638,1289,864,296,68,15,4,504,125,25,24,121,59
30,286,724,2282,3407,2139,2464,1788,413,104,20,6,843,200,34,38,161,81
21,184,423,1194,1719,1171,3446,2428,587,146,28,7,1260,293,47,55,196,95
21,210,432,882,1269,1021,3773,2918,898,182,39,9,1661,378,65,72,234,111
23,265,506,783,1175,1035,4458,3509,1302,218,53,13,1670,375,78,72,228,114
25,320,578,815,1237,1127,4760,3693,1514,232,62,18,1280,291,73,55,181,96
25,267,641,819,1217,1171,4370,3213,1412,207,60,22,1190,279,77,53,172,92
35,468,876,985,1472,1382,3747,2446,1021,161,48,21,1165,271,79,53,173,92
38,536,1002,1143,1710,1617,3222,1925,674,123,37,18,1026,239,69,48,163,90
44,597,1163,1257,1923,1803,1939,1212,427,90,24,12,652,156,46,33,80,42
51,670,1389,1478,2425,2168,2450,1018,254,75,18,7,207,60,21,15,108,71
61,776,1713,2708,4534,3613,2420,988,204,70,15,6,284,75,28,19,126,73
81,982,2177,4685,7175,6197,2932,1407,199,85,15,6,360,91,24,20,162,84
110,1547,2841,4550,7127,6521,3405,2033,221,128,18,6,753,146,25,31,221,98
165,2500,4561,5394,8036,7516,3443,3164,554,201,34,7,1846,265,56,59,252,99
171,2334,4813,4945,7186,6612,3110,3312,1552,226,59,29,2109,346,127,82,215,83
121,1543,3884,3099,4859,4366,2435,2993,1629,185,60,47,1833,263,130,80,175,42
106,1346,3665,2505,3956,3373,637,2366,1546,62,52,49,1001,72,122,66,65,12
105,1349,3747,2599,4090,3502,233,802,1204,30,25,43,474,35,82,30,32,4
100,1319,3734,2430,3766,3048,49,372,565,14,11,26,75,16,53,16,7,3
89,1192,3378,2073,2986,2443,51,67,132,13,3,11,69,19,27,13,8,4
54,653,1962,1544,2544,1703,68,89,79,17,3,8,80,23,30,16,9,4
