A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
5.26,54.11,129.60,49.76,51.35,75.81,71.75,66.02,27.43,11.28,2.61,2.93,98.36,33.63,13.15,9.23,5.53,3.57,1023,f
5.26,53.16,127.88,48.93,50.70,74.62,71.75,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,1023,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,1023,f
5.26,52.21,126.17,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,1023,f
5.26,52.21,126.17,48.93,50.05,73.44,71.75,65.46,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,944,f
5.26,52.21,125.31,48.93,50.05,73.44,71.15,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,377,f
5.26,52.21,125.31,48.10,49.40,73.44,71.15,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,394,f
5.26,52.21,126.17,48.10,50.05,73.44,71.15,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,368,f
5.26,52.21,125.31,48.10,49.40,73.44,71.15,65.46,26.96,11.28,2.61,2.93,96.07,32.55,13.15,8.39,5.53,3.57,366,f
5.26,52.21,125.31,48.10,49.40,73.44,71.15,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,353,f
5.26,52.21,126.17,48.10,50.05,73.44,71.15,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,347,f
5.26,52.21,125.31,48.10,49.40,73.44,71.15,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,339,f
5.26,52.21,125.31,48.10,49.40,73.44,71.15,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,338,f
5.26,52.21,126.17,48.10,49.40,73.44,71.15,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,333,f
5.26,52.21,125.31,48.10,49.40,73.44,71.15,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,333,f
5.26,52.21,125.31,48.10,49.40,73.44,71.75,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,333,f
5.26,52.21,126.17,48.93,50.05,73.44,71.75,65.46,26.96,11.28,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,328,f
5.26,52.21,126.17,48.93,50.05,73.44,71.75,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,326,f
5.26,50.31,125.31,46.44,49.40,72.25,68.76,67.14,27.43,10.81,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,328,f
5.26,51.26,123.59,47.27,48.75,72.85,69.96,67.14,29.32,10.81,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,329,f
5.26,51.26,124.45,47.27,48.75,72.85,70.55,67.14,29.32,10.81,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,327,f
5.26,51.26,124.45,47.27,48.75,72.85,70.55,67.14,29.32,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,324,f
5.26,51.26,124.45,47.27,48.75,72.85,70.55,67.14,29.32,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,324,f
5.26,51.26,124.45,47.27,48.75,72.85,70.55,67.14,29.32,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,323,f
5.26,51.26,124.45,47.27,48.75,72.85,70.55,67.14,29.32,10.81,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,320,f
5.26,51.26,124.45,47.27,48.75,72.85,70.55,67.70,29.32,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,321,f
5.26,51.26,124.45,47.27,48.75,72.85,70.55,67.70,29.32,11.28,2.61,2.93,98.36,33.63,13.15,9.23,5.53,3.57,321,f
5.26,51.26,124.45,47.27,48.75,72.85,70.55,67.14,29.32,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,322,f
5.26,51.26,124.45,47.27,48.75,72.85,70.55,67.14,29.32,11.28,2.61,2.93,98.36,33.63,13.15,9.23,5.53,3.57,320,f
5.26,51.26,124.45,47.27,48.75,72.85,70.55,67.14,29.32,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,1023,f
5.26,52.21,126.17,48.93,50.05,74.03,71.75,66.58,27.90,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,329,f
5.26,52.21,126.17,48.93,50.05,74.03,71.75,66.58,27.90,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,326,f
5.26,52.21,126.17,48.93,50.05,74.03,71.75,66.58,27.90,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,325,f
5.26,52.21,126.17,48.93,50.05,74.03,71.75,66.58,27.90,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,326,f
5.26,52.21,126.17,48.93,50.05,74.03,71.75,66.58,27.90,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,324,f
5.26,52.21,126.17,48.93,50.05,74.03,71.75,66.58,27.90,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,323,f
5.26,52.21,126.17,48.93,50.05,74.03,71.75,66.58,27.90,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,320,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,320,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,319,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,317,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,8.39,5.53,3.57,317,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,313,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,317,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,318,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,96.07,33.63,13.15,9.23,5.53,3.57,317,f
