A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
6.13,55.06,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,52.08,17.54,10.07,7.38,5.96,626,f
6.13,55.06,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,52.08,17.54,10.07,7.38,5.96,1012,f
6.13,54.11,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,50.99,17.54,10.07,7.38,4.77,1023,f
6.13,54.11,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,50.99,17.54,10.07,7.38,4.77,1023,f
6.13,54.11,145.91,54.73,65.65,105.42,96.86,95.68,45.88,13.63,3.26,2.93,163.55,52.08,17.54,10.91,7.38,5.96,614,f
6.13,54.11,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,52.08,17.54,10.07,7.38,4.77,424,f
6.13,54.11,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,52.08,17.54,10.07,7.38,5.96,520,f
6.13,54.11,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,52.08,17.54,10.91,7.38,5.96,1023,f
6.13,54.11,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,50.99,17.54,10.07,7.38,4.77,403,f
6.13,54.11,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,52.08,17.54,10.91,7.38,5.96,400,f
6.13,54.11,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,52.08,17.54,10.91,7.38,5.96,409,f
6.13,54.11,145.91,54.73,65.65,106.01,96.86,95.68,45.88,13.63,3.26,2.93,163.55,52.08,17.54,10.07,7.38,5.96,407,f
