A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
4.38,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,1004,f
5.26,56.95,111.58,24.05,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,57.18,21.70,8.77,5.03,2.77,1.19,961,f
4.38,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,1.19,744,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,505,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,2.38,501,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,2.38,509,f
4.38,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,489,f
5.26,56.95,111.58,24.05,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,518,f
5.26,56.95,111.58,24.05,24.70,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,1.19,462,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,1023,f
4.38,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,2.38,527,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,862,f
4.38,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,2.38,508,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,475,f
5.26,56.95,112.43,24.05,24.70,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,1.19,516,f
5.26,56.95,112.43,24.05,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,476,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,471,f
4.38,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,472,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,1.19,493,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,2.38,470,f
4.38,56.01,112.43,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,1.19,496,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,2.38,520,f
5.26,56.95,112.43,24.05,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,463,f
5.26,56.95,112.43,24.05,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,437,f
5.26,56.95,111.58,24.05,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,2.38,465,f
5.26,56.95,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,1.19,436,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,479,f
4.38,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,1.19,481,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,2.38,463,f
4.38,56.95,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,22.78,8.77,5.03,2.77,2.38,486,f
5.26,56.95,112.43,24.05,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,2.38,483,f
5.26,56.95,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,1.19,477,f
5.26,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,1.19,454,f
4.38,56.01,111.58,23.22,24.05,33.76,7.18,8.95,6.62,0.94,0.65,0.98,58.33,21.70,8.77,5.03,2.77,1.19,461,f
