A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
4.38,56.95,114.15,23.22,24.70,36.13,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,1023,f
4.38,56.01,114.15,23.22,24.70,36.13,7.77,9.51,6.62,1.41,0.65,0.98,59.47,21.70,8.77,5.03,2.77,2.38,1023,f
4.38,56.01,114.15,23.22,24.70,36.13,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,8.77,5.03,2.77,2.38,577,f
4.38,56.95,114.15,23.22,25.35,36.13,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,8.77,5.03,2.77,1.19,502,f
5.26,56.95,114.15,24.05,24.70,36.13,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,491,f
4.38,56.95,114.15,23.22,25.35,36.13,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,547,f
4.38,56.01,114.15,23.22,25.35,36.13,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,519,f
4.38,56.95,114.15,24.05,25.35,36.13,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,8.77,5.03,2.77,1.19,520,f
5.26,56.95,114.15,24.05,25.35,36.13,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,8.77,5.03,2.77,2.38,1023,f
4.38,56.95,114.15,24.05,25.35,36.13,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,524,f
5.26,56.95,114.15,24.05,25.35,36.13,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.03,2.77,2.38,480,f
4.38,56.95,114.15,24.05,25.35,36.72,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,1.19,1023,f
5.26,56.95,114.15,24.05,25.35,36.72,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,1.19,523,f
5.26,56.95,115.01,24.05,25.35,36.72,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,1023,f
5.26,56.95,115.87,24.05,25.35,36.72,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,8.77,5.03,2.77,2.38,537,f
5.26,56.95,115.01,24.05,25.35,36.72,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,9.65,5.03,2.77,2.38,476,f
5.26,56.95,115.01,24.05,25.35,36.72,7.77,9.51,6.62,1.41,0.65,0.98,59.47,21.70,9.65,5.03,2.77,2.38,489,f
5.26,56.95,115.87,24.05,25.35,36.72,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,1.19,492,f
5.26,56.95,115.01,24.05,25.35,36.72,7.77,9.51,6.62,1.41,0.65,0.98,59.47,21.70,8.77,5.03,2.77,1.19,475,f
5.26,56.95,115.87,24.05,25.35,36.72,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,454,f
5.26,56.95,115.01,24.05,25.35,36.72,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,1.19,479,f
