A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
1.6826075315475464,11.245216369628906,62.74254608154297,34.222206115722656,33.086334228515625,35.84334945678711,102.47168731689453,42.45429992675781,16.338510513305664,5.503952503204346,1.2652974128723145,0.9892574548721313,52.470401763916016,14.349242210388184,3.2272958755493164,1.6461684703826904,5.956676483154297,7.884725570678711
2.523911237716675,12.182317733764648,70.46470642089844,36.996978759765625,38.23310089111328,40.763023376464844,147.04977416992188,50.37910079956055,17.29960060119629,6.4212775230407715,1.2652974128723145,0.9892574548721313,55.819576263427734,16.399133682250977,3.2272958755493164,2.469252824783325,6.8076300621032715,10.137504577636719
2.523911237716675,13.11941909790039,71.42997741699219,38.84682846069336,41.17410659790039,42.871456146240234,213.62742614746094,57.171791076660156,18.26068878173828,6.879940509796143,1.8979461193084717,0.9892574548721313,58.05236053466797,17.42407989501953,3.2272958755493164,2.469252824783325,8.509537696838379,13.51667308807373
2.523911237716675,14.056520462036133,76.2563247680664,44.39637756347656,48.52662658691406,49.89956283569336,285.99444580078125,67.9268798828125,20.1828670501709,8.255928039550781,1.8979461193084717,0.9892574548721313,63.63431930541992,20.498916625976562,3.2272958755493164,2.469252824783325,11.062398910522461,15.769451141357422
3.3652150630950928,15.930723190307617,87.83956146240234,50.870845794677734,58.08489990234375,59.03610610961914,362.992919921875,79.81407928466797,21.14395523071289,9.631916046142578,1.8979461193084717,0.9892574548721313,72.5654525756836,23.573755264282227,4.034120082855225,3.292336940765381,15.317167282104492,23.654176712036133
3.3652150630950928,16.86782455444336,94.59645080566406,56.42039489746094,65.43741607666016,66.064208984375,479.9380187988281,100.7582015991211,24.0272216796875,11.925230026245117,2.530594825744629,0.9892574548721313,82.61297607421875,28.698484420776367,4.840943813323975,3.292336940765381,19.571935653686523,30.412513732910156
3.3652150630950928,17.8049259185791,98.45753479003906,60.12009048461914,73.52519226074219,73.09232330322266,559.8312377929688,129.6271209716797,26.42994499206543,14.677206039428711,3.163243532180786,1.9785149097442627,98.2424545288086,34.84815979003906,4.840943813323975,4.115421295166016,26.379566192626953,41.67640686035156
3.3652150630950928,18.742027282714844,101.35334014892578,65.66963958740234,85.28922271728516,82.93167114257812,650.7241821289062,167.55296325683594,30.27429962158203,17.88784408569336,3.7958922386169434,1.9785149097442627,114.98832702636719,42.02278137207031,5.647768020629883,5.761589527130127,35.74005889892578,50.687522888183594
3.3652150630950928,19.679128646850586,106.17969512939453,72.14411163330078,102.20001220703125,96.98788452148438,780.9848022460938,229.81927490234375,34.59920120239258,32.106388092041016,4.42854118347168,1.9785149097442627,131.7342071533203,49.19740295410156,6.454591751098633,5.761589527130127,43.398643493652344,55.19308090209961
4.206518650054932,20.616230010986328,111.00604248046875,81.39335632324219,127.19857788085938,114.55815124511719,827.2996826171875,270.5754089355469,35.56028747558594,27.51976203918457,4.42854118347168,1.9785149097442627,144.01451110839844,57.396968841552734,6.454591751098633,6.584673881530762,53.61008834838867,58.57224655151367
4.206518650054932,22.490432739257812,116.79766082763672,93.41737365722656,174.98995971679688,151.10430908203125,881.1407470703125,341.33258056640625,40.3657341003418,32.106388092041016,5.061189651489258,1.9785149097442627,165.2259521484375,71.74620819091797,7.261415958404541,7.4077582359313965,64.6724853515625,60.82502746582031
4.206518650054932,24.364635467529297,124.51982116699219,107.29124450683594,199.988525390625,170.0802001953125,1014.2960205078125,434.7320251464844,45.17117691040039,38.986328125,5.693838596343994,1.9785149097442627,187.55377197265625,86.09545135498047,8.06824016571045,8.230842590332031,74.8839340209961,65.33058166503906
4.206518650054932,27.175939559936523,138.03359985351562,123.93988037109375,275.7194519042969,228.4134979248047,1119.08349609375,515.67822265625,51.41825485229492,46.78359603881836,6.326487064361572,2.9677724838256836,212.11439514160156,104.54447937011719,8.8750638961792,9.8770112991333,81.69155883789062,66.45697021484375
4.206518650054932,29.050142288208008,144.7904815673828,141.51344299316406,324.9813537597656,269.176513671875,1211.7132568359375,611.3419189453125,60.06805419921875,55.49818420410156,6.959136009216309,2.9677724838256836,242.2569580078125,112.7440414428711,9.68188762664795,10.700095176696777,68.07630157470703,56.3194694519043
4.206518650054932,31.861446380615234,156.3737335205078,165.5614776611328,411.7410583496094,349.29693603515625,1262.65966796875,707.005615234375,67.2762222290039,59.62614822387695,8.224432945251465,2.9677724838256836,257.8864440917969,106.59436798095703,10.4887113571167,11.523179054260254,51.908180236816406,45.05557632446289
4.206518650054932,33.73564910888672,167.95697021484375,194.23414611816406,486.73675537109375,435.03985595703125,1101.7154541015625,582.4729614257812,78.32874298095703,51.82888412475586,8.85708236694336,3.9570298194885254,277.98150634765625,104.54447937011719,11.295536041259766,12.346263885498047,45.95150375366211,40.550018310546875
5.04782247543335,45.91796875,205.6024932861328,269.15301513671875,595.5540161132812,550.3008422851562,940.1921997070312,528.1314697265625,108.60304260253906,49.994232177734375,10.755027770996094,4.946287155151367,365.0600280761719,132.218017578125,15.329655647277832,16.461685180664062,53.61008834838867,43.9291877746582
5.889126300811768,64.65999603271484,273.17138671875,358.8706970214844,744.8101806640625,701.4051513671875,945.9815673828125,636.8145141601562,155.21585083007812,59.16748809814453,13.285622596740723,7.914059638977051,451.0221862792969,176.29067993164062,20.17059898376465,22.22327423095703,68.07630157470703,49.561134338378906
6.7304301261901855,90.89883422851562,364.8720397949219,455.0628356933594,748.4864501953125,775.2002563476562,1247.6072998046875,819.6510009765625,203.27029418945312,79.34864807128906,17.71416473388672,10.881832122802734,592.8038940429688,237.78744506835938,26.62519073486328,29.631032943725586,106.36921691894531,69.83614349365234
9.254341125488281,104.95535278320312,467.1906433105469,508.7084655761719,934.5051879882812,903.8146362304688,1604.23193359375,1120.79345703125,243.15548706054688,109.6203842163086,21.510055541992188,11.871089935302734,685.4644165039062,311.5835266113281,27.43201446533203,35.39262390136719,161.68121337890625,108.13338470458984
10.0956449508667,156.4959259033203,603.293701171875,672.4201049804688,1227.8707275390625,1161.0433349609375,1546.917236328125,1006.449951171875,256.13018798828125,100.90579223632812,23.408002853393555,11.871089935302734,614.0153198242188,294.1594543457031,25.81836700439453,33.74645233154297,139.55641174316406,107.00698852539062
10.936948776245117,195.85418701171875,731.6746215820312,766.7623901367188,1373.4505615234375,1326.203857421875,1431.1300048828125,966.2598266601562,204.23138427734375,94.48451232910156,21.510055541992188,9.892574310302734,463.302490234375,253.16162109375,24.20471954345703,27.98486328125,108.07112884521484,81.10003662109375
12.619556427001953,223.03012084960938,792.4866333007812,872.2037963867188,1442.564208984375,1370.48095703125,1379.604736328125,947.013916015625,150.41041564941406,91.27387237548828,17.71416473388672,8.90331745147705,349.4305419921875,216.26358032226562,20.9774227142334,22.22327423095703,99.56159210205078,75.46808624267578
15.984771728515625,318.6144714355469,1164.115478515625,950.8223876953125,1542.5584716796875,1574.9989013671875,1110.3994140625,810.0280151367188,118.21393585205078,83.0179443359375,12.652974128723145,7.914059638977051,262.3520202636719,159.8915557861328,17.7501277923584,14.815516471862793,90.20109558105469,63.07780456542969
18.508682250976562,372.9663391113281,1340.7598876953125,1058.1136474609375,1530.79443359375,1535.6414794921875,988.8228759765625,343.5968017578125,96.10888671875,38.52766418457031,7.591784477233887,6.924802303314209,256.7700500488281,91.22018432617188,13.716007232666016,10.700095176696777,56.16294860839844,47.308353424072266
23.55650520324707,461.0538635253906,1630.3409423828125,1017.4169311523438,1346.9814453125,1352.9107666015625,861.4569091796875,270.00933837890625,63.912410736083984,32.5650520324707,5.693838596343994,4.946287155151367,212.11439514160156,70.72126770019531,11.295536041259766,9.053926467895508,37.44196701049805,38.297237396240234
27.763023376464844,549.1414184570312,2001.9698486328125,1009.0926513671875,1406.536865234375,1409.1356201171875,832.5101318359375,309.63336181640625,50.93770980834961,30.73040008544922,5.061189651489258,2.9677724838256836,169.69151306152344,59.446861267089844,8.8750638961792,7.4077582359313965,29.783382415771484,27.03334617614746
33.65214920043945,600.6819458007812,2232.66943359375,1137.6571044921875,1525.647705078125,1609.4366455078125,714.986083984375,302.8406677246094,47.57390213012695,30.271738052368164,5.061189651489258,2.9677724838256836,164.10955810546875,58.421913146972656,8.06824016571045,6.584673881530762,24.677658081054688,23.654176712036133
40.3825798034668,717.8196411132812,2653.527099609375,1235.6990966796875,1744.0174560546875,1859.6373291015625,503.6744079589844,248.49916076660156,50.45716857910156,25.685110092163086,4.42854118347168,2.9677724838256836,156.29481506347656,58.421913146972656,7.261415958404541,6.584673881530762,25.52861213684082,22.527788162231445
45.43040466308594,819.9636840820312,2978.822998046875,1653.7650146484375,2627.790283203125,2834.435791015625,405.8341979980469,220.76235961914062,45.17117691040039,23.850460052490234,4.42854118347168,1.9785149097442627,154.06202697753906,58.421913146972656,7.261415958404541,6.584673881530762,24.677658081054688,22.527788162231445
53.00213623046875,1065.4842529296875,3831.15625,2840.443115234375,4626.205078125,4916.1611328125,371.0980529785156,207.17698669433594,45.17117691040039,22.933134078979492,4.42854118347168,1.9785149097442627,145.1309051513672,56.37202072143555,7.261415958404541,6.584673881530762,23.826705932617188,23.654176712036133
49.63692092895508,1046.7421875,3673.8173828125,2673.03173828125,4160.79052734375,4220.37841796875,372.25592041015625,198.68612670898438,43.72954559326172,22.015810012817383,4.42854118347168,1.9785149097442627,146.24729919433594,58.421913146972656,7.261415958404541,6.584673881530762,23.826705932617188,24.780567169189453
40.3825798034668,862.1332397460938,3044.46142578125,1687.9871826171875,2688.816162109375,2756.423828125,587.0411987304688,325.48297119140625,62.47077941894531,33.9410400390625,6.326487064361572,2.9677724838256836,203.18325805664062,96.34490966796875,8.8750638961792,10.700095176696777,46.80245590209961,39.42362976074219
