A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
5.26,52.21,127.02,48.93,50.05,74.62,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,52.21,126.17,48.93,50.05,74.03,72.95,68.82,29.32,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,52.21,125.31,48.93,49.40,73.44,72.95,68.82,29.32,11.28,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,51.26,124.45,48.93,49.40,73.44,72.95,68.82,29.32,11.28,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,51.26,124.45,48.10,49.40,73.44,72.95,68.82,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,595,f
5.26,51.26,124.45,48.10,49.40,73.44,72.95,68.82,29.32,11.28,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,479,f
5.26,51.26,124.45,48.10,49.40,72.85,72.95,68.82,29.32,11.28,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,474,f
5.26,51.26,124.45,48.10,49.40,72.85,72.95,68.82,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,369,f
5.26,51.26,124.45,48.10,49.40,72.85,72.95,68.82,29.32,11.28,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,362,f
5.26,51.26,124.45,48.10,49.40,72.85,72.95,68.82,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,358,f
5.26,51.26,124.45,48.10,49.40,72.85,72.95,68.82,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,354,f
5.26,51.26,124.45,48.10,49.40,72.85,72.95,68.82,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,346,f
5.26,51.26,124.45,48.10,49.40,73.44,72.95,68.82,29.32,11.75,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,343,f
5.26,51.26,124.45,48.10,49.40,73.44,72.95,68.82,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,340,f
5.26,51.26,124.45,48.10,49.40,73.44,72.95,68.82,29.32,11.75,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,337,f
5.26,51.26,124.45,48.10,49.40,73.44,72.95,68.82,29.32,11.28,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,334,f
5.26,51.26,124.45,48.10,49.40,73.44,72.95,68.82,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,334,f
5.26,52.21,124.45,48.10,49.40,73.44,72.95,68.82,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,335,f
5.26,52.21,124.45,48.10,49.40,73.44,72.95,68.82,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,329,f
5.26,52.21,124.45,48.10,49.40,73.44,72.95,68.82,29.32,11.75,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,330,f
5.26,52.21,124.45,48.93,49.40,73.44,72.95,68.82,29.32,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,328,f
5.26,52.21,124.45,48.93,49.40,73.44,72.95,68.82,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,326,f
5.26,52.21,124.45,48.93,49.40,73.44,72.95,68.82,29.32,11.75,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,324,f
5.26,52.21,125.31,48.93,49.40,73.44,72.95,68.82,29.32,11.75,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,326,f
5.26,52.21,125.31,48.93,49.40,73.44,72.95,68.82,29.32,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,325,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,68.82,29.32,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,324,f
5.26,52.21,125.31,48.93,49.40,73.44,72.95,68.82,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,324,f
5.26,52.21,125.31,48.93,49.40,73.44,72.95,68.82,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,322,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,68.82,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,323,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,68.82,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,321,f
5.26,52.21,125.31,48.93,50.05,74.03,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,320,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,320,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,319,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,319,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,319,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,319,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,321,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,318,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.28,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,318,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,315,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,317,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,316,f
5.26,52.21,125.31,48.93,50.05,73.44,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,314,f
5.26,52.21,125.31,48.93,50.05,74.03,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,315,f
5.26,52.21,126.17,48.93,50.05,74.03,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,314,f
5.26,52.21,125.31,48.93,50.05,74.03,72.95,69.38,29.80,11.75,2.61,2.93,96.07,32.55,13.15,9.23,5.53,3.57,315,f
