A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
7.89,102.52,254.05,56.39,61.10,93.57,65.17,69.38,35.47,9.40,2.61,3.91,126.95,36.89,14.91,8.39,5.53,3.57,778,f
7.89,101.57,252.33,56.39,61.10,93.57,65.77,69.94,35.47,9.40,2.61,3.91,126.95,36.89,14.91,8.39,5.53,3.57,1000,f
7.89,102.52,253.19,56.39,61.75,94.17,65.77,69.94,35.47,9.40,2.61,3.91,126.95,36.89,14.91,8.39,5.53,3.57,498,f
7.89,101.57,251.47,56.39,61.10,93.57,65.77,69.94,35.47,9.40,2.61,3.91,128.09,36.89,14.91,8.39,5.53,3.57,544,f
7.89,101.57,251.47,56.39,61.10,93.57,65.77,69.94,35.47,9.40,2.61,3.91,128.09,36.89,14.91,8.39,5.53,3.57,998,f
7.89,101.57,250.62,56.39,61.10,94.17,66.37,70.50,35.47,9.40,2.61,3.91,128.09,36.89,14.91,8.39,5.53,3.57,477,f
7.89,101.57,250.62,56.39,61.75,94.17,65.77,69.94,35.47,9.40,2.61,3.91,128.09,36.89,14.91,8.39,5.53,3.57,489,f
7.89,100.62,250.62,56.39,61.75,94.17,65.77,69.94,35.47,9.40,2.61,3.91,128.09,36.89,14.91,8.39,5.53,3.57,484,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,69.94,35.47,9.40,2.61,3.91,128.09,36.89,14.91,8.39,5.53,3.57,483,f
7.89,101.57,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,487,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,453,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,482,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,476,f
7.89,100.62,249.76,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,480,f
7.89,100.62,249.76,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,490,f
7.89,100.62,249.76,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,477,f
7.89,100.62,249.76,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,473,f
7.89,100.62,249.76,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,468,f
7.89,100.62,249.76,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,453,f
7.89,100.62,249.76,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,424,f
7.89,100.62,249.76,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,436,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,448,f
7.89,100.62,250.62,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,431,f
7.89,100.62,250.62,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,420,f
7.89,100.62,250.62,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,454,f
7.89,100.62,249.76,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,440,f
7.89,100.62,249.76,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,438,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,481,f
7.89,100.62,250.62,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,427,f
7.89,100.62,249.76,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,435,f
7.89,100.62,249.76,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,437,f
7.89,100.62,249.76,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,434,f
7.89,100.62,249.76,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,437,f
7.89,100.62,250.62,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,438,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,461,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,442,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,438,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,432,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,438,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,384,f
7.89,101.57,251.47,57.22,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,428,f
7.89,100.62,250.62,56.39,61.75,94.17,66.37,70.50,35.47,9.40,2.61,3.91,129.24,36.89,14.91,8.39,5.53,3.57,412,f
