A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
6.13,54.11,143.33,54.73,65.00,104.23,95.67,94.56,45.88,13.63,3.26,2.93,161.26,50.99,16.66,10.07,7.38,4.77,1023,f
6.13,54.11,143.33,54.73,65.00,104.83,95.67,94.56,45.40,13.63,3.26,2.93,161.26,50.99,16.66,10.07,7.38,5.96,843,f
6.13,54.11,144.19,54.73,65.65,104.83,95.67,94.56,45.40,13.63,3.26,2.93,161.26,50.99,16.66,10.07,7.38,4.77,1023,f
6.13,54.11,144.19,55.56,65.65,104.83,95.67,94.56,45.40,13.63,3.26,2.93,161.26,50.99,16.66,10.07,7.38,4.77,1023,f
6.13,54.11,144.19,55.56,65.65,104.83,95.67,94.56,45.40,13.63,3.26,2.93,161.26,50.99,16.66,10.07,7.38,4.77,551,f
6.13,54.11,144.19,55.56,65.65,104.83,95.67,94.56,45.40,13.63,3.26,2.93,161.26,50.99,16.66,10.07,7.38,5.96,994,f
6.13,54.11,144.19,55.56,65.65,104.83,95.67,94.56,45.40,13.63,3.26,2.93,161.26,50.99,16.66,10.07,7.38,4.77,456,f
6.13,54.11,144.19,55.56,65.65,104.83,95.67,94.00,45.40,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,4.77,415,f
6.13,54.11,144.19,54.73,65.65,104.83,95.67,94.56,45.40,13.63,3.26,2.93,161.26,50.99,16.66,10.07,7.38,5.96,403,f
6.13,54.11,144.19,55.56,65.65,104.83,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,405,f
6.13,54.11,144.19,55.56,65.65,104.83,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,405,f
6.13,54.11,144.19,55.56,65.65,105.42,95.67,94.56,45.40,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,418,f
6.13,54.11,144.19,55.56,65.65,105.42,95.67,94.56,45.40,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,410,f
6.13,54.11,144.19,55.56,65.65,105.42,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,381,f
6.13,54.11,145.05,55.56,65.65,105.42,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,407,f
6.13,54.11,145.05,55.56,65.65,105.42,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,368,f
6.13,54.11,145.05,55.56,65.65,105.42,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,4.77,374,f
6.13,54.11,145.05,55.56,65.65,105.42,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,394,f
6.13,54.11,144.19,54.73,65.00,104.83,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,370,f
6.13,54.11,144.19,54.73,65.00,104.83,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,380,f
6.13,54.11,144.19,54.73,65.00,104.23,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,375,f
6.13,54.11,144.19,54.73,65.00,104.23,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,4.77,354,f
6.13,54.11,145.05,54.73,65.00,104.83,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,365,f
6.13,54.11,145.05,54.73,65.00,104.83,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,4.77,359,f
6.13,54.11,145.05,54.73,65.65,104.83,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,351,f
6.13,54.11,145.05,55.56,65.65,104.83,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,382,f
6.13,54.11,145.05,55.56,65.65,105.42,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,4.77,354,f
6.13,55.06,145.05,55.56,65.65,105.42,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,17.54,10.07,7.38,5.96,369,f
6.13,55.06,145.91,55.56,65.65,105.42,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,17.54,10.07,7.38,5.96,354,f
6.13,55.06,145.91,55.56,65.65,105.42,95.67,94.56,45.88,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,4.77,362,f
6.13,55.06,145.91,55.56,66.30,106.01,96.26,95.12,45.88,13.63,3.26,2.93,163.55,50.99,16.66,10.07,7.38,5.96,356,f
6.13,55.06,146.76,55.56,66.30,106.01,96.26,95.12,45.88,13.63,3.26,2.93,163.55,50.99,16.66,10.07,7.38,5.96,351,f
6.13,55.06,146.76,55.56,66.30,106.01,96.26,95.12,45.88,13.63,3.26,2.93,163.55,50.99,17.54,10.07,7.38,5.96,351,f
6.13,55.06,146.76,55.56,66.30,106.01,96.26,95.12,45.88,13.63,3.26,2.93,163.55,50.99,16.66,10.07,7.38,5.96,367,f
6.13,55.06,146.76,55.56,66.30,106.60,96.26,95.12,45.88,13.63,3.26,2.93,163.55,50.99,17.54,10.07,7.38,5.96,347,f
6.13,55.06,146.76,55.56,66.30,106.60,96.26,95.12,45.88,13.63,3.26,2.93,163.55,50.99,17.54,10.07,7.38,5.96,341,f
6.13,55.06,146.76,55.56,66.30,106.60,96.26,95.12,45.88,13.63,3.26,2.93,163.55,50.99,17.54,10.07,7.38,4.77,346,f
6.13,55.06,146.76,55.56,66.30,106.60,96.26,95.12,46.35,13.63,3.26,2.93,163.55,50.99,17.54,10.07,7.38,5.96,376,f
6.13,55.06,146.76,55.56,66.30,106.60,96.26,95.12,46.35,13.63,3.26,2.93,163.55,50.99,17.54,10.07,7.38,5.96,344,f
6.13,55.06,147.62,55.56,66.30,106.60,96.86,95.68,46.35,13.63,3.26,2.93,163.55,52.08,17.54,10.07,7.38,5.96,342,f
6.13,55.06,147.62,55.56,66.30,106.60,96.86,95.68,46.35,13.63,3.26,2.93,163.55,52.08,17.54,10.07,7.38,5.96,343,f
6.13,55.06,147.62,55.56,66.30,106.60,96.86,95.68,46.35,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,324,f
6.13,55.06,147.62,55.56,66.30,107.20,96.86,95.68,46.35,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,339,f
6.13,55.06,147.62,55.56,66.30,107.20,96.86,95.68,46.35,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,338,f
6.13,55.06,147.62,55.56,66.30,107.20,96.86,95.68,46.35,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,338,f
6.13,55.06,147.62,55.56,66.95,107.20,97.46,96.24,46.35,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,345,f
6.13,55.06,147.62,55.56,66.95,107.20,97.46,96.24,46.35,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,380,f
6.13,55.06,147.62,55.56,66.95,107.20,97.46,96.24,46.82,14.10,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,345,f
