A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
3,11,51,38,44,53,139,104,36,16,2,1,76,19,4,3,10,5
3,12,56,43,50,60,158,122,43,19,2,1,89,23,4,3,11,6
2,13,63,49,58,69,178,142,51,21,3,1,105,27,5,4,13,6
3,14,70,56,67,79,200,164,61,24,3,1,122,31,6,5,15,7
3,16,78,64,78,91,222,188,71,27,4,2,141,36,7,6,17,8
3,18,87,72,89,103,245,213,83,31,4,2,162,41,8,6,19,9
3,21,98,81,101,117,268,240,95,34,5,2,185,47,9,7,22,10
3,24,110,91,113,131,293,269,110,38,6,3,210,53,11,9,24,11
4,28,127,103,129,149,319,300,127,42,6,3,239,59,12,10,27,12
4,32,143,114,144,166,347,333,144,46,7,4,269,66,14,11,30,13
5,37,163,128,162,186,377,370,163,50,8,4,300,74,16,12,33,14
6,42,182,141,179,206,410,419,184,55,9,5,334,82,19,14,36,15
6,48,207,156,199,228,457,476,209,60,11,5,376,94,21,16,42,17
7,55,233,171,218,251,503,527,239,66,12,6,418,107,24,19,47,20
8,63,263,187,239,276,547,583,278,71,13,7,459,117,27,21,51,21
9,72,298,205,262,302,620,678,318,79,15,8,503,128,31,23,55,23
11,85,347,227,295,340,720,777,375,89,18,10,577,149,37,28,63,26
12,99,397,248,327,376,782,886,454,98,20,12,644,170,43,32,71,29
14,113,454,271,362,416,895,1031,549,108,24,15,707,186,50,36,77,31
15,130,516,295,397,456,917,1076,585,112,25,17,791,209,58,42,86,34
16,148,588,323,438,501,948,1163,641,118,27,18,907,244,66,49,102,39
18,169,665,351,480,545,952,1200,681,121,28,20,1066,271,80,58,113,41
19,194,756,381,525,593,1023,1280,741,129,31,22,923,249,79,52,99,39
22,221,851,410,569,638,1001,1273,752,131,31,24,737,194,64,42,78,27
25,254,957,451,627,700,708,1042,678,114,28,22,605,148,58,35,51,18
28,291,1070,510,709,781,475,736,569,88,23,20,448,108,49,28,36,13
31,325,1184,568,792,866,336,448,397,58,15,15,325,80,32,19,28,11
34,362,1308,599,844,908,299,364,261,50,11,9,296,73,28,17,26,11
45,478,1653,713,1009,1072,275,330,228,47,10,8,275,68,26,15,24,10
48,525,1847,850,1183,1259,260,306,209,44,9,7,248,61,23,14,22,9
46,478,1700,732,1048,1109,242,282,189,41,8,7,229,57,21,13,20,8
53,598,1956,829,1177,1197,219,253,167,36,7,6,213,52,19,12,19,8
56,608,2067,866,1219,1266,204,235,154,34,7,5,202,49,18,11,18,7
79,911,2936,1464,1939,1864,191,219,144,32,6,5,191,46,17,10,17,7
82,893,2893,1575,2175,2092,182,208,136,30,6,5,182,44,16,10,16,7
59,626,2170,875,1272,1220,173,198,129,29,6,4,172,41,15,9,15,6
40,372,1368,425,535,598,163,187,122,27,5,4,164,39,14,9,14,6
25,196,754,245,299,353,155,177,116,26,5,4,156,37,14,8,14,6
18,138,530,213,259,308,146,167,110,24,5,4,149,36,13,8,13,5
16,123,475,197,238,284,141,159,104,23,5,4,143,34,12,8,13,5
14,109,420,176,214,255,135,154,100,23,4,3,136,32,12,7,12,5
11,97,373,154,192,228,129,147,96,21,4,3,130,31,11,7,11,5
10,89,341,142,178,211,124,141,92,20,4,3,125,30,11,7,11,4
10,84,322,136,170,200,119,135,88,20,4,3,118,29,10,6,10,4
9,80,304,127,160,188,115,130,85,19,4,3,113,27,10,6,10,4
9,75,288,120,151,178,111,126,82,18,4,3,108,27,9,6,10,4
8,71,273,112,142,168,107,122,80,18,3,3,104,25,9,6,9,4
8,67,257,107,134,159,103,117,76,17,3,3,99,24,9,5,9,4
7,64,244,103,129,153,99,112,73,16,3,2,95,23,8,5,8,3
7,61,234,99,124,146,96,108,71,16,3,2,92,23,8,5,8,3
7,58,221,92,117,138,92,105,68,15,3,2,88,22,8,5,8,3
6,54,210,87,111,131,89,101,66,15,3,2,84,21,7,5,8,3
6,52,199,84,106,125,86,98,64,14,3,2,82,20,7,4,7,3
6,49,190,80,101,120,84,95,61,14,3,2,79,20,7,4,7,3
6,47,182,76,97,115,81,92,60,13,3,2,76,19,6,4,7,3
5,45,173,73,93,109,78,89,58,13,2,2,74,18,6,4,7,3
5,43,164,70,89,105,76,86,56,12,2,2,72,18,6,4,6,3
5,41,158,68,85,101,74,84,54,12,2,2,70,17,6,4,6,2
5,40,153,66,83,98,72,82,53,12,2,2,68,17,6,4,6,2
5,38,148,64,81,95,70,79,51,11,2,2,66,16,5,3,6,2
4,37,143,61,78,92,68,77,50,11,2,2,64,16,5,3,6,2
4,35,136,59,74,88,67,75,48,11,2,2,62,15,5,3,6,2
4,34,131,57,72,85,65,73,47,10,2,1,60,15,5,3,5,2
4,33,126,54,69,82,64,72,46,10,2,1,59,15,5,3,5,2
4,31,121,53,67,79,62,70,45,10,2,1,58,14,5,3,5,2
