A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Stage,Interval
8.33,131.06,433.53,24.07,59.88,388.97,47.95,47.47,25.84,7.35,2.12,1.68,58.66,121.71,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,436.14,24.07,59.88,394.27,47.95,47.47,25.84,7.68,2.12,1.68,58.66,120.72,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,437.01,24.07,59.88,396.25,47.95,47.47,25.47,7.35,2.12,1.68,58.66,120.72,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,439.62,24.07,59.88,397.57,47.95,47.47,25.84,7.68,2.12,1.68,58.66,119.72,7.84,9.25,5.15,4.42,Draining, 3
8.33,132.01,441.36,24.07,60.64,397.57,47.95,47.47,25.84,7.68,2.12,1.68,58.66,118.72,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,442.23,24.07,60.64,398.90,47.95,47.47,25.84,7.68,2.12,1.68,58.66,118.72,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,443.11,24.07,60.64,399.56,47.95,47.47,25.84,7.68,2.12,1.68,58.66,117.72,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,443.98,24.07,60.64,400.88,47.95,47.47,25.84,7.68,2.12,1.68,58.66,117.72,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,446.59,24.07,60.64,402.87,47.95,47.47,25.47,7.68,2.12,1.68,58.66,116.73,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,448.33,24.07,60.64,403.53,47.95,47.47,25.84,7.68,2.12,1.68,58.66,116.73,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,449.20,24.07,61.40,404.85,47.95,47.47,25.84,7.68,2.12,1.68,58.66,115.73,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,450.94,24.07,61.40,406.17,47.95,47.47,25.84,7.68,2.12,1.68,58.66,114.73,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,451.81,24.07,61.40,406.83,47.95,47.47,25.84,7.68,2.12,1.68,58.66,114.73,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,452.68,24.07,61.40,407.50,47.95,47.47,25.84,7.68,2.12,1.68,58.66,113.73,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,454.42,24.07,61.40,408.82,47.95,47.47,25.84,7.68,2.12,1.68,58.66,113.73,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,455.29,24.07,61.40,409.48,47.95,47.47,25.84,7.68,2.12,1.68,58.66,112.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,456.16,24.07,61.40,410.80,47.95,47.47,25.84,7.68,2.12,1.68,58.66,112.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,457.90,24.07,61.40,411.46,47.95,47.87,25.84,7.68,2.12,1.68,58.66,112.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,458.77,24.07,61.40,412.13,47.95,47.47,25.84,7.68,2.12,1.68,58.66,111.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,459.65,24.07,61.40,412.79,47.95,47.47,25.84,7.68,2.12,1.68,58.66,111.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,460.52,24.07,61.40,414.11,48.38,47.47,25.84,7.68,2.12,1.68,58.66,110.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,461.39,24.07,61.40,414.77,48.38,47.87,25.84,7.68,2.12,1.68,58.66,110.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,462.26,24.07,61.40,415.43,48.38,47.87,25.84,7.68,2.12,1.68,58.66,111.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,464.00,24.07,61.40,416.76,48.38,47.87,25.84,7.68,2.12,1.68,58.66,110.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,464.87,24.07,61.40,417.42,48.38,47.87,25.84,7.68,2.12,1.68,58.66,109.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,465.74,24.07,61.40,417.42,48.38,47.87,25.84,7.68,2.12,1.68,58.66,108.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,466.61,24.07,61.40,418.08,48.38,47.87,25.84,7.68,2.12,1.68,58.66,108.75,7.84,9.25,6.01,5.53,Draining, 3
8.33,132.96,467.48,24.07,61.40,418.08,48.38,47.87,25.84,7.68,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,469.22,24.07,61.40,419.40,48.38,47.87,25.84,7.68,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,469.22,24.07,61.40,419.40,48.38,47.87,25.84,7.68,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,470.09,24.07,61.40,420.06,48.38,47.87,25.84,7.68,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,471.83,24.07,61.40,420.73,48.38,47.87,25.84,7.68,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,472.70,24.07,61.40,421.39,48.38,47.87,25.84,7.68,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,472.70,24.07,61.40,422.05,48.38,47.87,25.84,7.68,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,473.57,24.07,61.40,422.71,48.38,47.87,25.84,7.68,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,474.44,24.07,61.40,423.37,48.38,47.87,25.84,7.68,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,475.32,24.07,61.40,424.03,47.95,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,476.19,24.07,61.40,425.36,47.95,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,477.06,24.07,61.40,426.68,48.38,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,477.93,24.07,61.40,427.34,47.95,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,479.67,24.07,61.40,428.66,47.95,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,480.54,24.07,61.40,429.99,47.95,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,480.54,24.07,61.40,430.65,47.95,47.87,25.84,7.68,2.12,1.68,58.66,104.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,481.41,24.07,62.16,431.97,47.95,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,483.15,24.07,62.16,432.63,47.95,47.87,25.84,7.68,2.12,1.68,58.66,104.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,484.02,24.07,62.16,433.96,47.95,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,484.89,24.07,62.16,435.28,47.95,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,4.42,Draining, 3
8.33,132.01,485.76,24.07,62.16,435.94,47.95,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,486.63,24.07,62.16,436.60,47.95,47.87,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,486.63,24.07,62.16,437.26,47.95,47.47,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,487.50,24.07,62.16,437.93,47.95,47.47,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,484.02,24.07,61.40,433.96,47.95,47.47,25.84,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,472.70,24.07,61.40,428.66,47.53,47.47,25.47,7.68,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,487.50,24.07,62.16,436.60,47.53,47.06,25.47,7.35,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,488.37,24.07,62.16,437.93,47.10,47.06,25.47,7.35,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,487.50,24.07,62.16,437.93,47.53,47.06,25.47,7.35,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,487.50,24.07,62.16,437.93,47.53,47.06,25.47,7.35,2.12,1.68,58.66,103.76,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,486.63,24.07,62.16,437.93,47.53,47.06,25.47,7.35,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,486.63,24.07,62.16,437.93,47.53,47.06,25.47,7.35,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,486.63,24.07,62.16,437.93,47.10,47.06,25.47,7.35,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,486.63,24.07,62.16,437.93,47.10,47.06,25.47,7.35,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,486.63,24.07,62.16,437.26,47.10,47.06,25.47,7.35,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,482.28,24.07,62.16,433.96,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
9.09,143.41,525.81,25.73,68.98,480.26,47.10,47.06,25.47,7.35,2.12,1.68,58.66,105.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,788.71,24.07,62.91,603.97,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,445.72,24.07,61.40,410.14,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,478.80,24.07,62.16,435.94,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,484.02,24.07,62.16,444.54,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,134.86,490.11,25.73,65.19,454.46,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,481.41,24.07,61.40,442.56,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,483.15,24.07,62.16,443.22,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,483.15,24.07,62.16,443.88,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,487.50,24.07,62.91,446.53,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,484.02,24.07,62.16,445.20,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,484.89,24.07,62.16,445.20,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,485.76,24.07,62.16,445.86,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,484.89,24.07,62.16,445.86,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,484.89,24.07,62.16,445.86,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,486.63,24.07,62.16,447.19,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,485.76,24.07,62.16,446.53,47.10,47.06,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,481.41,24.07,62.91,440.57,47.10,46.66,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,135.81,491.86,24.90,65.19,457.11,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,134.86,530.16,24.90,65.19,484.89,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,547.57,24.07,62.16,465.05,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,479.67,24.07,61.40,433.30,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,461.39,24.07,61.40,426.02,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,471.83,24.07,61.40,435.28,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,472.70,24.07,61.40,437.93,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,476.19,24.07,62.16,441.23,47.10,46.66,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,474.44,24.07,61.40,441.23,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,474.44,24.07,61.40,441.23,47.10,46.66,25.47,7.35,2.12,1.68,58.66,109.74,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,475.32,24.90,63.67,445.86,47.10,46.66,25.47,7.35,2.12,1.68,58.66,108.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,464.87,24.07,61.40,434.62,47.10,46.66,25.47,7.35,2.12,1.68,58.66,108.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,462.26,24.07,61.40,429.33,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,465.74,24.07,61.40,431.31,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,467.48,24.07,61.40,434.62,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,467.48,24.07,61.40,434.62,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,470.09,24.07,62.16,436.60,47.10,46.25,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,465.74,24.07,61.40,433.30,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,465.74,24.07,61.40,433.30,47.10,46.66,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,465.74,24.07,61.40,432.63,46.68,46.25,25.47,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,468.35,24.07,61.40,430.65,47.10,46.25,25.47,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,466.61,24.07,62.16,433.30,47.10,46.25,25.10,7.35,2.12,1.68,58.66,108.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,465.74,24.07,62.16,432.63,47.10,46.25,25.10,7.35,2.12,1.68,58.66,108.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,465.74,24.07,62.16,431.97,47.10,46.66,25.10,7.35,2.12,1.68,58.66,108.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,460.52,24.07,61.40,427.34,47.10,46.66,25.10,7.35,2.12,1.68,58.66,108.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,458.77,24.07,62.16,424.03,47.10,46.25,25.10,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,458.77,24.07,62.16,426.02,47.10,46.66,25.10,7.35,2.12,1.68,58.66,108.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,460.52,24.07,62.16,427.34,47.10,46.25,25.10,7.35,2.12,1.68,58.66,108.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,470.96,24.07,62.16,433.30,47.10,46.66,25.10,7.35,2.12,1.68,58.66,108.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,131.06,475.32,24.07,62.16,433.96,47.10,46.25,25.10,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,468.35,24.07,61.40,432.63,47.10,46.25,25.10,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.96,467.48,24.90,62.91,434.62,46.68,46.25,25.10,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,467.48,24.90,62.91,435.94,46.68,46.25,25.10,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,130.11,463.13,24.07,62.16,429.33,46.68,46.25,25.10,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,462.26,24.07,63.67,431.97,46.68,46.25,25.10,7.35,2.12,1.68,58.66,106.75,7.84,9.25,5.15,5.53,Draining, 3
8.33,132.01,473.57,24.90,63.67,438.59,46.68,46.25,25.10,7.35,2.12,1.68,58.66,107.75,7.84,9.25,5.15,5.53,Draining, 3
