A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
5.26,54.11,130.46,49.76,51.35,76.40,72.35,66.58,27.43,11.75,2.61,2.93,98.36,33.63,13.15,9.23,5.53,3.57,1022,f
5.26,54.11,129.60,49.76,50.70,75.21,72.35,66.02,27.43,11.75,2.61,2.93,98.36,33.63,13.15,9.23,5.53,3.57,1023,f
5.26,54.11,128.74,48.93,50.70,74.62,72.35,66.02,27.43,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,1023,f
5.26,53.16,127.88,48.93,50.05,74.62,72.35,66.02,26.96,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,1023,f
5.26,53.16,127.88,48.93,50.05,74.03,72.35,66.02,26.96,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,604,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,570,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,476,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,422,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,385,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,367,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,374,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,384,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,8.39,5.53,3.57,381,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,1022,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,65.46,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,363,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,8.39,5.53,3.57,341,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,338,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,335,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,331,f
5.26,53.16,127.02,48.93,50.05,74.03,71.75,66.02,26.96,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,333,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,26.96,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,332,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,26.96,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,333,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,26.96,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,328,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,336,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,26.96,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,326,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,329,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,325,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,322,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,322,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,323,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,323,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,323,f
5.26,53.16,127.88,48.93,50.05,74.03,72.35,66.02,27.43,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,322,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,321,f
5.26,53.16,127.88,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,320,f
5.26,53.16,127.88,48.93,50.05,74.62,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,320,f
5.26,53.16,127.88,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,318,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,321,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.75,2.61,2.93,97.21,33.63,13.15,8.39,5.53,3.57,320,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,317,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,320,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,8.39,5.53,3.57,317,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,317,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,318,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,317,f
5.26,53.16,127.02,48.93,50.05,74.03,72.35,66.02,27.43,11.75,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,316,f
5.26,53.16,127.88,48.93,50.05,74.03,72.35,66.02,27.43,11.28,2.61,2.93,97.21,33.63,13.15,9.23,5.53,3.57,324,f
