A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,1023,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,1023,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,698,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,582,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,530,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,498,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,499,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,11.93,4.38,2.52,0.92,1.19,493,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,491,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,501,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,492,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,484,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,11.93,4.38,2.52,0.92,1.19,480,f
0.88,0.95,1.72,0.83,1.30,2.37,2.99,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,472,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,473,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,484,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,434,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,460,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,441,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,430,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,5.60,4.73,1.88,0.00,0.00,10.29,11.93,4.38,2.52,0.92,1.19,460,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,443,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,472,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,5.60,4.73,1.88,0.00,0.00,10.29,11.93,4.38,2.52,0.92,1.19,463,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,466,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,450,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,457,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,5.60,4.73,1.88,0.00,0.00,10.29,13.02,4.38,2.52,0.92,1.19,496,f
