A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
4.38,52.21,104.71,22.39,22.10,30.80,7.77,9.51,6.15,0.94,0.65,0.98,53.75,21.70,8.77,5.03,2.77,1.19,1023,f
4.38,55.06,108.14,23.22,23.40,31.98,7.77,9.51,6.62,0.94,0.65,0.98,56.04,22.78,9.65,5.03,2.77,2.38,1023,f
4.38,56.01,109.00,23.22,23.40,32.57,7.77,9.51,6.62,0.94,0.65,0.98,56.04,22.78,9.65,5.03,2.77,1.19,432,f
5.26,56.01,109.86,23.22,23.40,32.57,8.37,9.51,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,427,f
4.38,56.95,109.86,23.22,23.40,32.57,8.37,9.51,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,463,f
5.26,56.95,110.72,23.22,24.05,32.57,8.37,10.07,6.62,0.94,0.65,0.98,57.18,22.78,9.65,5.03,2.77,1.19,466,f
5.26,56.95,110.72,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,442,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,425,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,431,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,393,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,415,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,58.33,22.78,9.65,5.87,2.77,2.38,410,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,446,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,0.94,0.65,0.98,58.33,22.78,9.65,5.87,2.77,2.38,481,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,0.94,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,438,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.87,2.77,2.38,450,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.87,2.77,2.38,473,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.87,2.77,2.38,463,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,500,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,1.19,522,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,422,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,9.51,6.62,0.94,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,446,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,449,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,58.33,22.78,9.65,5.87,2.77,2.38,440,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,58.33,22.78,9.65,5.87,2.77,2.38,455,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,501,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,446,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,0.94,0.65,0.98,57.18,22.78,9.65,5.87,2.77,2.38,455,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.87,2.77,2.38,468,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,0.94,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,519,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,491,f
5.26,56.95,111.58,23.22,24.05,33.17,8.37,10.07,6.62,0.94,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,426,f
5.26,56.95,110.72,23.22,24.05,33.17,8.37,9.51,6.62,0.94,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,455,f
5.26,56.95,110.72,23.22,24.05,33.17,8.37,9.51,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,429,f
5.26,56.95,110.72,23.22,24.05,33.17,8.37,9.51,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.87,2.77,2.38,453,f
5.26,56.95,110.72,23.22,24.05,32.57,8.37,10.07,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.87,2.77,2.38,440,f
5.26,56.95,110.72,23.22,24.05,32.57,8.37,9.51,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,453,f
5.26,56.95,110.72,23.22,24.05,32.57,8.37,9.51,6.62,1.41,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,460,f
4.38,56.01,109.00,23.22,23.40,32.57,7.77,9.51,6.62,0.94,0.65,0.98,57.18,22.78,9.65,5.03,2.77,2.38,453,f
4.38,55.06,108.14,23.22,23.40,31.98,7.77,9.51,6.62,0.94,0.65,0.98,56.04,21.70,9.65,5.03,2.77,1.19,446,f
4.38,49.36,100.42,21.56,22.10,29.61,7.77,8.95,6.15,0.94,0.65,0.98,52.61,20.61,8.77,5.03,2.77,1.19,453,f
4.38,51.26,102.13,22.39,22.10,30.80,7.77,9.51,6.15,0.94,0.65,0.98,53.75,21.70,8.77,5.03,2.77,1.19,440,f
4.38,52.21,104.71,22.39,22.75,31.39,7.77,9.51,6.15,0.94,0.65,0.98,54.90,21.70,9.65,5.03,2.77,2.38,1023,f
4.38,52.21,104.71,22.39,22.75,31.39,7.77,9.51,6.15,0.94,0.65,0.98,54.90,21.70,9.65,5.03,2.77,2.38,446,f
