A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
5.26,69.30,144.19,29.03,32.50,45.60,8.37,9.51,6.62,1.41,0.65,0.98,61.76,22.78,9.65,5.87,2.77,2.38,1023,f
5.26,69.30,144.19,29.03,32.50,45.60,8.37,9.51,6.62,1.41,0.65,0.98,61.76,22.78,9.65,5.87,2.77,2.38,1023,f
5.26,69.30,144.19,29.03,32.50,45.60,8.37,9.51,6.62,1.41,0.65,0.98,61.76,22.78,9.65,5.87,2.77,2.38,602,f
5.26,69.30,144.19,29.03,32.50,45.60,8.37,9.51,6.62,1.41,0.65,0.98,61.76,22.78,9.65,5.87,2.77,2.38,466,f
5.26,68.35,144.19,29.03,32.50,45.60,8.37,9.51,6.62,1.41,0.65,0.98,61.76,22.78,9.65,5.87,2.77,2.38,508,f
5.26,68.35,143.33,29.03,32.50,45.60,8.37,9.51,6.62,1.41,0.65,0.98,61.76,22.78,9.65,5.87,2.77,2.38,467,f
5.26,68.35,143.33,29.03,32.50,45.01,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,477,f
5.26,68.35,142.47,29.03,31.85,45.01,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,481,f
5.26,67.40,142.47,29.03,31.85,45.01,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,450,f
5.26,67.40,142.47,29.03,31.85,45.01,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,480,f
5.26,67.40,141.61,28.20,31.85,45.01,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,459,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,534,f
5.26,66.45,139.90,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.03,2.77,1.19,454,f
5.26,64.55,138.18,28.20,31.20,43.83,7.77,9.51,6.62,1.41,0.65,0.98,59.47,21.70,8.77,5.03,2.77,2.38,474,f
5.26,66.45,139.90,28.20,31.20,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.03,2.77,1.19,474,f
5.26,66.45,139.90,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,413,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.03,2.77,1.19,449,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,441,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,452,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,449,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,1.19,448,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,443,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.03,2.77,1.19,416,f
5.26,67.40,140.76,28.20,31.85,45.01,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,443,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,413,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,475,f
5.26,67.40,140.76,28.20,31.85,45.01,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.03,2.77,2.38,442,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,401,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,1.19,437,f
5.26,67.40,140.76,28.20,31.85,45.01,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,431,f
5.26,66.45,139.90,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.03,2.77,1.19,478,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,451,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,1.19,475,f
5.26,66.45,140.76,28.20,31.85,44.42,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,9.65,5.87,2.77,2.38,444,f
