A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
6.13,54.11,146.76,53.91,65.65,106.60,95.67,94.00,44.93,13.63,3.26,2.93,163.55,50.99,16.66,10.07,7.38,5.96,1006,f
6.13,54.11,145.91,53.91,65.65,106.60,95.07,93.44,44.93,13.63,3.26,2.93,162.40,50.99,16.66,10.07,7.38,5.96,1023,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,94.56,45.40,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,1023,f
6.13,55.06,147.62,54.73,66.30,107.79,96.26,94.56,45.40,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,801,f
6.13,55.06,147.62,54.73,66.30,107.79,96.26,94.56,45.40,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,1023,f
6.13,55.06,147.62,54.73,66.30,107.20,96.26,94.56,45.40,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,454,f
6.13,55.06,147.62,54.73,66.30,107.79,96.26,94.56,45.40,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,448,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,424,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,426,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,395,f
6.13,55.06,148.48,54.73,66.95,107.79,96.26,94.56,45.40,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,419,f
6.13,55.06,148.48,54.73,66.95,107.79,96.26,94.56,45.40,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,408,f
6.13,55.06,148.48,54.73,66.95,107.79,96.26,94.56,45.40,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,414,f
6.13,55.06,148.48,54.73,66.95,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,444,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,407,f
6.13,55.06,148.48,54.73,66.95,107.79,96.26,94.56,45.40,13.63,3.26,2.93,164.69,52.08,16.66,10.07,7.38,5.96,393,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,412,f
6.13,55.06,148.48,54.73,66.95,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,419,f
6.13,55.06,148.48,54.73,66.95,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,384,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,389,f
6.13,55.06,148.48,54.73,66.95,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,375,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,391,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.88,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,389,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.88,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,410,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.88,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,387,f
6.13,55.06,148.48,54.73,66.95,107.79,96.86,95.12,45.88,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,382,f
6.13,55.06,147.62,54.73,66.30,107.20,96.26,94.56,45.88,13.63,3.26,2.93,163.55,50.99,16.66,10.07,7.38,5.96,383,f
6.13,55.06,147.62,54.73,66.30,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,16.66,10.07,7.38,5.96,391,f
6.13,55.06,147.62,54.73,66.30,107.79,96.26,95.12,45.40,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,382,f
6.13,55.06,148.48,54.73,66.30,107.79,96.26,95.12,45.88,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,384,f
6.13,55.06,148.48,54.73,66.30,107.79,96.86,95.12,45.88,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,379,f
6.13,55.06,148.48,54.73,66.95,107.79,96.26,95.12,45.88,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,385,f
6.13,55.06,148.48,54.73,66.95,107.79,96.86,95.12,45.88,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,378,f
6.13,55.06,148.48,54.73,66.30,107.79,96.86,95.12,45.88,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,381,f
6.13,55.06,148.48,54.73,66.95,107.79,96.86,95.12,45.88,13.63,3.26,2.93,164.69,52.08,16.66,10.07,7.38,5.96,388,f
6.13,55.06,148.48,54.73,66.95,107.79,96.86,95.12,45.88,13.63,3.26,2.93,164.69,50.99,17.54,10.07,7.38,5.96,396,f
6.13,55.06,148.48,54.73,66.95,108.38,96.86,95.68,45.88,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,337,f
6.13,55.06,148.48,55.56,66.95,108.38,96.86,95.68,45.88,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,392,f
6.13,55.06,148.48,55.56,66.95,108.38,96.86,95.68,45.88,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,379,f
6.13,55.06,149.34,55.56,66.95,108.38,97.46,95.68,45.88,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,378,f
6.13,55.06,149.34,55.56,66.95,108.38,97.46,95.68,45.88,13.63,3.26,2.93,165.83,52.08,17.54,10.91,7.38,5.96,390,f
6.13,55.06,149.34,55.56,66.95,108.38,97.46,95.68,45.88,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,373,f
6.13,55.06,149.34,55.56,66.95,108.38,97.46,96.24,46.35,14.10,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,360,f
6.13,55.06,149.34,55.56,66.95,108.38,97.46,96.24,46.35,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,378,f
6.13,55.06,149.34,55.56,66.95,108.38,97.46,96.24,46.35,14.10,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,357,f
6.13,55.06,149.34,55.56,66.95,108.38,97.46,96.24,46.35,14.10,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,372,f
6.13,56.01,149.34,55.56,66.95,108.97,97.46,96.24,46.35,14.10,3.26,2.93,166.98,52.08,17.54,10.07,7.38,5.96,372,f
6.13,56.01,149.34,55.56,66.95,108.97,98.06,96.24,46.35,14.10,3.26,2.93,166.98,52.08,17.54,10.91,7.38,5.96,385,f
6.13,56.01,149.34,55.56,66.95,108.97,98.06,96.24,46.35,14.10,3.26,2.93,166.98,52.08,17.54,10.91,7.38,5.96,375,f
6.13,56.01,149.34,55.56,66.95,108.97,98.06,96.80,46.35,14.10,3.26,2.93,166.98,52.08,17.54,10.91,7.38,5.96,371,f
6.13,56.01,149.34,55.56,66.95,108.97,98.06,96.80,46.35,14.10,3.26,2.93,166.98,52.08,17.54,10.91,7.38,5.96,362,f
6.13,56.01,149.34,55.56,66.95,108.97,98.06,96.80,46.35,14.10,3.26,2.93,166.98,52.08,17.54,10.91,7.38,5.96,379,f
6.13,56.01,149.34,55.56,67.60,108.97,98.66,96.80,46.82,14.10,3.26,2.93,168.12,50.99,17.54,10.91,7.38,5.96,383,f
