A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
5,22,127,72,96,108,529,206,85,34,6,2,110,35,9,6,18,18
5,22,127,73,99,112,620,219,85,36,6,2,107,36,9,6,20,19
5,22,130,75,105,118,699,238,88,38,7,2,107,36,8,6,21,21
5,22,132,78,111,124,795,250,88,40,7,3,109,38,9,6,23,23
5,23,135,80,119,131,837,267,89,42,7,2,108,38,8,6,26,25
5,24,140,84,125,138,914,293,88,46,7,2,108,40,8,6,29,27
5,25,140,84,129,141,954,323,91,48,7,3,113,43,8,7,33,29
5,26,142,88,142,153,989,358,90,52,6,2,116,47,9,7,38,31
5,26,144,90,152,160,1025,399,92,57,6,2,120,50,9,7,41,33
5,27,148,94,169,178,1085,450,92,62,7,2,127,56,9,7,47,36
6,28,152,100,184,190,1160,505,96,68,7,3,132,62,9,8,53,38
6,29,155,104,208,214,1249,580,100,76,7,3,138,69,10,9,59,41
6,30,159,109,233,236,1337,639,105,83,8,3,143,77,10,9,66,44
6,31,162,115,244,252,1426,707,107,90,8,3,154,88,11,10,73,46
6,32,168,122,274,282,1511,749,114,100,9,3,162,94,11,10,78,49
7,33,174,134,326,335,1709,891,123,115,9,3,171,110,12,11,88,54
8,37,195,153,387,398,1855,999,128,123,10,3,181,121,12,12,95,61
8,40,214,172,443,454,2066,1021,135,131,11,4,194,138,13,14,113,73
8,43,230,185,484,500,2245,1119,142,137,11,4,202,150,14,15,129,86
8,46,242,207,572,573,3027,1316,152,159,13,4,224,172,16,17,157,115
9,49,249,219,617,639,3890,1515,164,199,14,4,243,192,18,19,190,149
9,51,257,240,684,702,5489,1836,183,239,18,5,272,218,20,22,240,196
9,53,261,248,734,757,6243,2007,197,253,20,6,291,233,21,24,248,209
9,57,272,282,821,839,6221,1979,213,253,22,6,304,228,22,25,208,185
9,60,286,300,864,883,5723,2006,223,240,23,6,308,227,23,25,181,162
9,61,287,311,877,904,4938,1897,225,226,22,6,302,210,23,23,148,132
9,62,292,327,932,952,4704,1858,235,218,22,7,303,187,22,23,128,114
9,62,291,358,1060,1103,4010,1764,234,203,22,7,298,155,23,21,97,86
9,66,305,380,1120,1177,3478,1542,236,182,21,7,288,144,23,20,83,72
9,72,325,434,1259,1335,2727,1176,240,142,20,7,274,126,23,19,65,52
9,78,350,470,1345,1303,2138,970,240,121,19,8,271,121,23,19,59,46
10,82,369,519,1506,1540,1488,750,231,96,17,7,253,113,23,18,53,37
10,101,422,549,1516,1597,1251,766,255,97,18,8,259,125,24,20,56,35
11,118,485,624,1711,1807,1106,801,262,99,19,8,238,130,24,21,56,32
11,139,552,677,1664,1872,1088,814,265,99,19,8,226,135,25,21,58,33
12,161,628,697,1812,1922,1052,847,243,102,17,8,199,131,25,21,58,32
13,191,693,789,1964,2159,1104,886,231,104,17,8,185,125,24,20,60,34
