A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
4.38,56.01,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,767,f
4.38,56.01,110.72,24.05,24.70,33.76,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,1023,f
5.26,56.95,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,1.19,508,f
5.26,56.01,111.58,24.05,24.70,33.76,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,502,f
4.38,56.01,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,526,f
4.38,56.01,111.58,24.05,24.70,33.76,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.03,2.77,1.19,460,f
5.26,56.95,111.58,24.88,24.70,33.76,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,468,f
5.26,56.95,111.58,24.88,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,439,f
5.26,56.01,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,1.19,490,f
5.26,56.01,111.58,24.05,24.70,33.76,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,515,f
5.26,56.95,111.58,24.05,24.70,33.76,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,479,f
5.26,56.95,111.58,24.05,24.70,33.76,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.03,2.77,1.19,515,f
5.26,56.01,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,476,f
5.26,56.01,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,1001,f
5.26,56.95,111.58,24.05,24.70,33.76,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.87,2.77,2.38,467,f
5.26,56.95,111.58,24.88,24.70,34.35,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,485,f
5.26,56.01,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,1.19,448,f
5.26,56.95,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,446,f
5.26,56.95,111.58,24.88,24.70,34.35,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,413,f
5.26,56.95,111.58,24.88,24.70,34.35,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,1.19,440,f
5.26,56.95,111.58,24.05,24.70,34.35,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,444,f
4.38,56.01,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,445,f
5.26,56.95,111.58,24.05,24.70,34.35,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,418,f
5.26,56.95,112.43,24.88,24.70,34.35,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,415,f
5.26,56.95,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,1.19,429,f
4.38,56.95,111.58,24.05,24.70,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,445,f
5.26,56.95,112.43,24.88,24.70,34.35,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,462,f
5.26,56.95,111.58,24.05,24.70,34.35,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,434,f
5.26,56.95,111.58,24.05,24.70,34.35,7.77,9.51,6.62,1.41,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,441,f
5.26,56.95,111.58,24.05,24.70,34.35,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.03,2.77,2.38,443,f
4.38,56.95,111.58,24.05,24.70,34.35,7.77,9.51,6.62,0.94,0.65,0.98,59.47,22.78,8.77,5.03,2.77,1.19,443,f
