A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
5.26,56.01,111.58,24.05,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,21.70,8.77,5.03,2.77,2.38,686,f
5.26,56.01,111.58,24.05,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,21.70,8.77,5.03,2.77,2.38,825,f
5.26,56.01,111.58,24.05,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,59.47,21.70,8.77,5.03,2.77,1.19,632,f
4.38,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,8.77,5.03,2.77,2.38,545,f
4.38,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,518,f
4.38,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,8.77,5.03,2.77,1.19,1023,f
5.26,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,769,f
4.38,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,486,f
5.26,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,474,f
5.26,56.01,111.58,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,503,f
5.26,56.95,112.43,24.05,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,460,f
5.26,56.01,111.58,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,8.77,5.03,2.77,1.19,485,f
5.26,56.01,111.58,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,729,f
4.38,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,517,f
4.38,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,8.77,5.03,2.77,2.38,486,f
4.38,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,1.19,469,f
4.38,56.01,111.58,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,457,f
5.26,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,529,f
4.38,56.01,110.72,23.22,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,22.78,8.77,5.03,2.77,2.38,453,f
5.26,56.95,111.58,24.05,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,2.38,492,f
5.26,56.95,111.58,24.05,24.05,33.76,7.77,9.51,6.62,1.41,0.65,0.98,60.61,21.70,8.77,5.03,2.77,1.19,499,f
