A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
5.26,52.21,124.45,48.93,49.40,72.85,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,51.26,122.73,48.10,49.40,71.66,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,51.26,121.87,48.10,48.75,71.66,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,51.26,121.87,48.10,48.75,71.07,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,51.26,121.87,48.10,48.75,71.07,72.35,68.26,28.85,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,1023,f
5.26,51.26,121.87,48.10,48.75,71.66,72.35,68.26,28.85,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,429,f
5.26,51.26,121.87,48.10,48.75,71.66,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,51.26,121.87,48.10,48.75,71.66,71.75,67.70,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,1023,f
5.26,51.26,121.87,48.10,48.75,71.66,71.75,67.70,28.85,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,487,f
5.26,51.26,122.73,48.10,48.75,71.66,71.75,67.70,28.85,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,462,f
5.26,51.26,121.87,48.10,48.75,71.66,71.75,67.70,28.85,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,1023,f
5.26,51.26,122.73,48.10,48.75,71.66,71.75,68.26,28.85,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,426,f
5.26,51.26,122.73,48.10,48.75,71.66,72.35,68.26,28.85,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,380,f
5.26,51.26,122.73,48.10,48.75,71.66,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,372,f
5.26,51.26,122.73,48.10,48.75,71.66,72.35,68.26,28.85,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,348,f
5.26,51.26,122.73,48.10,48.75,71.66,72.35,68.26,28.85,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,339,f
5.26,51.26,122.73,48.10,48.75,71.66,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,341,f
5.26,51.26,122.73,48.10,48.75,71.66,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,340,f
5.26,51.26,122.73,48.10,48.75,71.66,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,341,f
5.26,51.26,122.73,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,339,f
5.26,51.26,122.73,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,338,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,341,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,337,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,336,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,332,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,331,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,330,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,328,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,326,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,320,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,326,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,326,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,323,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,325,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,323,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,322,f
5.26,51.26,124.45,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,322,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,322,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,323,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,333,f
5.26,52.21,124.45,48.10,49.40,72.85,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,320,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,317,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,325,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,318,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,318,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,317,f
5.26,51.26,124.45,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,315,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,316,f
5.26,52.21,124.45,48.10,49.40,72.85,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,316,f
5.26,51.26,124.45,48.10,49.40,72.85,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,325,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,317,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,315,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,316,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,316,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,314,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,313,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,315,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,314,f
5.26,51.26,124.45,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,312,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,313,f
5.26,51.26,124.45,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,317,f
5.26,51.26,124.45,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,315,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,313,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,312,f
5.26,51.26,123.59,48.10,49.40,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,312,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,312,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,312,f
5.26,51.26,123.59,48.10,48.75,72.25,72.35,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,8.39,5.53,3.57,310,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,68.26,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,310,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,67.70,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,308,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,68.26,29.32,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,311,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,68.26,29.32,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,304,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,67.70,29.32,11.28,2.61,2.93,94.93,32.55,13.15,9.23,5.53,3.57,310,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,310,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,309,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,309,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,311,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,309,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,68.26,28.85,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,309,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,68.26,29.32,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,307,f
5.26,51.26,123.59,48.10,48.75,72.25,71.75,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,302,f
5.26,51.26,123.59,48.10,48.75,72.25,71.15,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,307,f
5.26,51.26,123.59,48.10,48.75,72.25,71.15,67.70,28.85,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,308,f
5.26,51.26,123.59,48.10,48.75,72.25,71.15,67.14,28.85,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,305,f
5.26,51.26,123.59,48.10,48.75,72.25,71.15,67.14,28.85,11.28,2.61,2.93,93.78,32.55,13.15,9.23,5.53,3.57,308,f
5.26,51.26,122.73,48.10,48.75,72.25,71.15,67.14,28.85,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,305,f
5.26,51.26,122.73,48.10,48.75,72.25,71.15,67.14,28.85,11.28,2.61,2.93,93.78,32.55,13.15,8.39,5.53,3.57,305,f
5.26,51.26,122.73,48.10,48.75,72.25,70.55,67.14,28.85,11.28,2.61,2.93,92.64,32.55,13.15,8.39,5.53,3.57,301,f
5.26,51.26,122.73,48.10,48.75,72.25,70.55,67.14,28.85,11.28,2.61,2.93,92.64,31.46,13.15,9.23,5.53,3.57,306,f
5.26,51.26,122.73,48.10,48.75,71.66,70.55,67.14,28.85,11.28,2.61,2.93,92.64,32.55,13.15,8.39,5.53,3.57,304,f
5.26,51.26,122.73,47.27,48.75,71.66,70.55,66.58,28.85,11.28,2.61,2.93,92.64,31.46,13.15,8.39,5.53,3.57,305,f
5.26,51.26,122.73,48.10,48.75,71.66,69.96,66.58,28.85,11.28,2.61,2.93,92.64,32.55,13.15,8.39,5.53,3.57,303,f
5.26,51.26,121.87,48.10,48.75,71.66,69.96,66.58,28.85,11.28,2.61,2.93,92.64,31.46,13.15,8.39,5.53,3.57,303,f
5.26,51.26,121.87,48.10,48.75,71.66,69.96,66.58,28.85,11.28,2.61,2.93,92.64,31.46,13.15,8.39,5.53,3.57,305,f
5.26,50.31,121.87,47.27,48.75,71.66,69.36,66.02,28.85,11.28,2.61,2.93,92.64,32.55,13.15,8.39,5.53,3.57,303,f
5.26,50.31,121.87,47.27,48.75,71.66,69.36,66.02,28.38,11.28,2.61,2.93,91.49,32.55,13.15,8.39,5.53,3.57,304,f
5.26,50.31,121.02,47.27,48.75,71.66,68.76,66.02,28.38,11.28,2.61,2.93,91.49,31.46,13.15,8.39,5.53,3.57,315,f
5.26,50.31,121.02,47.27,48.75,71.66,67.56,64.91,28.38,11.28,2.61,2.93,91.49,31.46,13.15,8.39,5.53,3.57,303,f
5.26,50.31,121.02,47.27,48.75,71.66,64.58,63.23,28.38,10.81,2.61,2.93,90.35,31.46,13.15,8.39,5.53,3.57,302,f
4.38,49.36,120.16,47.27,48.75,71.66,58.00,58.75,26.96,10.34,2.61,2.93,85.78,29.29,12.28,8.39,5.53,3.57,304,f
5.26,49.36,119.30,47.27,48.10,71.66,57.40,52.60,24.12,8.93,1.96,1.95,72.05,24.95,11.40,7.55,4.61,2.38,303,f
5.26,49.36,117.58,47.27,48.10,70.48,68.76,58.19,22.70,10.34,1.96,1.95,82.34,29.29,10.52,7.55,5.53,3.57,306,f
5.26,45.56,110.72,43.12,44.20,65.15,75.94,67.14,26.01,11.75,2.61,1.95,98.36,33.63,13.15,9.23,6.46,3.57,304,f
2.63,24.68,65.23,31.51,35.75,55.08,78.33,70.50,27.90,12.22,2.61,2.93,105.22,35.80,14.91,10.07,6.46,3.57,302,f
4.38,41.77,111.58,44.78,52.00,79.95,79.52,71.62,28.85,12.22,2.61,2.93,107.51,35.80,14.91,10.07,6.46,4.77,304,f
4.38,43.67,116.72,46.44,53.30,82.32,79.52,71.62,28.85,12.22,2.61,2.93,107.51,35.80,14.91,10.07,6.46,4.77,301,f
4.38,44.61,119.30,47.27,54.60,82.91,78.93,71.62,28.85,12.22,2.61,2.93,107.51,35.80,14.91,10.07,6.46,4.77,301,f
4.38,45.56,120.16,48.10,54.60,82.91,78.33,71.06,28.85,12.22,2.61,2.93,107.51,35.80,14.91,10.07,6.46,4.77,302,f
4.38,45.56,121.02,47.27,54.60,82.91,78.93,71.06,28.85,12.22,2.61,2.93,107.51,35.80,14.91,10.07,6.46,3.57,1023,f
4.38,45.56,121.87,48.10,54.60,82.91,78.33,71.06,28.85,12.22,2.61,2.93,107.51,35.80,14.91,10.07,6.46,4.77,1023,f
4.38,45.56,121.87,48.10,54.60,82.91,77.73,71.06,28.85,12.22,2.61,2.93,107.51,35.80,14.91,10.07,6.46,3.57,1023,f
4.38,45.56,121.02,48.10,53.95,82.32,77.73,70.50,28.38,12.22,2.61,2.93,106.36,35.80,14.91,10.07,6.46,4.77,1023,f
4.38,45.56,121.87,48.10,54.60,82.91,77.13,69.94,28.38,12.22,2.61,2.93,106.36,34.72,14.91,10.07,6.46,3.57,1023,f
4.38,45.56,121.02,47.27,53.30,81.73,75.94,69.38,28.38,11.75,2.61,2.93,107.51,35.80,14.91,10.07,6.46,4.77,1023,f
4.38,46.51,122.73,48.10,54.60,82.32,75.94,68.26,27.90,11.75,2.61,2.93,106.36,34.72,14.91,10.07,6.46,3.57,1023,f
