A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
6.13,54.11,146.76,55.56,66.30,106.60,95.07,93.44,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,846,f
6.13,54.11,145.91,55.56,66.30,106.60,94.47,93.44,44.93,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,1023,f
6.13,54.11,145.91,55.56,65.65,106.60,95.07,93.44,44.93,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,1023,f
6.13,54.11,145.91,54.73,65.65,106.60,95.07,93.44,44.93,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,1023,f
6.13,54.11,145.91,54.73,66.30,106.60,95.07,93.44,44.93,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,597,f
6.13,54.11,145.91,54.73,66.30,106.60,95.07,93.44,44.93,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,792,f
6.13,54.11,145.91,54.73,66.30,106.60,95.07,93.44,44.93,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,429,f
6.13,54.11,145.91,54.73,65.65,106.60,95.07,93.44,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.91,7.38,5.96,441,f
6.13,54.11,145.91,54.73,66.30,106.60,95.07,93.44,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.91,7.38,5.96,399,f
6.13,54.11,145.91,54.73,66.30,106.60,95.07,93.44,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,396,f
6.13,54.11,145.91,54.73,66.30,106.60,95.07,93.44,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,398,f
6.13,54.11,145.91,54.73,65.65,106.60,95.07,94.00,44.93,13.63,3.26,2.93,164.69,52.08,17.54,10.07,7.38,5.96,406,f
6.13,54.11,145.91,54.73,66.30,106.60,95.07,93.44,44.93,13.63,3.26,2.93,164.69,52.08,17.54,10.91,7.38,5.96,390,f
6.13,54.11,145.91,54.73,66.30,106.60,95.07,93.44,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.91,7.38,5.96,403,f
6.13,54.11,145.91,55.56,66.30,106.60,95.07,94.00,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.91,7.38,5.96,384,f
6.13,54.11,145.91,54.73,66.30,106.60,95.07,93.44,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,387,f
6.13,54.11,145.91,55.56,66.30,106.60,95.07,94.00,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.91,7.38,5.96,415,f
6.13,54.11,145.91,55.56,66.30,106.60,95.07,94.00,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,384,f
6.13,54.11,145.91,55.56,66.30,106.60,95.07,94.00,44.93,13.63,3.26,2.93,165.83,52.08,17.54,10.07,7.38,5.96,384,f
